GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,2,1,1,6,23,14.5,15,17,12,17,15,5,7,6,242400,21,47073
5,19,0,7,10,10,8.63,19,119,13,35,69,6,6,27,202400,21,0
4,7,1,2,19,17.75,12.86,19,64,13,34,47,6,16,19,233900,16,40640
5,13,2,5,10,10.6,8.62,15,81,12,31,57,5,14,22,564900,29,122685
6,7,3,3,7,5.33,5.43,17,28,14,27,25,7,13,12,418300,0,105701
2,13,0,3,20,27.5,28.92,5,65,30,52,79,8,8,26,439200,0,86116
10,44,8,25,4,4.7,5.86,15,126,10,30,80,5,16,32,155300,6,35841
8,15,7,11,6,6,5.47,15,56,9,26,39,4,13,16,0,26,0
3,10,1,6,18,16.67,12.2,25,68,12,34,54,6,17,23,383300,13,0
2,2,0,0,15,10,10,15,28,8,18,18,2,2,6,417800,32,73833
1,1,0,0,20,20,20,20,20,10,17,15,4,4,6,201600,41,64942
4,18,1,14,5,5,4.83,17,116,10,28,66,4,12,28,216300,32,67986
2,2,2,2,15,12.5,12.5,22,29,10,24,22,4,10,9,67500,56,0
4,6,3,4,10,7.25,6.5,19,38,12,32,33,6,15,14,367300,37,89546
4,6,1,2,20,21.25,19.17,15,41,14,34,37,6,15,14,267400,34,89546
10,29,7,14,5,12.6,11.72,18,69,14,33,58,6,17,23,204800,38,0
5,10,2,4,10,9.6,7.9,15,76,13,32,55,6,15,21,198900,29,31050
3,32,2,10,25,25.33,25.84,10,104,30,52,122,6,17,30,247300,32,72198
4,6,3,4,10,15,13.33,16,44,16,35,41,6,15,15,564300,43,0
3,8,2,4,50,58.33,30.75,24,69,12,32,54,6,17,24,562600,30,65906
6,9,4,5,50,34.17,32.22,20,54,13,33,45,6,17,19,369400,28,65906
2,6,1,3,10,12.5,9.17,15,53,10,22,33,5,11,12,248100,10,35110
2,2,1,1,25,17.5,17.5,16,20,22,27,27,10,12,12,550100,22,82540
3,4,0,1,15,11.67,10,26,42,9,28,29,4,4,12,399200,22,97052
2,4,1,2,50,30,18.75,18,28,14,28,26,6,13,11,537200,29,0
2,4,0,2,28,17.5,10.75,17,53,14,31,37,6,6,14,241300,31,52608
6,12,4,7,25,25.83,24.17,4,79,26,47,97,10,21,31,259600,31,79646
9,41,4,18,18,17.44,12.15,5,126,31,53,127,9,20,36,242100,28,83472
1,4,0,2,20,20,11.75,25,67,4,17,36,2,2,13,323100,23,0
6,43,6,25,5,5.83,6.16,18,126,19,40,100,5,16,34,352800,36,92525
5,7,2,2,4,4.4,5.14,18,35,12,28,27,6,13,11,183800,18,0
3,9,2,4,10,15,11,18,68,13,34,55,6,16,21,239200,15,0
3,3,2,2,25,21.67,21.67,22,27,13,27,25,6,13,11,242300,24,0
2,8,1,5,15,13,10.38,18,67,13,34,51,6,16,21,319400,37,68282
4,11,3,9,15,13.75,10.82,19,124,14,35,70,6,16,29,217100,20,54217
2,4,1,2,20,20,15.5,25,43,11,33,37,6,17,17,195300,32,65740
0,1,0,0,450,0,450,23,23,25,25,38,6,6,8,206700,24,65740
2,2,1,1,36,36,36,26,33,11,28,26,5,13,11,179500,26,41190
2,11,1,6,20,20,16.82,19,86,13,35,66,6,17,25,323300,28,0
2,5,0,1,25,23.5,19.4,18,63,13,34,52,6,6,20,320900,24,87748
3,3,1,1,16,12,12,20,33,10,27,26,4,12,11,323700,31,95596
1,1,0,0,20,20,20,19,19,9,13,11,4,4,5,450700,19,93607
3,3,3,3,15,16.67,16.67,16,29,14,28,25,6,13,11,327300,31,75731
2,12,0,4,10,10,8.42,17,125,7,20,43,3,3,17,516400,31,0
3,20,2,12,6,9.67,8.95,18,101,10,27,63,5,15,26,267900,36,62824
1,1,1,1,20,20,20,15,15,8,9,9,3,4,4,320600,31,0
1,1,1,1,15,15,15,21,21,7,13,11,3,6,5,221500,29,33927
3,6,2,2,219,79.67,122.17,6,29,30,44,48,6,13,11,139800,22,43964
5,31,3,17,9,10.4,6.55,24,122,11,33,77,5,16,31,161300,6,0
1,3,0,1,25,25,19,18,53,13,30,39,6,6,16,218200,33,64110
3,5,2,3,25,15.33,15.2,18,41,13,33,35,6,16,15,343100,14,79042
3,17,2,12,15,13.67,9.94,7,129,19,37,79,5,14,28,343100,24,0
6,12,4,7,6,5,4.5,17,57,12,32,50,6,17,19,199300,0,0
7,41,3,18,11,12.57,10.41,16,130,13,32,76,5,16,32,174500,12,58078
1,1,1,1,20,20,20,24,24,7,17,15,3,7,6,194300,25,0
2,6,2,4,15,15,10.83,23,41,12,31,37,6,15,15,199300,11,58078
8,9,3,3,6,6.75,6.67,17,32,14,32,30,6,15,13,229400,28,0
3,22,1,15,15,12.67,9.68,26,126,10,31,72,5,15,31,195100,23,50606
3,16,2,7,12,10.67,7.63,15,123,15,36,71,6,16,31,130500,26,0
1,1,1,1,20,20,20,23,23,8,18,16,3,7,6,185100,22,0
1,17,0,12,22,22,12.12,15,129,12,30,70,5,5,31,270700,16,53625
3,8,3,6,25,12,8.25,24,56,7,23,35,4,12,15,390500,0,87122
2,8,1,4,35,12.5,23.13,9,57,24,43,73,4,13,17,205100,33,55005
2,3,2,3,20,18,15.33,23,40,12,31,34,6,16,15,210500,0,0
7,27,5,19,5,5,5.26,17,130,14,33,88,6,17,34,196700,44,0
4,13,2,6,10,9,6.92,22,93,12,27,55,6,13,21,234600,48,78203
3,20,1,14,5,5,5.15,18,119,12,29,73,5,12,30,131600,18,0
1,2,0,0,22,22,21,16,40,12,29,31,6,6,13,147800,30,37530
6,11,5,7,5,5,5,15,65,12,32,49,6,16,20,152200,48,0
2,7,0,2,42,41,23.86,18,75,13,35,57,6,6,22,144700,46,0
7,10,3,3,7,6.71,5.7,18,52,8,26,28,4,13,12,117000,11,31712
3,3,2,2,25,21.67,21.67,16,32,17,33,33,6,13,11,118500,32,0
5,7,4,4,10,7.6,7.29,15,33,14,30,28,6,13,11,108800,47,38438
6,13,3,8,5,5,3.46,16,122,13,32,55,6,14,24,354000,37,87416
2,5,2,4,32,29.5,22.8,25,57,13,34,48,6,17,20,188100,36,87416
1,1,1,1,15,15,15,17,17,11,16,14,4,6,5,294700,35,0
5,7,4,6,10,7.8,7,16,45,12,33,39,6,16,16,154600,33,41929
2,20,1,8,20,17.5,10.6,22,130,13,34,75,6,16,31,197600,41,45864
1,1,1,1,25,25,25,22,22,10,16,14,4,7,6,172800,30,51240
5,25,2,12,7,5.8,5.24,21,119,12,30,79,5,13,32,150000,35,51240
5,6,2,3,10,8.6,8,19,41,14,34,37,6,15,14,180900,37,0
3,10,0,5,35,31.67,22.2,19,125,13,35,71,6,6,31,232500,33,54152
7,18,6,11,10,19.29,15.56,18,69,13,34,61,6,17,24,227800,41,55139
1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,160600,42,0
1,8,1,4,12,12,11.63,16,51,14,35,44,6,16,19,184100,39,0
5,21,2,9,22,18.4,14.81,19,97,13,35,71,6,17,28,279900,51,50607
2,3,0,0,20,17.5,15,25,31,11,27,25,6,6,12,199000,31,50607
1,1,1,1,20,20,20,24,24,8,18,16,3,7,6,237500,38,48772
4,8,3,5,10,14.25,12.38,19,56,8,29,43,4,15,18,198800,46,48361
1,4,1,4,16,16,9.75,21,57,5,20,37,2,8,12,275000,45,40149
3,14,2,10,18,14,13.14,26,112,12,34,60,5,16,25,297700,32,56402
1,5,1,4,75,75,70,21,74,16,36,72,6,16,23,291500,25,38563
1,28,1,15,10,10,5.29,20,127,11,27,75,4,10,28,224200,36,66798
3,3,2,2,30,35,35,15,29,24,36,41,9,14,14,267000,16,71604
1,1,0,0,20,20,20,16,16,12,17,14,5,5,6,211100,31,78995
3,9,1,3,16,14.67,9.89,17,65,13,34,52,6,16,20,337000,17,110715
5,6,3,3,10,15,14.17,18,29,13,27,25,6,13,11,0,56,0
3,12,2,7,10,8.33,8.42,20,125,13,31,70,5,13,29,96700,0,0
6,14,4,7,8,6,4.71,17,122,11,32,64,6,16,25,77000,35,30655
4,4,3,3,15,11.25,11.25,24,33,10,25,25,6,14,12,102600,23,57139
2,6,0,1,30,27.5,17.5,17,97,12,30,56,5,5,17,131400,37,0
2,5,1,2,20,25,22,18,57,13,33,46,6,16,20,91600,18,0
2,27,1,12,10,11.5,10.81,7,90,38,56,120,9,18,30,118700,0,0
1,3,1,1,15,15,12.33,19,42,10,27,30,4,11,11,117800,22,60641
4,4,2,2,7,6.75,6.75,17,32,13,29,27,6,13,11,90300,28,50667
11,54,5,25,13,12.09,9.46,18,129,12,34,91,5,16,35,64100,26,42699
2,7,0,2,16,15,11.14,18,72,12,30,50,5,5,18,116700,56,42699
4,25,2,13,5,13.75,6.04,6,122,15,37,71,7,18,29,134800,28,44829
4,6,3,4,10,10.5,9.67,16,45,8,26,33,4,13,14,118500,32,0
1,2,1,2,33.01,33.01,25.68,18,40,13,29,34,5,12,14,216500,0,0
1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,211300,34,70685
3,16,1,4,36,40.67,22.56,18,105,22,42,86,9,20,31,121500,33,44440
1,1,1,1,20,20,20,23,23,9,19,17,3,7,6,97800,41,37053
2,7,1,5,15,15,13,19,76,13,34,56,6,17,23,71300,56,24950
6,21,5,11,5,6,5.71,15,65,23,39,63,5,14,21,112500,34,24950
2,13,1,10,26,25.5,14.08,19,126,13,32,74,6,15,32,148300,39,0
3,3,1,1,14,12,12,15,25,11,23,20,5,10,9,130900,35,39476
6,32,3,10,5,6.67,8.97,6,78,33,54,107,8,19,29,173300,31,34402
2,16,1,6,17,16.5,11.44,17,77,14,35,62,6,17,24,111500,46,42102
2,4,2,2,8,5.5,6.5,15,29,10,22,25,4,9,8,207400,0,0
4,6,3,3,6,17,13.17,18,39,13,30,32,6,16,15,125900,28,66117
1,15,0,8,12,12,6.27,26,131,9,25,67,4,4,25,243300,29,47580
7,17,5,10,3,7.14,5.71,15,81,13,30,59,6,16,23,213000,16,47580
10,52,7,26,5,5.1,4.75,20,118,26,45,131,11,21,51,225700,33,0
1,2,1,1,25,15,20,19,21,13,20,17,6,10,8,339300,27,79882
3,12,1,7,10,7.33,6.42,15,96,11,26,62,4,11,30,285400,42,80224
5,11,3,6,31,25.6,17.27,16,89,15,37,62,6,17,24,255600,38,0
1,3,0,0,30,30,20,21,43,13,33,38,6,6,16,588600,36,0
7,16,4,12,11,8,9.13,18,105,17,38,74,7,18,29,450000,0,101793
2,2,2,2,15,12.5,12.5,16,29,14,27,26,4,10,9,190900,35,0
5,12,3,6,26,26.2,19.83,16,74,14,35,58,6,17,24,105800,50,69288
1,7,0,3,16,16,13.14,18,89,13,32,56,6,6,23,240000,28,46867
2,2,2,2,15,10,10,15,29,10,22,21,4,9,8,226300,26,80552
1,2,1,2,15,15,12.5,15,51,9,16,25,4,7,10,300900,25,67216
1,8,0,5,47,47,40.75,7,112,15,28,63,7,7,27,243800,29,0
1,9,0,7,17,17,12.67,26,123,9,26,66,4,4,25,420600,25,92510
2,4,1,2,20,20,16.5,25,76,11,31,41,6,15,17,581100,43,92510
5,25,5,17,11,13,11.28,21,125,13,32,83,6,17,31,235600,43,52792
3,23,2,11,17,15.33,8.48,16,128,8,24,72,4,14,30,238000,56,93247
1,2,1,1,6,15,10.5,15,16,12,17,14,4,6,5,196700,69,93247
1,1,1,1,20,20,20,17,17,13,18,16,5,7,6,301800,31,74492
2,16,1,8,15,14,9.63,20,90,13,32,66,5,14,23,227800,24,50882
1,1,0,0,20,20,20,15,15,10,14,12,5,5,6,185700,19,41531
1,10,0,4,25,25,13.7,18,81,13,35,62,6,6,25,181800,17,44975
1,1,1,1,50,50,50,20,20,11,18,16,5,8,7,460100,32,82711
3,11,2,7,15,14,10.09,15,113,12,28,64,5,12,26,291700,39,0
2,6,0,3,15,15,9.67,15,81,11,27,47,4,4,17,204300,24,0
4,23,2,11,10,12.25,9.26,4,80,13,34,65,6,16,24,214300,0,0
4,21,1,9,4,12,8.1,15,130,14,34,75,6,16,31,216600,0,0
3,4,0,0,25,23.33,22.5,17,40,14,36,38,7,7,17,0,0,0
1,18,1,12,10,5,7.61,18,127,8,27,67,4,13,28,168500,15,0
12,19,6,11,6,5.5,5.11,6,45,22,44,54,9,20,21,178800,23,0
2,6,2,3,3,7.5,5.67,6,21,21,28,26,7,11,9,222300,18,0
4,7,2,3,100,75.5,53.86,15,69,30,49,76,6,16,21,288500,25,0
4,6,3,4,19,16.75,17,25,41,11,33,35,6,17,16,243900,16,0
2,2,2,2,20,20,20,23,32,11,20,18,4,9,8,366300,16,0
4,11,2,6,3,4,4,15,76,11,30,51,5,13,19,214900,33,0
0,16,0,7,18,0,11.19,26,99,26,26,83,5,5,25,177100,30,0
5,16,4,11,10,10.8,7.84,16,130,14,34,75,6,15,29,232200,37,80929
3,26,1,12,10,10,9.5,15,123,14,34,78,6,15,30,227900,46,80929
3,7,1,3,5,6.67,6.71,19,85,10,21,45,4,8,15,284200,34,80929
4,15,3,8,15,14,10.8,18,101,9,26,50,4,13,19,217000,22,0
2,2,1,1,15,15,15,22,28,11,24,23,4,10,9,230600,33,60392
3,3,2,2,12,10.67,10.67,15,26,11,24,21,5,11,10,190500,14,47642
7,21,6,15,5,5,4.62,17,113,11,30,70,6,17,29,195100,31,45590
7,16,6,10,5,4,3.25,21,92,11,27,47,5,14,20,223800,37,0
7,21,4,11,7,5.57,5.95,16,120,13,34,71,6,17,32,218600,31,71994
2,5,1,3,15,14,9.4,21,68,10,25,45,4,10,16,196800,27,77112
1,6,1,5,16,16,10.67,21,109,10,26,56,4,10,25,582800,27,120743
5,16,4,7,5,5,4.44,15,80,12,30,64,3,12,18,295300,46,64712
4,6,2,3,15,14,11.67,18,44,12,26,31,6,15,15,62100,14,28578
3,5,1,2,20,17.33,14.8,16,53,14,32,40,6,14,17,54600,14,25125
6,17,5,14,10,7.5,6,16,97,14,34,71,6,17,27,94600,24,50461
5,18,2,11,15,14.8,9.06,18,125,13,35,77,6,17,33,71400,40,31635
5,5,5,5,25,25,25,22,33,13,31,31,5,14,12,69900,31,45681
3,3,2,2,25,18.33,18.33,23,33,17,32,44,7,14,17,346100,41,57132
1,1,1,1,20,20,20,24,24,7,17,15,3,7,6,196200,38,55447
4,17,1,9,10,11,8.65,15,127,9,22,47,4,9,19,172400,48,47239
3,3,2,2,15,12.33,12.33,16,33,12,30,27,5,13,11,128300,55,47239
5,5,2,2,10,8.8,8.8,15,28,14,27,25,6,12,10,128600,28,44499
1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,84800,48,0
5,20,2,11,9,7.8,6.3,19,129,12,29,75,5,12,30,116100,17,0
7,9,6,7,13,11.29,10.44,16,41,9,29,37,4,15,15,150000,32,40589
3,8,2,4,18,16.67,12.88,17,67,14,35,53,6,16,21,148500,24,38695
6,11,2,4,3,4.17,4.09,18,75,14,34,48,6,15,19,115800,34,0
3,16,1,10,10,12.67,8.63,15,125,12,33,73,5,15,31,72800,50,35464
0,1,0,0,25,0,25,20,20,7,7,9,4,4,5,63300,24,39380
7,9,2,4,8,6.43,6.11,17,41,12,33,36,6,16,16,90500,37,47896
1,1,1,1,25,25,25,20,20,11,18,16,5,8,7,143700,22,71463
1,1,1,1,23,23,23,21,21,10,17,15,4,7,6,189700,35,48244
2,7,0,5,16,15,9.86,18,104,11,27,54,4,4,23,596500,33,110085
6,9,4,6,4,4.17,4.11,18,40,13,28,30,6,14,13,319700,24,0
3,13,3,11,12,10.67,9.85,18,102,13,33,66,6,15,27,579100,40,163017
4,13,2,5,6,10.5,10.31,16,91,14,34,59,6,17,25,500000,33,0
2,2,1,1,15,10,10,20,33,10,25,23,4,10,9,447400,27,0
5,14,2,7,10,4.6,4.57,17,65,13,35,53,6,17,23,405100,43,0
6,11,3,5,12,11.67,10.64,16,56,15,36,47,6,17,19,528300,34,82090
5,7,3,4,14,12.6,11.29,18,41,12,32,36,6,17,16,369300,28,0
3,20,1,8,15,16.67,13,6,128,21,43,103,10,21,45,276600,13,71862
2,4,1,2,20,20,18.75,21,41,26,47,54,6,16,15,409300,18,0
2,2,2,2,20,12.5,12.5,16,24,12,23,21,6,11,9,265300,15,49835
2,45,1,14,20,18.5,13.07,20,133,18,39,106,8,18,38,308100,39,0
4,4,2,2,14,12.75,12.75,18,33,11,30,28,6,15,13,280700,35,66359
4,28,3,16,10,7.5,3.25,25,130,12,32,74,6,17,32,324200,22,0
1,2,1,1,25,25,17.5,21,42,13,30,32,6,13,12,336500,18,73564
7,10,3,5,10,7.29,6.2,18,45,13,35,40,6,17,17,336500,18,73564
2,15,1,7,15,12.5,16.07,27,93,7,15,36,2,6,16,337000,18,0
8,22,3,11,5,5,4.5,18,105,13,35,71,6,17,28,0,32,29073
2,2,1,1,17,16,16,18,34,10,24,23,4,10,9,55000,14,32061
2,4,0,1,15,15,11.5,18,56,11,30,38,5,5,15,582900,22,63972
3,4,2,2,35,30,28.75,17,38,13,33,36,6,17,16,476900,19,80063
3,16,2,6,14,12,9.56,16,89,29,48,89,5,15,25,272300,17,73909
1,1,1,1,20,20,20,15,15,10,14,12,5,7,6,284100,11,73909
1,7,1,6,15,15,11.86,16,79,14,33,56,6,15,22,416900,31,109271
2,3,0,1,15,15,11.67,18,38,10,29,28,4,4,12,579500,29,149167
1,15,1,9,13,13,6.4,17,126,12,28,67,4,11,28,229200,25,77380
3,5,0,1,20,11.67,9.6,17,38,13,32,32,6,6,13,152500,36,74947
1,1,1,1,15,15,15,18,18,11,16,13,4,6,5,272500,35,0
2,6,0,3,25,22.5,14.17,18,105,13,34,56,6,6,25,286900,31,105037
3,17,2,12,13,13,7.24,20,128,13,34,75,6,16,31,298200,35,75023
6,10,5,6,5,5.33,4.6,17,40,12,30,33,6,16,15,220500,27,75023
9,14,6,7,5,6.33,5.71,16,40,16,36,39,6,16,15,233200,30,0
2,2,2,2,30,27.5,27.5,18,24,15,26,24,6,11,9,174900,29,0
1,1,1,1,23,23,23,17,17,11,16,14,5,7,6,209400,36,65614
2,8,2,6,20,17.5,13.38,23,53,12,34,46,6,17,20,528700,41,121055
5,7,3,4,13,12,11.71,16,41,14,34,37,6,15,14,402600,36,121055
3,4,2,3,20,14,11.75,24,38,12,33,32,6,16,15,87500,36,0
2,12,0,7,21,21,14.25,17,92,13,32,65,6,6,25,525600,35,134096
3,3,1,1,50,33.33,33.33,18,27,13,27,24,6,13,11,389900,41,134096
1,1,0,0,15,15,15,16,16,11,16,13,4,4,5,191100,35,66737
3,9,3,7,15,15,15.56,20,110,13,32,61,6,16,27,389800,27,104720
5,8,4,6,15,17.4,15.38,24,44,13,33,38,6,17,17,336500,31,83076
3,20,3,10,10,7.33,4.95,17,63,14,32,58,5,15,23,221300,23,83076
5,23,3,14,5,3.8,3.15,15,124,12,33,69,5,15,30,160900,26,50434
2,9,2,5,10,21,14.78,18,119,13,31,68,6,15,28,205700,41,68342
3,3,2,2,20,20,20,16,24,15,26,23,6,11,9,285400,38,101339
2,6,2,2,19,15,15.67,13,29,26,39,50,5,11,10,201200,35,0
3,4,3,3,11,7,6.75,18,29,12,25,22,6,12,10,136700,35,0
7,11,5,6,14,11.29,9.91,17,44,12,32,35,6,16,15,81300,14,0
1,21,0,8,17,17,11.86,18,93,13,30,67,6,6,25,335700,23,71523
3,6,2,4,40,30,20.83,18,52,14,33,44,6,15,18,333300,25,105465
0,1,0,0,15,0,15,23,23,8,8,13,3,3,5,581300,37,105465
10,29,7,17,3,3.4,4.43,17,105,13,34,71,6,17,28,232200,21,0
2,5,2,3,25,20,18.2,18,56,13,33,46,6,15,19,342200,17,119065
2,9,2,7,50,50,39.44,16,102,13,35,69,6,17,29,177800,27,42955
5,10,2,3,15,10.2,8.7,17,64,14,32,50,6,15,20,265600,43,0
2,7,2,4,15,12.5,9.86,24,81,10,27,51,5,12,20,241900,37,0
4,11,2,8,20,18,13.73,15,77,13,32,60,6,17,24,414300,35,91320
4,18,4,13,10,8.75,6.44,18,103,8,24,46,4,12,18,322300,30,77213
4,4,2,2,10,8.75,8.75,18,29,13,26,26,6,12,10,242900,38,78418
1,3,0,2,20,20,14.67,15,44,9,24,30,3,3,11,296100,28,78418
3,3,2,2,9,9,9,19,29,12,26,23,6,12,10,290700,42,59961
1,2,0,0,25,23,24,7,16,17,22,19,6,6,7,554400,28,0
1,13,0,8,13,13,7.08,15,100,7,15,38,2,2,17,217600,24,0
1,1,0,0,20,20,20,19,19,10,17,15,4,4,6,476400,23,0
1,3,1,2,15,15,10,21,44,10,27,32,4,11,12,239400,18,79853
1,4,1,4,17,17,13.5,21,86,10,23,47,4,9,18,367600,34,68804
1,1,0,0,15,15,15,20,20,10,17,15,4,4,6,255400,17,68804
3,11,2,8,13,13,9.73,16,89,14,35,64,6,16,25,563300,34,153945
2,2,2,2,15,15,15,24,36,9,28,27,4,12,11,218800,33,0
2,8,0,2,15,17.5,8,17,105,13,33,52,6,6,22,127900,6,57730
4,17,2,6,15,12,20.18,18,69,13,35,63,6,17,24,215900,28,0
2,2,2,2,15,12.5,12.5,17,24,12,23,21,6,11,9,274100,27,82099
1,1,1,1,23,23,23,17,17,11,16,14,5,7,6,351400,31,0
3,12,2,8,17,15.67,14.33,20,75,13,35,62,6,17,24,140100,5,62712
2,5,1,2,20,20,13,18,53,13,32,42,6,15,18,257700,33,0
5,8,2,4,10,8.2,6.75,15,44,12,31,38,5,14,15,315600,19,110423
1,3,1,1,15,15,15,11,24,24,34,36,3,7,6,294700,62,110423
2,12,0,5,25,25,15.58,26,81,6,27,54,3,3,21,299300,24,0
1,1,1,1,20,20,20,23,23,9,16,13,3,6,5,175900,39,0
7,16,5,9,5,5.86,5.25,16,76,15,36,62,5,15,21,99600,35,0
8,25,4,13,10,9.38,6.96,18,121,8,26,67,4,15,27,99300,54,30037
1,6,0,4,17,17,12,18,92,12,27,57,5,5,21,197600,25,52363
1,1,1,1,25,25,25,17,17,11,16,14,5,7,6,175100,34,52363
5,5,4,4,7,5.2,5.2,17,33,7,20,20,4,10,8,105000,45,41897
4,29,4,16,10,14.25,9.76,18,97,14,33,74,6,16,28,95200,25,0
2,14,0,7,10,10,7.64,20,126,12,32,68,5,5,28,81800,24,32221
3,3,2,2,10,8.33,8.33,18,24,12,22,20,6,11,9,128100,46,49330
6,11,2,4,7,7.67,6.36,15,102,14,34,53,6,15,22,124800,0,54567
4,34,1,12,9,8,6.15,17,124,22,38,108,5,12,29,324700,39,66882
2,14,0,10,15,15,8.11,19,128,11,30,67,4,4,28,259800,54,64579
1,2,1,2,17,17,16,20,41,10,28,33,4,12,12,269200,54,64579
2,3,0,0,15,10,8.67,26,32,8,21,21,4,4,9,65700,46,25782
4,25,4,16,5,7,5.3,18,130,11,25,74,5,13,32,187800,25,56053
1,7,1,3,15,15,6.71,24,122,5,15,27,2,5,8,87700,43,0
3,29,2,11,8,10,9.52,8,90,25,42,87,6,15,26,224700,33,60886
5,36,4,18,6,14.4,12.83,15,130,13,33,80,6,17,35,171900,60,41873
4,15,3,9,10,9.5,6.93,16,92,12,31,63,5,13,24,89200,36,0
3,6,2,3,20,16.33,12.17,18,56,13,34,47,6,16,19,117100,26,52649
1,2,1,2,15,15,12.5,22,33,10,25,24,4,10,10,134900,49,49566
2,3,2,2,10,11,10.67,18,24,12,23,22,6,11,9,146800,44,55975
2,2,1,1,25,25,25,26,30,12,27,24,5,12,10,126400,41,54464
2,2,1,1,10,12.5,12.5,15,21,11,18,18,5,8,7,99300,57,0
1,1,1,1,15,15,15,24,24,9,19,18,3,7,6,93300,37,0
8,13,6,8,16,13.63,11.46,16,55,15,35,46,6,17,19,209400,38,65909
4,22,4,14,10,9.75,7.45,11,91,21,42,80,5,15,26,68900,0,0
4,6,3,4,5,6.25,5.83,16,41,15,34,38,6,14,16,136100,40,51105
2,21,1,10,25,25.5,16.67,15,105,13,33,71,6,17,29,96800,28,45579
1,3,0,2,15,15,11.67,18,44,10,28,36,4,4,13,169300,32,56069
2,20,2,4,13,20.5,17.5,4,102,45,65,98,9,18,26,176900,40,68924
3,13,1,8,25,25,19.62,19,124,13,35,76,6,17,32,263100,53,86625
2,3,2,2,10,17.5,15,10,29,21,35,33,8,15,13,279200,35,105652
4,26,3,17,17,15.5,11.19,20,128,13,34,82,6,17,32,153700,25,71424
3,8,1,4,10,11,8.38,16,54,14,33,42,6,15,17,153700,25,71424
3,13,2,8,10,10.67,9.77,6,125,11,24,54,6,14,27,228900,40,95814
3,4,3,4,25,17.33,14.25,24,42,12,32,34,6,16,15,137500,0,0
0,3,0,1,25,0,25,18,42,13,13,36,6,6,16,136500,38,0
7,9,4,6,6,6.29,6,16,45,12,32,38,5,14,15,66800,30,28817
6,10,3,5,10,7.67,6.8,18,76,11,30,48,6,16,21,144400,36,65143
4,4,3,3,15,13,13,20,35,12,30,29,6,15,13,68000,32,0
2,4,2,3,20,14.5,11,17,41,14,32,35,6,14,13,178800,25,0
3,17,3,11,14,14,8.06,20,128,12,28,70,5,13,31,56600,29,0
4,10,3,6,15,15.75,12.3,17,76,13,34,54,6,17,23,123100,33,41423
5,7,3,4,5,6.4,5.71,21,52,12,32,37,6,15,15,149500,48,57086
0,9,0,7,16,0,11.44,27,113,4,4,38,2,2,18,64400,38,28767
2,19,1,10,12,11,14.84,19,111,12,32,77,5,14,31,86900,25,0
7,10,4,6,7,5.57,5.4,19,44,11,33,37,6,17,17,151600,56,43100
3,3,2,2,20,15,15,18,24,14,24,23,6,11,9,98800,36,0
2,6,0,3,15,13,9.17,18,75,11,28,47,4,4,16,60900,42,37500
2,8,0,3,17,16,13,18,57,13,34,49,6,6,20,62500,41,26352
2,6,0,1,25,25,21.67,18,53,13,35,49,6,6,21,95000,0,0
1,16,1,6,20,20,9.38,15,102,12,32,68,5,14,27,60800,17,39073
5,33,3,20,8,8.6,8.82,19,126,14,36,84,6,17,35,63400,36,0
6,11,4,8,6,5.83,5.73,16,45,4,12,17,2,6,8,0,0,0
5,16,3,12,5,5,5.38,17,65,5,13,25,2,6,11,350000,7,70414
4,6,2,3,10,4.75,4.5,21,40,12,30,31,6,14,13,260900,30,72846
5,8,4,7,10,9,8.88,16,56,10,25,37,4,11,14,250600,34,59503
2,3,2,3,20,20,20,20,53,12,29,38,6,14,16,350000,39,41261
2,2,1,1,50,37.5,37.5,18,24,13,24,21,6,11,9,350000,39,41261
1,1,1,1,0,15,15,5,16,11,16,13,4,6,5,225000,31,50485
1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,306300,23,63661
2,6,0,2,18,18,15.83,19,56,13,35,46,6,6,20,278600,27,41886
6,8,4,5,11,10.17,9.5,15,41,13,31,39,6,16,15,64700,53,0
2,2,2,2,20,15,15,24,29,9,22,21,4,10,9,77000,43,49142
5,19,3,13,10,10.8,7.89,17,129,9,26,66,5,15,30,67200,56,0
3,10,3,8,20,20,13.2,25,113,12,33,66,6,16,27,95300,38,69310
1,1,1,1,15,15,15,16,16,11,16,13,4,6,5,45700,48,38349
3,6,2,2,5,7.67,7.17,15,21,35,43,45,6,10,8,70900,42,62685
4,4,2,2,15,7.25,7.25,15,35,10,25,24,4,11,10,59800,39,44007
1,4,0,2,15,15,12.25,19,65,10,24,40,4,4,14,61900,50,0
10,18,7,10,4,9.9,8.33,18,56,14,35,51,6,17,20,73400,34,0
0,21,0,13,15,0,9.24,14,128,30,30,104,4,4,30,66100,20,54729
2,4,0,1,15,15,10,15,42,12,31,30,5,5,13,74000,51,43250
2,4,1,3,16,15,13,21,77,10,24,41,4,9,14,40900,30,43608
3,28,3,16,31,25.67,15.46,24,118,7,22,67,4,14,28,92500,30,0
