tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,TARGET
9.96724,5.00264,9.84653,1.67611,4.59874,1.63598,1.01225,1.17020,1.93891,1.30477,1.88796,1.14133,1.13832
1.16732,7.35730,10.38545,5.13772,2.80547,2.25665,1.77837,1.57668,1.71665,1.51412,1.64373,1.40159,1.08345
10.47524,9.18347,1.55844,4.39065,2.11951,2.49323,2.07128,1.73315,1.53932,1.35816,1.09772,1.31210,1.08897
3.12133,10.12720,2.25482,2.69940,3.81469,1.77514,1.11376,1.71358,1.83871,1.01396,1.37544,1.44880,1.05015
9.53845,10.47134,6.98544,1.49238,1.89007,2.17368,2.03840,2.31502,1.92219,1.55233,1.56845,1.39382,1.13135
5.17975,6.01289,10.28852,4.88001,1.94996,2.34722,1.98237,2.13763,1.36592,1.81718,1.71484,1.14372,1.12919
2.48259,2.09676,9.29513,10.19732,4.17416,1.32236,1.65968,1.26097,1.92370,1.33670,1.93883,1.58179,1.09881
6.03927,5.64718,9.59526,7.03499,2.92848,1.11663,2.17889,2.19318,1.74448,1.86884,1.41516,1.06387,1.14029
3.87289,7.00555,5.41315,5.61460,3.46156,1.83565,2.03666,1.08330,1.10353,1.91731,1.76534,1.26553,1.14197
7.58386,5.59318,2.77849,4.71062,3.44796,1.08748,1.58773,2.29400,1.94459,1.04809,1.55343,1.80379,1.12831
8.61737,4.66891,1.80835,8.42742,4.79867,1.14560,1.06595,1.40695,1.05674,1.55407,1.40990,1.02987,1.04106
3.90826,4.91014,1.99774,5.12884,3.00042,2.26784,1.51936,1.62955,1.11710,1.24036,1.56971,1.26899,1.04891
5.15062,3.50991,1.14686,2.35534,2.54458,1.93529,1.48129,2.45602,1.89732,1.90081,1.84555,1.46285,1.10777
10.13072,4.49426,3.25628,8.32087,1.93217,2.03356,2.35003,2.10142,1.31524,1.53750,1.83906,1.76836,1.11855
3.19539,6.80608,9.39632,7.48257,2.81890,1.38223,2.27110,1.94495,1.06710,1.14342,1.89747,1.02460,1.09761
4.27070,5.27292,5.94151,7.29230,2.99477,1.58886,1.94451,1.88903,1.08429,1.34863,1.04343,1.30046,1.05262
9.61752,9.96459,8.07613,4.46679,2.07055,1.60873,2.24358,2.49432,1.41492,1.87687,1.72398,1.06240,1.14688
1.27339,10.46174,7.25397,8.53257,4.32383,1.30662,1.28808,1.49864,1.39874,1.77499,1.04704,1.38615,1.09315
9.18581,5.36472,7.47113,2.50814,3.76458,1.76673,1.66713,1.21874,1.23174,1.10227,1.02030,1.13081,1.03858
2.73153,8.06778,3.48204,3.36799,2.72267,1.96280,1.23441,2.49729,1.41216,1.80081,1.50305,1.65610,1.09862
4.91293,6.97297,10.24215,6.90479,2.60607,1.91068,2.02648,1.87394,1.39920,1.18129,1.94422,1.69095,1.14268
9.68621,6.62732,6.91750,5.12217,2.10387,1.52222,2.32882,2.46226,1.15567,1.85778,1.17700,1.36257,1.11575
2.38044,1.91636,2.16683,7.44583,4.18268,1.16641,1.59430,1.47378,1.21847,1.10003,1.64824,1.09524,1.03264
8.39586,8.34057,1.91553,6.50668,3.06434,1.38543,1.90788,2.05951,1.67006,1.29706,1.86414,1.40968,1.09794
8.74766,8.44910,8.38210,1.98573,3.00035,1.25309,2.42232,1.74142,1.94664,1.67668,1.23398,1.70164,1.12808
9.65064,2.28872,8.66803,4.30898,2.52996,2.34411,1.55168,1.99142,1.19161,1.52450,1.23038,1.82766,1.06129
3.97941,4.63894,6.52944,6.29553,3.01709,1.22612,1.67552,2.49844,1.86601,1.00603,1.32007,1.02266,1.07023
1.82273,7.47219,5.96898,5.20900,3.03896,1.62246,1.90403,1.85173,1.47663,1.33293,1.71118,1.76658,1.12364
6.68880,9.27016,5.19291,7.38260,3.45639,1.83166,1.30930,1.81982,1.38677,1.67224,1.02609,1.25294,1.11168
4.04633,7.56162,9.69791,4.46508,3.65125,1.47890,2.12702,1.16000,1.69957,1.03973,1.01165,1.02243,1.06343
5.56014,8.37457,10.08605,6.03934,3.20225,2.27972,1.66157,1.27363,1.19138,1.80649,1.44267,1.69495,1.14465
3.80587,8.11040,4.00446,1.85652,3.92076,1.68977,1.44771,1.35894,1.10593,1.30852,1.77341,1.70140,1.04500
2.22042,2.34799,3.04349,6.16859,2.41047,2.29138,1.50440,2.21093,1.87505,1.22485,1.61821,1.88036,1.09693
10.08951,6.27265,3.27244,7.00883,3.84534,1.10850,1.29025,2.17308,1.19620,1.50152,1.22707,1.61515,1.10638
8.31728,9.45140,10.24154,5.45088,2.41513,1.99935,2.28267,1.72002,1.06841,1.09045,1.76726,1.86246,1.12235
8.57608,2.94872,6.30924,2.36486,3.69917,1.39853,1.60933,1.71013,1.77445,1.53826,1.62783,1.93878,1.10697
8.05511,6.94205,7.11151,4.51358,4.81493,1.43768,1.06444,1.10013,1.52291,1.81545,1.78801,1.37973,1.16316
7.23697,8.53401,8.96046,6.86742,3.92983,1.55588,1.00979,1.92167,1.86711,1.61185,1.16441,1.18187,1.13935
8.64869,1.91110,3.98641,1.89163,2.41154,2.06407,2.39605,1.54551,1.73184,1.56150,1.08479,1.35492,1.05829
9.89098,5.34914,4.79987,1.86196,4.22281,1.24786,1.43356,1.51294,1.94891,1.58488,1.25576,1.04083,1.11428
7.32754,8.06345,3.85615,7.07128,3.78423,1.15364,1.20831,2.27099,1.04906,1.36934,1.57546,1.86565,1.12382
8.60978,3.68588,6.87587,1.45556,2.59302,2.04243,1.83019,1.95153,1.92677,1.00742,1.49627,1.13910,1.10942
8.13473,4.91267,5.49622,10.49897,3.61924,1.96968,1.78314,1.04510,1.12495,1.59540,1.87637,1.40669,1.12309
9.18508,10.36609,2.10969,2.65962,3.32092,1.62059,1.04186,2.43380,1.37772,1.55027,1.25408,1.75175,1.07044
1.46530,6.42741,8.57614,6.97435,3.29265,1.29238,1.95804,1.87411,1.94012,1.76001,1.62564,1.42270,1.10979
6.40443,9.83774,1.71267,2.87163,1.37532,2.49898,2.49700,2.04587,1.23788,1.62268,1.91939,1.29391,1.05930
3.70778,5.02616,9.93037,3.59756,3.32427,1.78711,1.37935,1.92645,1.82031,1.33737,1.92957,1.77467,1.11616
4.47469,5.14298,3.30980,3.65116,2.88088,2.07697,2.19550,1.26383,1.73840,1.70156,1.35324,1.28695,1.12806
2.19751,7.74356,7.59804,7.90958,3.58007,1.20554,1.56894,2.06262,1.04504,1.29945,1.30118,1.72159,1.11087
7.51792,6.78137,1.64967,5.20109,2.02700,2.28568,1.81922,2.28527,1.22516,1.59655,1.89117,1.77111,1.10408
7.00747,2.44316,7.73444,8.75403,4.02515,2.04457,1.14789,1.19956,1.32925,1.11334,1.72764,1.89575,1.14219
6.86151,1.80470,1.14499,1.97678,3.89687,1.26402,1.70563,1.55066,1.29643,1.83488,1.02155,1.39665,1.02031
3.12848,6.80344,4.80556,9.12284,3.82407,1.35214,1.61738,1.62358,1.77772,1.51920,1.48115,1.04193,1.09455
1.80246,7.06581,5.84873,4.82067,3.12970,1.92921,1.72364,1.63462,1.62681,1.69592,1.76560,1.38564,1.12480
8.03215,7.49002,5.82820,7.55308,3.77082,1.87636,1.68363,1.08637,1.86743,1.92884,1.48173,1.34064,1.17020
6.43029,8.11779,10.30051,3.92353,3.62908,1.77931,1.57884,1.42994,1.38389,1.27037,1.14710,1.30365,1.07712
5.63609,1.23510,4.40176,4.47871,2.87996,2.05108,2.06454,1.42160,1.45232,1.90934,1.40469,1.76037,1.09326
4.64903,9.15883,9.12300,3.85874,2.58458,1.33610,2.38528,2.11121,1.80094,1.39350,1.89325,1.18582,1.13463
9.95208,4.52157,4.45063,1.12478,2.83863,2.33687,2.14281,1.09886,1.71338,1.28191,1.43650,1.22075,1.07581
4.71469,1.73448,3.90513,8.23632,4.04880,1.29644,1.60423,1.46771,1.56955,1.16517,1.89612,1.26154,1.09050
6.57182,6.06379,1.64191,3.59500,1.57259,2.27604,2.14708,2.42145,1.29034,1.46869,1.11047,1.82151,1.08741
2.14463,2.99837,7.15867,8.48796,2.19513,1.75306,2.09307,2.37591,1.37150,1.81366,1.71495,1.54603,1.10608
6.43733,2.15485,7.32135,9.38028,2.70421,1.92362,2.00589,1.78345,1.00250,1.28879,1.80751,1.71929,1.11706
5.51952,7.70741,10.34883,4.62599,2.77543,2.31118,1.53593,1.79463,1.37574,1.73498,1.29944,1.10363,1.11253
6.79752,6.97178,8.46042,7.05554,2.82858,1.87472,1.40505,2.30882,1.50945,1.48307,1.67370,1.42056,1.15055
6.68270,7.86265,9.84319,9.71303,4.77925,1.20258,1.08365,1.35169,1.23381,1.33605,1.36021,1.63328,1.12695
10.21460,2.21210,6.65439,1.69294,1.33327,2.17201,2.43013,2.48176,1.75969,1.21170,1.60055,1.93964,1.07017
1.83219,1.03409,6.50975,5.97779,2.45012,2.19833,1.29504,2.47369,1.63357,1.65721,1.02507,1.33672,1.05446
8.94757,8.80105,5.29267,3.91539,4.24956,1.41843,1.45094,1.29825,1.12832,1.69251,1.94242,1.83354,1.14382
3.51982,3.24074,8.54263,2.99541,3.84306,1.18993,1.78088,1.60330,1.45792,1.37479,1.88894,1.81905,1.09828
2.42635,7.25801,6.17789,1.36464,4.34608,1.00979,1.58940,1.47190,1.43416,1.26253,1.05678,1.44741,1.04086
10.37215,1.52737,7.82956,7.12476,3.50153,2.11067,1.05486,1.75010,1.30276,1.92447,1.36386,1.31323,1.05721
5.43199,5.12059,9.08399,6.53246,4.60720,1.65720,1.02117,1.13160,1.22724,1.83226,1.18667,1.01026,1.08351
7.89358,4.61550,4.43353,10.20001,2.05142,2.21837,2.38635,1.76104,1.65044,1.76154,1.08547,1.61196,1.12932
1.96914,5.26336,2.09486,6.00638,3.02185,2.32116,1.42214,1.65202,1.28389,1.58331,1.78434,1.66762,1.09508
7.52441,9.07484,1.21446,7.11300,4.11351,1.31561,1.06553,1.92253,1.67160,1.82318,1.29083,1.37515,1.12920
7.25130,3.17919,1.04816,5.58688,2.12432,2.08551,1.85714,2.35021,1.45386,1.69775,1.76087,1.41850,1.05639
4.64407,2.37435,3.70949,2.80466,2.32795,1.40806,2.48550,2.19566,1.28454,1.72692,1.00151,1.22679,1.04578
1.44582,6.70947,5.12923,1.22651,2.16896,2.06227,1.98114,2.20481,1.65934,1.39751,1.32037,1.63156,1.03932
6.34051,1.98413,7.62435,7.49998,3.70311,1.21825,1.41520,2.08062,1.86904,1.46146,1.77459,1.66310,1.15313
3.35053,8.00205,5.64502,3.87617,2.42965,1.90027,2.27054,1.81671,1.29120,1.43606,1.36915,1.42985,1.08639
2.88696,1.69888,6.94782,9.31198,3.44155,2.09780,1.38176,1.49606,1.57545,1.86849,1.19214,1.91190,1.06781
1.20441,7.11570,1.21852,7.70693,3.28929,1.92124,1.24966,1.95698,1.72760,1.89468,1.22756,1.86283,1.10159
1.98775,9.13675,9.59012,1.90562,1.64423,2.34359,2.32193,2.10742,1.23191,1.19064,1.22589,1.52256,1.04570
5.37014,3.69617,6.08278,6.51651,2.61234,2.21670,2.48218,1.10595,1.22471,1.64963,1.37247,1.70263,1.12645
5.89558,1.36696,7.05041,4.24750,3.33541,1.71975,2.32570,1.03631,1.75708,1.01902,1.00189,1.37592,1.06838
5.28884,2.29557,3.52987,1.35692,4.02572,1.65698,1.29483,1.43965,1.40664,1.24791,1.33253,1.80479,1.03862
8.67442,3.94742,3.62670,8.09455,2.30819,1.17371,2.45003,2.48524,1.11241,1.25912,1.37314,1.35350,1.05642
9.16822,1.18847,6.89127,2.31351,2.80655,1.82139,2.07246,1.71677,1.48308,1.76456,1.82290,1.01880,1.07541
5.73352,6.31488,3.03230,1.87944,2.25727,2.23868,2.23516,1.68607,1.48512,1.84486,1.28669,1.93950,1.10567
7.34190,5.49784,2.96515,5.25216,1.31364,2.42409,2.36579,2.31366,1.43003,1.00167,1.24964,1.36148,1.05815
5.54293,7.14768,6.04646,9.79118,2.96844,2.10595,1.73092,1.61186,1.47098,1.07336,1.28439,1.47998,1.09912
6.23901,5.19036,7.25969,9.05665,2.87851,1.41287,1.83313,2.29267,1.37794,1.21808,1.80807,1.69790,1.14633
9.71996,7.78466,8.25618,3.29059,4.34063,1.15370,1.84477,1.07807,1.83847,1.92951,1.47451,1.42318,1.15508
1.20217,8.28465,7.63834,8.88533,4.35540,1.48264,1.43796,1.14117,1.71045,1.78749,1.36144,1.25244,1.09338
2.78620,4.88500,3.32944,5.79341,2.45322,1.79713,2.09793,2.06889,1.87421,1.08013,1.65383,1.01378,1.06510
5.55523,6.78687,6.26525,3.55298,3.40735,1.69119,1.25073,2.06791,1.16850,1.21306,1.53631,1.33901,1.08279
6.48608,4.83767,6.55470,6.53394,2.99154,1.42194,1.65824,2.34545,1.62723,1.72602,1.42906,1.61213,1.16013
7.16237,3.28606,2.25757,5.89237,3.89447,1.37726,1.28190,1.86354,1.12357,1.27618,1.57771,1.62284,1.06197
5.81609,5.42392,8.40506,10.34488,3.14023,1.50731,2.08652,1.68311,1.20629,1.41700,1.17054,1.68240,1.10996
7.67148,10.37274,6.93338,3.20275,2.67530,2.31368,2.17152,1.25666,1.61270,1.38135,1.35979,1.72842,1.11475
7.26316,7.53564,3.97173,5.77874,4.71182,1.16132,1.43475,1.10929,1.86066,1.13245,1.92394,1.56732,1.15081
2.48529,8.42960,6.36850,3.03518,1.92064,2.02666,2.37243,2.09744,1.08904,1.42704,1.00902,1.35159,1.04043
8.37961,8.78293,4.79783,5.33845,3.91797,1.18487,1.90432,1.41001,1.75441,1.31836,1.69478,1.45801,1.14167
6.81637,1.83461,4.27297,6.37517,3.62376,1.44509,2.01393,1.33440,1.47490,1.16691,1.14859,1.07567,1.03521
8.07775,7.45051,4.83281,5.59452,3.16805,1.82367,1.08491,2.34055,1.66762,1.28756,1.00161,1.87980,1.13236
5.29942,2.53268,7.40419,7.33254,4.18394,1.05314,1.64270,1.53739,1.61870,1.38932,1.22998,1.22212,1.08152
1.22486,3.47363,6.78432,8.48453,3.37787,1.71166,1.09308,2.23456,1.58412,1.64654,1.92102,1.23447,1.09012
7.82785,2.56633,6.29750,6.28360,2.00435,2.43559,1.64853,2.32872,1.72012,1.51509,1.64596,1.49227,1.13823
1.61928,5.53520,8.49488,7.45301,2.49831,1.65610,2.08837,2.17439,1.35005,1.41995,1.64179,1.70213,1.12189
4.29913,8.76022,10.49128,8.59909,2.85716,1.26785,2.09355,2.19861,1.25493,1.36097,1.33699,1.30824,1.10165
7.24091,1.50380,5.41432,10.41800,2.10554,1.90960,2.16445,2.23758,1.53801,1.45664,1.05221,1.79914,1.09659
3.42961,9.98749,2.87574,6.68732,2.76083,2.34184,1.55084,1.76367,1.55170,1.72959,1.76346,1.55836,1.10465
9.71903,10.11194,2.48622,1.09034,2.55350,2.38825,2.05337,1.42205,1.91977,1.27587,1.84177,1.81247,1.06128
2.32269,3.70812,6.26455,7.03276,2.63520,1.09708,2.39721,2.28769,1.06704,1.11218,1.77086,1.66295,1.11342
5.00706,10.34550,6.90692,7.96940,3.89323,1.59351,1.35451,1.57591,1.42546,1.02926,1.39887,1.73784,1.11920
2.25587,7.48793,8.17441,9.00660,2.76845,1.08934,2.39285,2.16652,1.19634,1.00324,1.81240,1.32187,1.09870
2.06425,1.42316,6.12862,6.57774,2.71565,1.99353,1.30000,2.40799,1.07239,1.47872,1.30053,1.60731,1.05169
4.55787,10.31114,10.15917,1.39237,4.03732,1.30991,1.99401,1.07593,1.26256,1.21434,1.18409,1.16458,1.04055
4.03477,7.23309,1.36380,2.47284,4.06205,1.45869,1.46277,1.43366,1.58751,1.41872,1.09522,1.90921,1.06185
8.27528,5.42639,8.70825,8.26453,2.60060,2.28908,2.39283,1.13466,1.31087,1.76188,1.34168,1.06892,1.11138
1.67743,1.24143,1.67205,9.54169,2.58805,2.14802,1.95823,1.72287,1.14012,1.23840,1.15826,1.10950,1.03968
1.21028,7.10233,3.19796,7.65819,2.89261,1.47647,1.95893,2.08916,1.83323,1.45335,1.09860,1.69809,1.06911
5.64383,3.66388,7.66429,2.84964,4.03557,1.40994,1.22954,1.74213,1.54093,1.69160,1.24897,1.42752,1.09723
1.35115,1.49573,2.45104,5.51845,3.38337,1.17392,2.43756,1.42232,1.02042,1.34158,1.26957,1.10287,1.03667
8.70341,5.70335,1.50502,6.18847,2.90294,2.10174,1.50344,1.90906,1.77919,1.32733,1.45853,1.16581,1.08768
5.20564,1.75462,4.33948,4.92695,4.67683,1.64272,1.03010,1.06753,1.35830,1.10094,1.84400,1.36504,1.09754
5.76367,2.15599,2.78272,4.21014,3.41613,1.41007,2.28329,1.30767,1.13768,1.60352,1.89193,1.33793,1.06145
7.79381,6.49952,2.65378,2.18674,3.59772,1.47540,1.09208,2.25197,1.23842,1.40216,1.23537,1.04300,1.04128
8.31619,9.09551,3.72073,8.66317,2.33804,2.31861,2.17075,1.58977,1.71032,1.83101,1.47519,1.22447,1.14178
6.02644,5.10552,5.85576,5.99353,2.55017,2.30516,1.81052,1.75132,1.64084,1.07088,1.38202,1.56386,1.12430
3.56442,2.78788,3.44175,6.97339,4.16445,1.22768,1.50181,1.52324,1.60605,1.40157,1.04084,1.47880,1.06153
3.50583,5.58692,4.83505,4.42442,3.34934,1.42107,1.36811,2.27865,1.52890,1.33514,1.47820,1.92131,1.14127
8.76074,3.03049,1.23505,2.92656,2.67221,1.79852,1.57699,2.36946,1.09035,1.62759,1.37920,1.82716,1.07493
3.25457,6.18136,6.78865,2.22427,2.03726,1.80537,2.19883,2.37571,1.84214,1.27490,1.08581,1.33128,1.04533
7.31774,9.74713,6.96718,2.29079,1.79990,2.19926,2.13037,2.28764,1.49430,1.67728,1.78566,1.79609,1.13136
2.36551,6.15779,8.43664,2.51572,4.88891,1.06677,1.32398,1.13751,1.68989,1.55597,1.58802,1.04236,1.08519
9.53941,4.52376,2.47566,1.55508,2.47306,1.14520,2.37979,2.41913,1.62577,1.76169,1.29899,1.90638,1.06178
3.83963,9.39465,4.70544,8.91435,3.77765,1.39310,1.15457,2.09185,1.19067,1.62833,1.27991,1.84789,1.13089
7.59861,3.95459,3.94107,4.95482,2.52707,1.52836,2.36959,1.99215,1.59693,1.15124,1.58834,1.81076,1.13008
5.77018,4.46918,1.40097,1.65851,1.75245,1.75893,2.47578,2.43002,1.28446,1.76790,1.93950,1.76692,1.05160
1.42152,6.07497,4.10724,6.65825,2.52056,1.85891,2.31735,1.72035,1.59383,1.47599,1.81948,1.40272,1.09900
6.98869,7.67245,6.96696,3.20884,2.15392,1.49057,2.30729,2.46538,1.25942,1.84030,1.18960,1.29362,1.11219
4.68024,3.63473,7.01781,9.23959,3.00769,1.49237,2.04789,1.86921,1.75519,1.31157,1.68666,1.93184,1.15115
4.12693,1.11457,1.06465,2.18931,4.24214,1.61497,1.02791,1.53215,1.34310,1.46065,1.22405,1.11919,1.04153
7.92387,6.63690,7.36658,4.40536,4.09357,1.39723,1.41051,1.51587,1.54316,1.49273,1.37448,1.72297,1.14090
10.37060,4.05237,3.87414,10.23544,2.80233,1.89143,2.32347,1.39994,1.92486,1.19510,1.06275,1.39747,1.11702
8.52904,4.65506,2.21616,9.56486,3.22519,1.89399,1.11097,2.18702,1.04311,1.58710,1.61794,1.30915,1.04653
7.45441,4.46311,4.50742,7.84930,2.92852,1.87942,2.31800,1.29122,1.00596,1.16490,1.89308,1.91775,1.12700
6.93702,5.52720,1.29270,5.11200,3.70136,1.78731,1.77978,1.14871,1.78105,1.20892,1.07631,1.00745,1.07271
6.52394,3.84849,7.66770,4.55282,3.78358,1.08468,1.70164,1.84728,1.61139,1.49947,1.61675,1.59421,1.14322
4.18941,2.82670,2.98410,4.61468,3.20311,1.67395,1.46488,2.07523,1.58334,1.24091,1.39919,1.15324,1.05435
8.45035,5.89677,3.08524,1.45352,3.48734,1.08883,2.12710,1.71390,1.31426,1.35060,1.21221,1.06226,1.05053
3.40008,7.04415,7.74671,2.51255,2.93917,1.94572,1.72501,1.80728,1.92869,1.13925,1.90406,1.74459,1.11254
9.50124,4.71622,10.41980,6.14770,2.44671,2.01244,1.47601,2.48201,1.64973,1.65090,1.15124,1.73459,1.13540
8.94111,2.15842,4.63809,8.85723,2.93388,1.97327,1.65573,1.85429,1.81370,1.07440,1.04502,1.38682,1.10579
3.93946,9.53657,1.33527,6.03506,4.97901,1.23983,1.02382,1.17452,1.11292,1.64142,1.59942,1.43256,1.06698
3.04916,4.47098,7.92351,2.61027,3.34979,2.00848,1.55672,1.50218,1.85968,1.29785,1.73838,1.50865,1.09491
9.63614,4.48492,2.40762,9.63902,2.47421,2.44545,2.33528,1.16224,1.28224,1.44826,1.61937,1.67064,1.09103
4.30873,9.73063,8.51976,1.35873,3.43664,2.22104,1.57207,1.18742,1.35024,1.34127,1.64392,1.90978,1.06753
7.55604,7.03494,8.05545,1.35311,3.46046,2.36944,1.53087,1.05640,1.64820,1.30441,1.28490,1.33988,1.09459
4.08941,7.29391,3.84704,9.18051,2.19905,1.50276,2.46155,2.25381,1.38745,1.06650,1.94478,1.45974,1.09036
10.37629,3.51140,8.21471,3.71119,4.45171,1.24460,1.11270,1.60816,1.41425,1.88394,1.21073,1.86002,1.08475
5.09121,7.16143,3.10756,5.09645,4.20438,1.32728,1.76086,1.12466,1.58842,1.27606,1.53109,1.81229,1.13338
4.30503,1.50500,6.51059,4.75306,3.19532,2.38003,1.35708,1.48473,1.44543,1.05562,1.61753,1.38094,1.09162
1.33885,7.69453,2.34344,2.53370,3.22092,1.93897,2.00953,1.24775,1.80429,1.13159,1.91954,1.09671,1.04511
4.05893,4.64902,2.39156,1.53065,2.02994,1.80158,2.13149,2.45416,1.93712,1.46403,1.66536,1.51869,1.10790
4.39731,4.67772,2.30269,1.52352,3.86711,1.24316,1.39847,1.90843,1.26396,1.65901,1.74174,1.52241,1.06688
9.25976,8.90296,8.74161,3.10864,2.84334,2.11519,1.19201,2.26663,1.62785,1.19469,1.84058,1.62002,1.13203
6.45355,8.57068,2.36104,1.28080,3.43110,1.58456,1.92751,1.47400,1.05849,1.88091,1.42658,1.09613,1.07248
3.98912,9.09002,7.32995,8.14036,2.13469,2.32663,2.14931,1.80655,1.49487,1.74379,1.51373,1.70408,1.15209
7.72929,9.70774,9.77396,7.26226,3.88957,1.50976,1.28697,1.73087,1.12056,1.72321,1.23138,1.78020,1.13915
6.82110,10.34421,10.36765,1.59678,3.30887,1.27041,1.86236,1.97553,1.27374,1.55272,1.53315,1.61032,1.09541
7.07460,5.75942,9.19824,8.61095,2.06144,2.32565,2.16924,1.86083,1.92858,1.51851,1.91232,1.16709,1.16241
4.77544,8.98217,4.12278,1.03811,2.65513,1.52752,2.15813,2.07640,1.73409,1.92975,1.48747,1.17387,1.11549
2.48364,7.63826,1.94441,6.48456,4.18243,1.51758,1.28302,1.43414,1.46382,1.38164,1.91567,1.50329,1.06152
5.30435,8.13719,8.77342,6.19886,2.34914,2.31717,2.44044,1.31042,1.52208,1.35313,1.48416,1.28528,1.12177
1.17124,6.30826,4.24020,9.15657,3.26923,1.46424,1.85949,1.82421,1.51035,1.14036,1.22504,1.51473,1.04649
5.84027,6.31583,8.65865,4.91233,2.24819,1.80602,2.06546,2.29750,1.70424,1.14594,1.42079,1.84203,1.13935
1.44900,3.77508,9.73445,4.84568,3.28867,1.79868,1.24747,2.08235,1.02871,1.69485,1.53088,1.84952,1.10067
4.41301,4.19072,8.81652,6.82561,3.41867,1.45522,1.15950,2.38378,1.00682,1.92128,1.30355,1.47175,1.10455
4.83036,6.28304,10.14788,3.04231,4.23224,1.62284,1.55625,1.00585,1.56833,1.75623,1.21421,1.10178,1.10376
3.57961,8.45523,4.02851,5.70586,3.36027,1.08116,1.94199,2.03376,1.03815,1.50226,1.27696,1.79774,1.10792
2.08104,2.04864,3.58828,8.25305,3.78277,1.25320,1.50165,1.87955,1.62467,1.50915,1.04048,1.70830,1.03590
6.66008,5.25306,7.24808,1.02048,3.47894,1.35072,1.30972,2.27780,1.93077,1.66445,1.07569,1.01636,1.11878
3.91747,8.18913,7.99329,5.03183,2.94317,1.21182,2.29239,1.96979,1.90100,1.01123,1.44059,1.28970,1.09359
8.61862,6.50974,8.98836,4.04020,3.16203,1.34420,2.23760,1.67334,1.68021,1.36722,1.22568,1.87134,1.12863
4.43245,10.03896,8.19350,1.49290,1.82881,2.42112,2.32598,1.84126,1.50840,1.56523,1.17713,1.20590,1.07730
2.88231,8.13508,4.44110,3.95787,3.58665,2.33892,1.08520,1.40640,1.46518,1.29261,1.34956,1.45686,1.06455
2.28225,4.01099,3.45267,2.76580,3.46031,1.31995,2.17033,1.46659,1.35747,1.70037,1.14911,1.14178,1.03637
7.83879,3.80658,9.07030,1.90800,3.67005,2.17882,1.05632,1.51198,1.69292,1.85551,1.38601,1.15351,1.10858
7.54838,3.31748,6.80319,2.77572,4.01450,1.29898,1.20419,1.89950,1.64564,1.46949,1.52850,1.14626,1.10695
8.66342,7.03986,10.35249,8.17057,3.66305,1.67271,1.70669,1.37473,1.74734,1.28139,1.19677,1.75326,1.14593
9.40748,8.52476,2.36483,10.47665,3.87152,1.33557,1.54409,1.66600,1.69667,1.41685,1.61818,1.08019,1.09825
5.08523,6.14186,2.99026,3.06066,2.85456,1.07126,2.03959,2.45177,1.24413,1.08224,1.51708,1.88264,1.07152
4.94017,2.62591,7.02609,9.41411,3.78709,1.03731,2.38216,1.21061,1.44960,1.49941,1.36356,1.34956,1.08440
6.54076,6.74193,4.21040,10.09261,1.90233,2.21169,2.16964,2.13352,1.08516,1.18861,1.38154,1.57353,1.08771
10.13373,9.13262,2.58987,7.62505,2.93291,2.43644,1.38424,1.66358,1.25070,1.42367,1.02041,1.89761,1.12438
3.99397,1.09403,8.49732,3.89815,1.42577,2.32617,2.20131,2.46391,1.92914,1.19955,1.04449,1.14392,1.07095
10.10509,4.67059,1.33808,10.38504,2.05274,1.82856,2.42686,2.10902,1.64662,1.81424,1.11512,1.73281,1.12476
5.57386,4.13965,10.29429,6.78944,2.77862,2.34122,1.06099,2.23634,1.71140,1.65229,1.29113,1.39505,1.12354
8.55765,9.50579,3.87151,3.91846,2.53544,2.25698,1.91840,1.70636,1.72005,1.62870,1.11993,1.67803,1.12594
9.72537,6.20489,10.37077,7.78999,2.49382,2.46083,1.61829,1.84424,1.77712,1.76316,1.62745,1.13011,1.15041
10.02741,8.65406,6.62610,2.91147,2.17413,1.99749,1.82959,2.41596,1.44076,1.28297,1.61891,1.71780,1.10786
2.87203,6.23504,1.08837,1.76429,3.35656,1.66885,1.18052,2.21124,1.91245,1.11806,1.52564,1.68023,1.07383
9.30442,6.71660,5.86961,9.01240,3.70589,1.07366,1.58802,2.04960,1.68145,1.00134,1.94789,1.30144,1.13522
2.44467,8.31751,1.48980,1.13968,2.41503,2.49209,1.71174,1.79831,1.89249,1.35770,1.91657,1.81748,1.01205
7.61358,4.00930,2.47972,2.14690,3.21744,1.64498,1.77816,1.77659,1.80860,1.06145,1.01768,1.67726,1.05877
6.94779,4.17829,6.20900,5.49972,3.03297,2.34010,1.00224,2.04186,1.66076,1.66555,1.67743,1.61638,1.16537
8.96810,1.54698,4.80955,8.63356,2.58706,2.01309,2.35995,1.45707,1.86668,1.07789,1.00629,1.56168,1.11637
7.74845,10.40197,7.60547,10.19932,1.58156,2.41531,2.42211,1.99819,1.86267,1.58103,1.46549,1.88399,1.16966
8.98080,6.63498,6.31211,5.38178,3.84610,1.53566,1.52307,1.51235,1.86141,1.51184,1.46736,1.81479,1.16464
4.19168,4.93054,1.30383,4.55922,3.25620,1.72975,1.29158,2.13964,1.11131,1.65938,1.04804,1.69671,1.08779
3.16339,1.14385,3.99559,5.83107,4.23747,1.36978,1.63866,1.17126,1.82564,1.41295,1.85668,1.93044,1.14002
