TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
10,2,18,1,4,25,25,24.78,18,143,27,44,104,6,15,26,252800,25,101095
20,2,3,1,2,20,15,11.67,18,43,12,31,32,6,14,13,73200,22,74919
10,3,5,3,3,8,6.67,7.2,16,29,8,21,21,4,10,8,105200,0,63863
25,2,9,1,8,12,11,13.78,17,128,12,30,62,5,12,25,103300,0,58401
10,3,15,2,11,10,9.67,8.53,19,94,7,15,43,2,6,19,136200,26,0
15,9,32,6,15,10,10.56,9.84,6,76,27,48,100,10,20,34,581700,27,72750
5,4,15,1,8,5,12,8.53,5,131,19,40,76,7,17,34,63200,0,51941
3,4,11,2,8,6,4.25,4.73,15,104,7,17,37,3,6,14,29700,29,25991
7,5,6,1,1,7,7,6.67,15,30,8,21,19,4,9,7,83800,9,0
32,7,15,3,9,26,25.14,17.73,18,124,15,36,76,6,17,32,85400,31,38328
40,2,2,0,0,25,17.5,17.5,15,27,12,24,23,5,5,9,334300,37,62979
15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,120300,46,52238
5,5,15,1,6,10,7,5.13,19,105,13,34,64,6,16,26,61600,42,36911
5,5,16,2,8,4,4.2,3.69,16,124,13,32,62,6,15,27,42900,23,37148
25,3,5,1,2,25,21.67,18,17,57,8,27,39,4,12,16,300000,0,26310
5,3,12,2,8,6,5.67,6.42,17,89,7,19,45,3,8,18,63200,40,43473
14,4,11,0,3,12,10.5,7.55,18,63,8,27,45,4,4,18,168500,19,77380
38,12,45,9,24,20,20.67,13.51,16,129,13,33,87,5,16,34,86000,23,56969
10,7,20,1,3,19,18,13.6,15,68,15,37,60,6,17,23,89300,46,38243
20,2,3,1,2,20,13.5,10.67,21,40,12,30,32,6,14,13,61300,53,42043
8,4,8,3,6,5,8.5,8.75,16,105,9,27,48,4,12,20,70900,54,0
6,3,16,1,10,5,4.33,6.09,18,105,11,23,58,4,8,20,72300,20,0
20,3,30,1,16,17,16,7.94,17,130,13,34,81,6,17,33,65300,45,0
7,7,19,4,9,7,5.71,5.68,17,69,13,32,56,6,16,21,184800,24,82510
5,10,35,7,21,5,5.1,5,17,126,12,31,78,6,17,33,69700,26,51815
15,4,11,4,7,20,14.25,12.09,23,93,12,27,77,6,15,23,255600,36,69288
10,2,3,0,0,10,10,10,19,24,14,26,25,6,6,9,35500,35,50628
25,2,2,1,1,25,22.5,22.5,23,32,13,27,26,6,12,10,159600,32,38563
5,3,18,1,11,5,5,4.72,19,111,5,18,50,2,7,19,201800,32,82719
8,7,8,6,6,7,7.71,8,16,29,14,29,29,6,14,12,68200,27,45845
20,10,48,9,27,11,10.2,9.06,17,130,13,30,84,5,16,34,24300,13,0
8,2,3,1,1,10,7.5,8.33,19,21,12,20,17,6,10,8,116700,37,63175
25,3,13,1,11,20,20,15.08,19,123,13,32,72,6,15,31,81600,28,55540
24,1,1,1,1,18,18,18,16,16,11,16,13,4,6,5,77500,30,55191
10,6,24,4,16,10,10.83,8.08,16,125,15,37,86,6,17,34,33600,29,46341
10,3,16,1,8,10,8.33,7.56,17,103,14,32,85,5,13,34,67500,37,45897
10,1,2,1,1,10,15,12.5,19,21,12,20,17,6,10,8,59300,39,0
53,3,13,3,10,47,44,28.54,17,130,13,35,77,6,17,33,105300,48,53325
15,2,4,0,2,15,13,9.5,18,53,12,31,38,6,6,16,154400,32,0
10,5,6,3,4,5,8.6,8,17,41,9,26,29,4,12,11,40300,0,0
6,5,14,2,5,5,6.8,4.5,15,80,13,30,53,6,13,20,69300,43,51045
15,4,6,3,4,15,13,10.33,21,65,12,28,44,6,14,17,62900,38,40035
10,2,6,1,3,10,20.5,21.33,17,81,13,29,54,6,13,22,75000,0,0
25,2,3,1,2,25,25,25,23,33,13,29,29,6,13,12,139500,32,0
15,5,15,5,10,16,13.6,10.73,17,64,13,32,53,6,17,23,47600,31,43797
25,2,2,0,0,15,12.5,12.5,19,27,11,25,21,5,5,10,29100,32,39231
10,5,13,3,5,10,10.4,10.15,15,29,25,32,44,3,6,7,124700,41,57337
5,6,32,5,20,5,5.17,5.38,20,129,11,32,80,5,15,34,53100,25,59357
17,1,1,1,1,15,15,15,19,19,10,14,11,4,6,5,74700,51,65141
11,2,2,2,2,20,12.5,12.5,20,23,12,23,21,6,11,9,333000,23,97480
12.5,2,15,1,8,12,11,9.27,20,105,14,34,82,5,14,27,135700,33,68639
11,2,13,0,9,11,11,8.77,18,126,14,33,68,5,5,28,39800,24,17589
5,3,16,2,13,10,9.33,5.94,21,130,11,30,73,5,14,31,41700,25,49923
5,3,9,2,4,10,6,5.22,16,66,15,34,50,6,15,20,351400,8,0
23,1,11,1,9,23,23,16.27,24,123,10,28,70,5,13,30,59200,34,45994
3,7,14,3,7,3,4.14,3.64,5,65,16,32,47,6,13,17,142900,33,39695
8,6,13,4,7,10,8.17,8.23,18,56,14,35,51,6,17,22,86400,15,65288
9,3,20,0,8,10,8.67,5.75,18,130,15,34,76,6,6,30,94000,26,0
11,5,11,3,6,13,11.2,9.09,18,75,13,33,52,6,15,22,216600,36,53750
10,3,7,2,3,17,21,14.14,21,69,12,30,43,6,15,16,78000,28,57204
15,1,2,0,1,15,15,12.5,19,38,10,25,25,4,4,10,50500,37,34244
15,2,20,2,13,30,23,13.6,18,92,13,34,65,6,16,27,90000,18,105640
25,4,12,4,9,15,13.5,11.25,18,89,14,35,65,6,16,24,58300,23,0
20,2,8,2,4,20,15,8.75,24,75,11,31,51,6,15,18,63600,30,32823
25,1,1,0,0,25,25,25,20,20,10,16,15,5,5,6,47500,21,40882
16,8,16,6,10,14,13,10.13,16,128,16,35,63,6,16,28,87800,32,61515
26,5,13,3,8,30,25,15.54,18,130,13,31,72,6,16,29,107200,19,81196
10,3,4,3,3,10,10,10,18,29,12,25,24,6,13,11,82100,32,54684
5,5,30,4,15,7,6,6.3,5,125,48,68,122,12,22,36,32600,40,29346
15,3,17,1,10,10,10,8.82,19,105,12,30,55,5,14,23,107400,32,51245
10,3,8,2,3,20,16.67,16.25,26,41,10,31,35,5,15,15,154500,20,40119
14,2,2,2,2,15,12.5,12.5,15,21,10,16,15,5,8,7,277600,30,52608
10,8,13,7,8,8,9,7.92,19,44,13,34,41,6,16,16,123300,27,51893
30,2,2,2,2,25,22.5,22.5,20,29,13,27,24,6,13,11,89100,26,51759
20,3,5,1,2,18,14,12.4,15,41,13,32,36,5,13,13,57600,34,0
14,2,4,1,1,15,12.5,10,16,44,12,29,33,5,12,13,189700,27,67047
32,2,3,2,2,15,10,8.67,24,29,11,24,23,5,11,9,38900,0,39388
18,3,6,1,2,18,14.33,10,17,53,15,36,45,6,16,18,107900,11,82495
7,5,7,2,3,3,5,4.86,15,41,12,32,31,6,15,14,33500,22,49844
102,6,28,5,17,133,99.83,63.04,5,127,28,48,100,4,15,29,137500,0,0
11,3,11,3,10,12,11.33,8.45,19,79,11,31,55,5,14,21,90800,33,0
20,2,5,1,2,15,15,10.4,21,67,12,31,48,6,14,18,46300,39,0
10,4,14,2,7,10,8.5,6.93,23,127,12,32,68,6,15,29,149700,40,53466
20,2,2,2,2,75,42.5,42.5,23,29,13,27,25,6,13,11,88600,32,54200
5,7,33,4,17,5,5,4.61,19,91,12,34,68,6,17,30,33500,24,0
5,6,21,5,16,10,8.33,5.55,20,123,13,32,74,6,17,34,33700,28,42554
10,6,20,2,10,3,4.83,3.25,19,113,14,35,63,6,17,26,217200,22,0
7,5,16,1,6,7,7.4,6.56,19,77,7,27,51,3,13,21,156700,39,52313
21,2,2,1,1,15,15,15,18,29,10,23,21,4,10,9,77700,40,44394
10,3,11,3,9,18,16,10,17,129,14,31,69,6,15,28,50600,35,0
10,2,29,1,16,20,20,10.55,24,128,12,33,84,6,16,36,30700,29,0
10,2,2,0,0,15,12.5,12.5,26,30,9,23,22,4,4,9,165000,20,0
5,2,14,1,10,10,11,5.07,19,111,12,31,66,5,13,25,81300,29,49607
3,2,13,1,12,5,8.5,7.69,15,111,10,29,65,4,12,26,42900,32,0
5,7,7,5,5,5,6.43,6.43,16,32,12,29,30,6,14,12,77800,0,38639
7,5,7,1,2,7,7.4,6.43,18,57,12,28,42,6,14,17,111700,38,0
5,5,6,3,3,10,8.2,7.83,16,29,15,30,29,6,14,12,107200,58,63851
15,3,10,2,7,15,13.33,11.5,21,126,12,34,67,6,17,31,41400,31,39750
15,5,10,2,4,20,12,8,20,44,13,33,40,6,17,17,55300,25,0
10,1,9,1,4,20,20,9.44,24,112,12,32,66,6,15,27,295900,35,54152
5,2,11,1,5,14,12,10.82,17,76,13,30,57,6,14,22,269800,20,87914
9,5,29,1,11,10,9.6,9.41,6,128,38,56,123,10,18,42,37100,34,0
20,2,5,0,2,16,13,14.2,15,81,12,26,44,5,5,19,56000,59,0
26,2,5,1,3,24,21,15.2,19,56,4,12,18,2,6,9,289100,29,0
10,6,22,3,9,25,15.17,14.18,16,99,14,36,76,6,17,28,59500,23,0
10,2,12,2,7,20,20,11,19,90,13,35,63,6,17,27,209800,23,76357
15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,36300,24,49690
15,1,7,0,2,15,15,10,18,74,12,30,49,5,5,20,68500,25,0
20,3,26,2,14,20,11.67,3.27,16,125,13,34,75,6,16,31,49000,25,48707
15,3,27,2,13,13,13,7.67,16,129,14,36,77,6,17,30,162500,41,50857
5,5,17,2,8,10,9.6,6.83,20,110,13,35,73,6,17,31,15000,28,30673
15,6,7,4,5,14,13.17,12.57,16,32,7,14,14,2,6,6,75300,21,0
5,7,35,6,17,5,5,5.06,23,90,11,32,66,5,15,25,72400,42,0
11,6,11,1,4,11,7.17,5.91,20,73,13,32,54,6,15,20,32800,0,45725
16,3,15,2,9,10,11.33,9.6,18,130,13,31,69,6,14,30,73600,47,47917
25,2,16,1,8,25,24,10.19,16,127,14,34,77,5,14,31,53800,32,48399
15,5,8,2,3,10,9.6,8,17,44,13,32,37,6,16,16,71000,20,64119
5.25,1,1,1,1,15,15,15,16,16,9,13,11,4,6,5,500000,29,0
11,6,7,3,3,10,7.83,7.57,15,36,12,31,30,6,16,14,143600,53,50597
35,2,23,0,7,35,32.5,13.78,25,113,25,47,110,6,6,29,46600,25,41329
15,3,20,1,9,11,9.67,7.35,16,121,14,34,76,5,14,30,65600,29,67245
15,2,7,1,4,10,15,7.86,16,77,13,28,48,5,11,17,120000,43,60584
50,1,4,1,3,50,50,25,16,91,14,23,47,6,11,19,329700,32,0
35,2,4,1,1,35,32.5,21.25,17,52,13,35,46,6,17,20,102000,32,0
20,3,4,2,3,20,11.67,9.5,17,40,12,32,33,6,15,14,243000,36,60058
10,2,3,1,1,15,12.5,10,19,38,10,28,28,4,12,12,50400,45,44363
50,1,13,0,8,50,50,32.31,15,123,19,35,90,3,3,27,343500,29,51250
5,1,8,1,3,15,5,5.63,25,52,11,32,43,6,16,17,46600,25,39402
10,2,7,2,3,15,15,11.86,18,80,13,30,35,6,13,13,83300,42,34915
10,13,27,9,12,10,8.08,7.44,17,51,14,32,45,6,17,20,40600,26,0
15,6,8,4,4,15,10.17,10.25,18,33,13,31,29,6,15,13,117500,30,49725
20,3,8,3,5,10,19.67,13.88,15,56,13,33,47,6,17,19,594600,25,105640
11,3,16,0,6,1,9.67,5.19,18,126,19,37,75,6,6,26,128500,42,82639
35,2,7,0,3,35,31,23.14,15,79,13,35,60,6,6,26,391900,26,0
16,2,2,2,2,16,13,13,24,29,10,23,22,4,10,9,35100,30,30758
10,1,17,1,11,10,10,10.76,18,130,11,28,74,4,11,30,43200,35,43279
20,3,3,1,1,20,10,10,18,29,12,25,22,6,12,10,30400,24,0
36,4,9,3,7,40,32.5,20,17,87,13,34,43,6,16,20,593900,21,163017
50,1,5,1,3,50,50,22.6,21,93,12,30,57,6,14,21,58800,58,29469
13,5,12,2,5,10,13.8,11,19,89,13,35,61,6,17,22,500000,34,130323
25,1,1,1,1,25,25,25,17,17,14,19,17,5,7,6,70100,31,0
14,2,5,2,5,8,14,8.4,16,52,15,31,39,6,12,14,159000,51,0
13,3,17,2,11,14,13,9.47,20,127,13,32,70,6,16,32,300500,26,47631
25,2,10,0,5,25,25,22,15,114,12,33,75,5,5,31,60500,46,40563
15,3,14,1,5,12,11.33,9.86,26,93,10,29,71,4,13,22,393900,40,74381
25,1,8,0,3,25,30,18.13,18,127,15,34,68,6,6,28,178200,30,0
13,5,26,3,12,15,13.6,9.96,17,89,14,32,70,6,16,25,514900,14,128240
14,3,11,3,9,14,12.67,9.73,15,111,15,35,63,6,15,26,39600,34,51587
15,2,12,1,5,25,25,12.83,25,87,13,35,64,6,17,25,68700,33,49558
10,2,3,2,2,10,10,8.67,17,21,6,9,9,1,3,3,61400,44,0
10,2,2,1,1,15,12.5,12.5,18,32,10,26,24,4,11,10,55000,13,35456
25,1,6,1,5,15,15,9.17,21,81,11,29,52,5,13,20,38200,22,28052
30,3,3,1,1,40,30.67,30.67,16,23,14,26,23,6,12,10,584600,32,122735
11,3,4,1,1,11,11,9.5,19,31,12,26,24,6,12,10,58800,25,45788
100,2,11,2,9,100,87.5,47.18,21,93,29,50,90,6,17,27,67900,1,45767
13,3,4,1,2,10,11.67,11.25,8,21,25,33,31,11,15,13,47600,38,0
25,6,40,4,19,25,24.17,20.8,18,110,25,46,98,11,22,36,112600,0,0
10,5,13,4,10,10,10,8.31,19,93,13,32,58,6,16,24,45300,28,36735
25,1,1,1,1,28,28,28,21,21,10,16,16,5,8,7,585400,25,81394
25,3,10,2,5,17,15.67,14.7,20,74,13,34,60,6,16,24,75900,38,60521
15,3,3,3,3,16,12,12,22,33,12,30,28,6,14,12,40200,24,37849
3,9,28,5,14,3,3.22,3.04,13,105,17,36,66,8,19,29,106300,32,26049
10,4,22,4,15,14,12.75,11.68,17,124,15,35,101,6,17,34,45000,34,53269
36,2,2,1,1,27,21,21,16,19,13,21,19,6,10,8,57300,24,38633
10,1,12,1,5,10,17,10.17,23,56,9,17,36,4,10,16,62100,33,38800
10,3,4,2,2,9,5.67,5.75,15,21,14,21,19,5,8,7,123400,39,0
8,3,7,2,4,4,10.67,8.43,15,64,15,33,48,6,14,17,220600,18,0
10,4,5,4,4,10,8.25,7.8,16,29,14,26,25,6,12,10,107700,32,69553
4,7,24,5,14,4,4.86,4.96,15,105,12,33,72,6,17,29,67000,40,55326
7,1,10,0,9,25,25,44.7,26,117,12,33,94,5,5,35,43500,36,44225
20,2,20,0,9,14,13,8.35,18,105,6,15,46,3,3,18,184800,35,92209
100,4,22,4,13,24,24.25,13.27,23,123,13,33,79,6,17,33,80100,29,41024
100,1,1,0,0,200,200,200,20,20,28,34,35,5,5,6,91900,26,65592
20,5,10,4,5,50,25,22.5,19,41,13,32,39,6,16,15,69600,41,48490
17,1,3,0,1,17,17,11.33,25,44,9,28,30,4,4,12,523300,4,91021
10,5,16,4,12,12,10.4,7.88,20,113,13,35,73,6,17,34,87600,35,51377
12,5,5,3,3,12,11.4,11.4,20,33,12,29,30,6,14,12,61900,34,41714
12,4,7,0,2,12,12.25,9.43,15,57,11,28,37,5,5,14,57800,39,0
11,5,5,3,3,14,8.6,8.6,18,30,12,28,25,6,15,13,35900,21,0
20,1,1,1,1,25,25,25,23,23,10,17,16,4,7,6,143600,31,51327
100,4,6,3,4,30,14,17.67,18,34,14,31,31,6,14,13,540700,30,66500
20,0,11,0,9,18,0,10.55,25,126,11,11,70,6,6,31,55600,34,43423
15,2,13,2,7,17,16,13,25,125,11,33,65,6,17,29,92100,28,72554
15,2,15,0,4,12,11.5,7,26,122,9,29,65,4,4,26,55700,44,35513
25,2,6,0,3,20,17.5,11.83,18,64,14,33,50,6,6,20,61300,23,41449
5,6,6,4,4,10,4.83,4.83,16,32,12,26,27,5,11,10,40200,35,37647
22,2,3,2,2,6,21,16,15,29,13,27,26,6,13,11,58200,27,37797
10,2,14,0,10,10,10,5.71,17,130,6,17,38,2,2,13,88800,53,0
47,3,10,1,6,35,30,24.5,18,84,12,30,62,6,16,27,186500,49,0
25,2,6,0,2,12,18.5,11.83,15,75,13,30,48,6,6,18,229700,32,64192
25,2,10,2,10,25,25,17.5,17,123,14,33,74,6,15,30,84000,25,58868
25,1,5,0,2,25,25,20,19,111,13,32,54,6,6,22,259800,54,0
15,1,6,0,5,15,15,10,18,111,10,23,48,4,4,22,93300,39,41086
12,3,8,2,6,12,10.67,9.38,17,108,13,29,56,6,12,24,109900,34,0
3,5,22,3,12,3,3.4,3.18,5,128,21,32,52,8,13,17,20800,29,35250
12,5,24,3,8,13,11.8,5.17,18,128,7,22,58,4,14,27,44200,14,29691
10,2,2,2,2,20,20,20,17,20,14,22,20,6,10,8,47200,26,0
10,2,2,1,1,15,10,10,19,24,12,23,21,6,11,9,98800,31,62944
18,5,6,3,4,16,16.4,15.33,22,41,12,33,34,6,16,15,63400,31,59705
30,1,5,0,3,30,30,28,17,93,15,28,56,6,6,21,107400,38,0
15,3,7,2,4,15,12.33,9.86,15,57,13,31,43,5,14,16,60300,17,50946
34,2,11,0,1,25,25.5,20.18,5,65,34,56,84,5,5,21,78200,26,61835
5,2,21,1,14,12,11,6.24,18,127,10,27,71,3,9,26,83600,32,60348
25,3,4,2,3,15,18.33,16.25,20,45,15,34,40,6,16,16,186100,0,0
3,5,12,1,2,3,4,3.25,15,81,7,21,33,4,10,9,15200,21,36406
15,3,11,1,4,25,19.67,13.45,16,113,13,34,66,6,16,28,67300,28,42546
13,4,6,2,3,15,10,10,18,41,13,33,37,6,15,14,43500,30,48341
16,3,15,1,9,17,15.67,11,17,111,14,33,66,6,15,29,68300,34,44341
10,4,25,2,15,10,10,6.04,18,130,12,33,77,5,15,33,57600,40,31878
15,5,5,4,4,15,14.2,14.2,24,36,11,30,29,6,16,14,72700,31,68331
10,4,6,3,4,17,15,13,16,53,14,35,42,6,16,18,91600,26,108413
10,3,19,3,13,10,9.33,6.58,24,114,11,30,71,5,15,31,73100,38,50857
15,2,5,1,3,15,12,8.3,18,68,11,29,42,5,12,17,65300,40,28268
5,6,14,3,10,7,5.67,4.57,18,93,9,26,56,5,14,23,172200,20,65680
15,3,9,1,4,15,10.67,7.44,18,78,13,33,56,6,15,21,495400,25,118804
20,4,16,2,8,15,11.5,9.88,16,77,27,48,74,6,16,25,118400,43,49566
5,2,19,2,12,10,7.5,3.53,18,125,12,31,70,5,15,29,35000,30,36250
15,4,21,1,7,16,14,10.19,15,123,16,34,103,4,12,37,156800,26,41505
20,2,4,2,4,20,20,15,16,51,15,34,43,6,15,18,133300,28,48021
20,4,10,4,6,6,17.75,12.9,15,64,15,36,57,6,17,21,92300,32,62685
10,2,13,1,9,10,10,7.62,16,104,8,27,62,4,13,24,244900,37,60513
35,2,5,1,1,35,31,25.4,18,56,13,33,48,6,17,21,204900,61,0
19,4,4,3,3,12,11,11,16,29,16,29,27,6,12,10,23700,26,44411
25,1,4,0,1,15,15,12.25,15,49,10,25,39,2,2,12,216700,17,64579
10,3,12,0,6,10,10,10.25,18,81,13,35,62,6,6,25,37700,14,0
10,2,28,1,14,13,13,12.42,20,113,12,33,82,5,15,29,104000,7,0
25,2,6,2,2,50,17.5,25.83,6,29,29,43,42,9,16,14,66800,0,52330
10,7,23,6,14,10,9.43,8.04,16,104,14,34,71,6,17,29,395000,22,64712
25,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,56000,30,52613
10,6,30,5,20,10,9.83,7.87,19,130,13,34,79,6,17,32,106000,35,48462
40,2,8,1,6,40,37.5,29,17,93,13,32,64,6,16,26,367500,29,134096
8,5,16,3,9,9,10.6,9.19,15,105,11,30,67,4,13,25,82600,45,38166
6,5,14,4,8,10,6.2,6.07,18,53,12,27,40,5,14,17,172200,38,0
21,0,5,0,2,15,0,14.8,23,64,12,12,52,6,6,18,183400,37,44777
14,6,11,4,6,13,11.83,11,20,76,15,35,59,6,16,23,357600,26,0
20,3,13,2,6,14,13,8,21,111,11,32,67,5,15,29,43900,53,0
34,3,9,2,6,32,27,17.67,18,101,14,32,62,6,15,28,247600,0,0
10,3,3,2,2,15,11.67,11.67,18,33,12,30,29,6,14,12,43400,23,50898
14,3,4,1,1,15,11.67,11.25,18,40,12,32,33,6,15,14,106700,40,84144
15,3,10,2,3,15,13.33,10.9,23,88,12,34,62,6,17,26,91600,22,56887
12,3,12,2,5,13,22.33,13.25,14,52,27,48,69,6,17,18,246900,11,64579
15,6,9,6,7,7,9.33,8.11,22,40,8,23,30,5,15,14,34900,26,46240
15,1,1,1,1,15,15,15,24,24,8,18,16,3,7,6,37500,20,0
10,3,19,2,15,10,10,10,16,123,13,33,79,6,15,30,106300,31,71308
16,4,7,3,5,12,10.5,9,16,53,14,34,40,6,15,15,59500,25,0
18,2,4,0,0,18,17,11.5,18,52,12,32,39,6,6,16,97700,27,46891
5,8,28,5,17,5,5.25,5.32,19,121,12,33,75,5,15,31,138500,25,0
23,1,2,0,1,17,17,11,24,37,9,26,25,4,4,10,177300,57,50597
17,3,6,1,3,9,13.67,9.83,21,53,10,30,39,5,15,16,204100,33,101095
20,1,10,0,2,12,12,11.2,18,88,13,33,60,6,6,24,72700,24,81869
10,6,7,4,4,0,8.33,8.57,8,29,14,28,28,6,13,11,173400,44,60641
5,5,14,4,10,5,5.4,6.93,15,130,14,28,64,6,13,25,64000,19,0
21,3,5,2,3,15,15.33,12.4,26,41,10,32,35,5,16,15,90200,28,0
15,3,8,1,3,12,10.67,10.5,16,89,16,36,65,6,15,21,579800,32,145836
6,4,14,3,7,5,5,3.93,15,68,11,26,46,5,12,18,59400,30,44250
10,3,10,1,5,20,18.33,10.9,16,65,13,35,54,6,17,21,65100,43,40114
50,2,9,0,2,50,37.5,24.44,15,100,14,36,66,6,6,27,69300,24,37566
3,1,15,0,9,25,15,6.93,18,126,13,34,70,6,6,30,36500,30,36890
15,1,3,1,2,15,15,11.67,18,45,11,26,30,4,10,11,104000,34,0
8,3,13,2,5,5,10,6.54,18,130,8,24,43,4,12,18,40200,44,34699
5,9,55,6,25,5,4.78,5.23,15,128,10,26,73,5,15,32,41900,22,39990
25,2,8,1,2,25,25,15.75,23,77,13,34,58,6,16,23,46000,49,51052
14,1,18,1,13,10,10,11.5,16,128,8,17,63,4,10,26,36000,29,38438
5,5,6,4,4,5,5,5.17,15,29,14,26,26,6,12,10,56900,27,32947
16,3,3,2,2,12,10.67,10.67,19,24,13,25,22,6,12,10,302500,18,0
20,2,5,1,4,15,14.5,12.6,20,52,12,32,41,6,15,18,35000,32,34583
5,6,20,1,9,5,5,5.45,24,123,11,29,67,6,13,28,39200,30,46771
5,5,15,3,9,5,5.4,5.13,19,75,13,32,55,5,15,22,54400,29,46639
20,2,2,1,1,20,20,20,24,31,9,22,22,4,9,8,55200,64,30683
25,1,1,0,0,20,20,20,16,16,11,16,13,5,5,6,80300,39,61802
5,7,14,3,5,5,5.71,6.43,15,64,14,36,52,6,17,21,87000,30,60977
20,1,2,1,2,15,15,9,17,17,16,20,18,6,8,7,243200,23,42637
15,2,8,2,5,12,11,14,17,81,25,45,84,5,14,21,33100,39,32481
10,1,1,1,1,15,15,15,20,20,10,17,15,4,7,6,110200,28,72073
15,1,10,1,5,15,15,8.8,17,119,13,31,67,6,14,30,58500,31,33923
20,1,5,0,4,20,20,12.4,19,93,11,22,50,4,4,18,69700,26,35119
20,2,5,2,4,50,55,37.2,21,53,13,33,47,6,16,19,40200,32,35057
11,5,5,3,3,10,7.2,7.2,19,33,13,28,27,6,13,11,55300,29,37373
5,6,10,3,4,4,4.5,4.5,19,62,11,31,42,6,16,19,30800,0,30402
10,4,13,1,6,10,10,7.31,19,80,13,33,59,6,15,24,233300,17,91886
5,5,19,4,16,20,8.4,5.74,17,122,13,32,76,6,16,32,31000,28,23500
8,6,15,4,6,9,8,5.53,15,105,15,34,55,6,16,24,157000,26,55188
21,3,13,1,6,15,13,8.62,18,113,13,34,70,6,16,29,114100,32,0
20,1,1,1,1,20,20,20,17,17,11,16,14,5,7,6,106300,49,61655
23,2,9,0,1,15,19,15,17,68,13,32,54,6,6,21,70000,23,40925
35,2,9,0,4,25,25,12,26,91,12,34,63,5,5,25,239900,26,58354
21,1,5,1,4,17,17,13.8,18,78,10,24,45,4,10,18,69600,17,62117
8,5,5,5,5,10,8.2,8.2,17,33,12,30,30,6,15,13,44100,41,42698
40,1,3,1,3,28,28,17.67,26,52,10,29,39,5,14,17,72900,51,55375
5,4,5,3,3,6,4.75,5.8,16,24,15,25,24,6,11,9,335900,19,114584
20,1,7,0,5,20,20,13.86,19,75,14,28,52,6,6,19,46000,37,41395
20,2,21,1,14,14,12,11.95,18,126,12,28,75,5,12,30,109100,41,49384
10,9,12,6,6,10,8.67,8.08,17,32,13,29,31,6,15,13,53100,37,58194
15,2,8,2,7,15,14,8.5,21,113,10,27,58,4,12,24,567900,29,89546
14,3,4,0,1,12,10.67,9.25,19,45,7,22,28,4,4,9,89300,25,40995
10,8,22,7,13,10,18,11.32,4,81,58,77,107,12,23,31,74100,42,39238
20,4,15,4,12,20,20,12.53,20,127,13,30,72,6,15,30,53500,28,33862
10,2,17,1,8,10,10,9.41,18,130,8,23,68,4,11,26,37600,32,34472
4,4,8,2,4,10,7.5,6.63,21,65,12,32,47,6,16,19,29800,28,34503
8,5,21,2,9,10,9.4,6.62,18,129,14,35,74,6,16,31,114900,17,0
40,1,3,0,1,35,35,28.33,17,44,15,32,56,6,6,22,137300,32,0
15,1,1,1,1,15,15,15,22,22,10,17,15,3,6,5,40500,38,0
4,6,16,4,7,3,4.67,4.25,16,87,8,23,60,4,11,20,40200,30,33204
3,8,29,4,14,3,3.25,3.66,18,113,13,32,74,6,16,29,99600,34,50679
21,1,3,0,1,15,15,10,18,44,11,26,29,4,4,11,70400,30,55250
20,1,1,1,1,20,20,20,25,25,7,18,15,3,7,6,378100,21,86116
10,1,6,1,3,15,15,10.5,20,126,5,14,32,2,5,12,286900,31,105037
15,7,30,5,15,13,12.43,12.6,17,123,16,37,102,6,17,35,154700,0,52723
10,2,15,1,9,15,23,14.87,15,113,29,49,98,7,16,29,71500,47,49494
15,2,18,2,8,13,13,9.67,24,105,10,29,69,5,13,27,84800,40,0
12,3,14,1,8,5,9.33,6.93,17,126,13,31,66,6,15,30,83600,32,63523
23,3,10,1,2,10,13,10.8,17,87,13,35,54,6,17,21,51000,48,60084
10,2,9,1,4,15,13,8.67,23,80,13,33,62,6,15,23,47300,36,42254
15,1,23,1,13,15,15,9.17,19,128,12,25,73,4,9,26,57600,31,48911
7,8,34,5,13,7,5.63,5.6,5,158,29,47,88,10,19,31,40900,35,0
20,1,3,0,1,20,20,13.33,25,39,12,33,34,6,6,15,30500,21,23239
20,1,1,1,1,20,20,20,17,17,10,16,15,4,7,6,47800,48,34410
12,3,5,0,1,10,12.33,11.4,17,40,13,33,35,6,6,14,32600,44,37659
5,4,21,1,8,5,5,4,16,126,6,19,49,2,7,16,34100,22,0
10,5,8,3,3,6,8.4,7.88,18,40,12,31,35,6,15,14,50200,26,45788
11,4,8,3,6,5,7,5.75,18,61,11,29,44,5,13,18,83600,31,43483
7,6,9,2,4,7,6.83,6,16,75,13,30,43,6,14,18,68500,42,39333
25,1,2,0,1,25,25,25,26,52,9,23,32,4,4,12,108900,23,66309
25,1,1,1,1,25,25,25,21,21,10,17,15,4,7,6,73000,36,50528
10,4,5,3,3,10,8,7.6,16,29,9,21,20,4,10,8,167900,35,61343
45,5,14,4,9,43,39.6,27.29,18,110,15,36,74,6,17,33,81800,22,68352
10,5,12,3,7,10,8.4,6.25,17,112,16,36,63,6,15,25,0,50,0
