LEVEL_POS,SHIP_SPEED,GAS_TURBINE_SHAFT,GAS_TURBINE_RATE,GAS_GENERATOR_RATE,STARBOARD,PORT,HP_TURBINE_EXIT_TEMP,GT_COMPRESSOR_INLET_TEMP,GT_COMPRESSOR_OUTLET_TEMP,HP_TURBINE_EXIT_PRESS,GT_COMPRESSOR_INLET_AIR_PRESS,GT_COMPRESSOR_OUTLET_AUR_PRESS,GAS_TURBINE_EXHAUST,TURBINE_INJECTION_CONTROL,FUEL_FLOW,TARGET1,TARGET2
1.138,3,3932.12,1343.133,6613.891,7.06,7.06,557.125,288,556.95,1.228,0.998,6.619,1.019,20.574,0.213,0.999,0.991
1.138,3,1765.655,1386.169,6656.314,9.494,9.494,477.888,288,547.916,1.159,0.998,6.19,1.019,1.451,0.106,0.994,0.994
6.175,18,29794.884,2307.284,8833.498,246.287,246.287,764.652,288,666.69,2.5,0.998,13.064,1.03,33.572,0.665,0.968,0.999
2.088,6,5329.711,1345.7,6791.855,22.612,22.612,593.725,288,572.521,1.276,0.998,6.959,1.019,23.598,0.248,0.96,0.977
2.088,6,5990.33,1392.318,6798.499,31.154,31.154,575.05,288,568.794,1.309,0.998,7.037,1.02,0,0.22,0.985,0.99
6.175,18,29762.184,2306.784,8805.479,245.924,245.924,770.189,288,665.864,2.509,0.998,13.247,1.03,34.042,0.674,0.982,0.987
9.3,27,72765.461,3560.395,9750.163,644.791,644.791,1074.397,288,777.074,4.525,0.998,22.788,1.051,89.355,1.769,0.98,0.983
2.088,6,6012.032,1350.957,6775.497,23.524,23.524,577.647,288,564.991,1.298,0.998,6.947,1.02,20.717,0.243,0.994,0.999
6.175,18,29791.867,2307.407,8823.154,246.245,246.245,772.149,288,667.929,2.504,0.998,13.175,1.03,34.085,0.675,0.97,0.991
4.161,12,14724.099,1547.468,7798.153,113.795,113.795,647.036,288,610.127,1.657,0.998,8.906,1.022,17.45,0.345,0.958,0.987
7.148,21,39012.839,2677.971,9112.7,332.546,332.546,820.588,288,685.398,2.991,0.998,15.759,1.036,43.962,0.87,0.995,0.979
5.14,15,21638.09,1924.351,8508.934,175.315,175.315,705.402,288,639.715,2.074,0.998,10.947,1.026,24.924,0.493,0.957,0.998
1.138,3,1061.381,1323.708,6637.691,6.035,6.035,484.499,288,547.456,1.124,0.998,6.043,1.019,22.592,0.126,0.978,0.99
9.3,27,72774.874,3560.422,9771.128,644.898,644.898,1079.914,288,780.039,4.5,0.998,22.467,1.05,89.345,1.769,0.968,0.992
1.138,3,3734.116,1383.497,6624.853,9.422,9.422,548.162,288,558.878,1.231,0.998,6.67,1.019,5.688,0.187,0.995,0.981
5.14,15,21631.867,1924.329,8486.25,175.286,175.286,706.074,288,637.593,2.082,0.998,11.07,1.026,25.059,0.496,0.972,0.989
2.088,6,2845.013,1360.642,6805.332,25.219,25.219,506.358,288,559.632,1.198,0.998,6.459,1.019,11.807,0.138,0.967,0.985
1.138,3,2556.745,1310.022,6677.055,5.364,5.364,538.294,288,556.868,1.175,0.998,6.311,1.019,30.819,0.192,0.964,0.996
1.138,3,351.27,1351.841,6675.407,7.696,7.696,461.238,288,549.489,1.098,0.998,5.945,1.019,5.662,0.079,0.955,0.978
9.3,27,72780.082,3560.428,9779.118,644.835,644.835,1078.203,288,780.325,4.489,0.998,22.288,1.05,88.964,1.761,0.965,0.998
2.088,6,4617.134,1394.032,6763.681,31.431,31.431,544.893,288,564.733,1.267,0.998,6.876,1.02,0,0.178,0.988,0.978
9.3,27,72779.115,3560.439,9792.047,645.125,645.125,1094.925,288,785.473,4.474,0.998,22.257,1.049,90.199,1.786,0.952,0.996
3.144,9,8377.814,1386.75,7086.829,60.337,60.337,599.574,288,584.777,1.39,0.998,7.572,1.02,12.847,0.254,0.962,0.976
9.3,27,72777.316,3560.397,9752.604,645.141,645.141,1047.927,288,770.705,4.519,0.998,22.406,1.051,86.747,1.717,0.991,1
9.3,27,72767.717,3560.417,9783.213,644.801,644.801,1110.396,288,788.242,4.49,0.998,22.647,1.049,91.917,1.82,0.95,0.981
3.144,9,8376.647,1386.743,7063.996,60.327,60.327,596.269,288,582.962,1.391,0.998,7.584,1.02,12.729,0.252,0.971,0.975
7.148,21,38986.162,2678.076,9130.507,332.259,332.259,834.8,288,693.785,2.967,0.998,15.553,1.035,44.562,0.882,0.964,0.985
9.3,27,72777.949,3560.408,9760.12,644.955,644.955,1055.458,288,773.168,4.51,0.998,22.36,1.051,87.281,1.728,0.984,1
8.206,24,50991.44,3087.364,9293.052,437.979,437.979,910.543,288,724.863,3.607,0.998,18.639,1.042,59.711,1.182,1,0.983
9.3,27,72761.198,3560.387,9766.611,645.053,645.053,1104.095,288,785.42,4.51,0.998,22.877,1.049,91.767,1.817,0.96,0.975
9.3,27,72769.859,3560.404,9759.234,644.903,644.903,1076.411,288,778.236,4.514,0.998,22.647,1.05,89.32,1.768,0.975,0.987
7.148,21,38998.956,2678.054,9121.323,332.264,332.264,823.863,288,688.421,2.98,0.998,15.63,1.036,44.005,0.871,0.982,0.984
1.138,3,3357.235,1419.064,6741.94,11.699,11.699,549.554,288,566.61,1.222,0.998,6.608,1.019,0,0.176,0.951,0.982
2.088,6,6710.106,1384.674,6775.561,29.728,29.728,597.195,288,570.699,1.329,0.998,7.179,1.02,4.16,0.251,0.99,0.987
3.144,9,8379.339,1386.759,7125.627,60.36,60.36,586.159,288,582.196,1.388,0.998,7.456,1.02,12.291,0.243,0.963,0.992
5.14,15,21630.941,1924.341,8486.83,175.252,175.252,694.926,288,634.471,2.082,0.998,10.992,1.027,24.455,0.484,0.979,0.997
8.206,24,50995.504,3087.581,9322.285,437.969,437.969,931.903,288,737.721,3.564,0.998,18.285,1.041,60.645,1.201,0.954,0.992
2.088,6,3027.519,1374.674,6789.242,27.78,27.78,504.439,288,559.484,1.208,0.998,6.523,1.019,4.149,0.131,0.975,0.982
7.148,21,38985.336,2678.078,9131.519,332.13,332.13,832.754,288,693.446,2.966,0.998,15.519,1.035,44.401,0.879,0.964,0.987
4.161,12,14720.891,1547.459,7758.243,113.763,113.763,634.015,288,604.93,1.66,0.998,8.89,1.023,16.899,0.335,0.979,0.991
6.175,18,29762.428,2306.834,8791.148,245.95,245.95,758.476,288,661.235,2.515,0.998,13.24,1.031,33.407,0.661,0.999,0.99
7.148,21,38983.886,2678.077,9132.485,332.098,332.098,835.808,288,694.556,2.964,0.998,15.526,1.035,44.589,0.883,0.961,0.986
3.144,9,8377.311,1386.747,7087.103,60.333,60.333,578.609,288,578.555,1.39,0.998,7.464,1.02,12.008,0.238,0.98,0.992
1.138,3,3513.121,1417.47,6727.264,11.541,11.541,544.215,288,563.625,1.227,0.998,6.599,1.019,0,0.175,0.964,0.988
4.161,12,14723.315,1547.462,7778.404,113.771,113.771,657.263,288,612.128,1.659,0.998,9.005,1.022,17.936,0.355,0.957,0.976
9.3,27,72758.334,3560.353,9725.881,644.862,644.862,1056.664,288,771.08,4.553,0.998,22.995,1.052,88.23,1.747,0.999,0.98
8.206,24,50993.109,3087.455,9301.927,438.034,438.034,902.535,288,724.955,3.592,0.998,18.368,1.042,58.811,1.164,0.993,0.995
9.3,27,72775.499,3560.408,9759.288,644.836,644.836,1062.943,288,774.943,4.513,0.998,22.472,1.051,88.024,1.742,0.981,0.995
8.206,24,50993.389,3087.478,9308.166,438.078,438.078,907.05,288,727.705,3.583,0.998,18.291,1.042,59.01,1.168,0.983,0.997
6.175,18,29790.903,2307.447,8819.991,246.207,246.207,772.198,288,667.664,2.505,0.998,13.193,1.03,34.106,0.675,0.972,0.99
5.14,15,21634.754,1924.318,8491.536,175.27,175.27,722.194,288,642.696,2.08,0.998,11.151,1.026,25.896,0.513,0.958,0.98
8.206,24,50994.895,3087.534,9310.657,438.094,438.094,931.608,288,734.648,3.582,0.998,18.523,1.041,60.953,1.207,0.968,0.983
5.14,15,21636.455,1924.326,8498.046,175.329,175.329,718.375,288,642.29,2.078,0.998,11.091,1.026,25.664,0.508,0.956,0.985
9.3,27,72772.681,3560.391,9745.112,644.935,644.935,1048.943,288,770.399,4.529,0.998,22.557,1.052,87.032,1.723,0.994,0.995
8.206,24,50993.334,3087.462,9300.79,437.988,437.988,907.301,288,725.914,3.595,0.998,18.446,1.042,59.235,1.173,0.992,0.991
5.14,15,21639.876,1924.349,8513.098,175.327,175.327,711.965,288,642.012,2.073,0.998,10.97,1.026,25.256,0.5,0.95,0.995
5.14,15,21634.218,1924.346,8497.221,175.315,175.315,697.68,288,636.315,2.078,0.998,10.956,1.026,24.559,0.486,0.97,0.999
2.088,6,4615.048,1344.254,6757.844,22.279,22.279,541.724,288,558.818,1.254,0.998,6.709,1.02,22.346,0.2,0.999,0.998
3.144,9,8378.007,1386.751,7088.819,60.344,60.344,601.326,288,585.366,1.39,0.998,7.579,1.02,12.915,0.256,0.96,0.975
2.088,6,4682.313,1344.772,6860.354,22.443,22.443,564.809,288,569.149,1.253,0.998,6.722,1.019,23.083,0.217,0.951,0.996
7.148,21,38979.969,2678.08,9137.516,332.059,332.059,829.057,288,693.845,2.958,0.998,15.385,1.035,44.022,0.872,0.959,0.994
9.3,27,72773.516,3560.396,9743.59,645.114,645.114,1044.08,288,769.069,4.53,0.998,22.524,1.052,86.599,1.714,0.997,0.997
4.161,12,14724.039,1547.464,7787.66,113.789,113.789,659.147,288,613.017,1.658,0.998,9.001,1.022,18.01,0.357,0.953,0.976
9.3,27,72772.158,3560.398,9751.285,644.766,644.766,1060.067,288,773.62,4.522,0.998,22.585,1.051,87.951,1.741,0.986,0.992
6.175,18,29793.503,2307.358,8829.944,246.223,246.223,784.965,288,672.173,2.501,0.998,13.234,1.03,34.823,0.689,0.958,0.985
4.161,12,14723.541,1547.467,7792.91,113.791,113.791,643.445,288,608.928,1.657,0.998,8.892,1.022,17.292,0.342,0.962,0.989
5.14,15,21631.601,1924.345,8489.539,175.259,175.259,692.143,288,633.947,2.081,0.998,10.959,1.027,24.292,0.481,0.979,1
1.138,3,736.672,1362.196,6661.749,8.134,8.134,450.048,288,543.789,1.115,0.998,5.946,1.019,0,0.072,0.984,0.995
3.144,9,8374.791,1386.733,7031.253,60.306,60.306,588.265,288,579.392,1.393,0.998,7.584,1.02,12.429,0.246,0.987,0.976
7.148,21,38981.777,2678.076,9134.472,332.103,332.103,836.829,288,695.333,2.962,0.998,15.5,1.035,44.617,0.883,0.958,0.987
4.161,12,14723.702,1547.466,7791.509,113.79,113.79,646.986,288,609.847,1.657,0.998,8.917,1.022,17.455,0.346,0.96,0.986
4.161,12,14720.043,1547.457,7750.539,113.757,113.757,627.507,288,602.813,1.661,0.998,8.861,1.023,16.607,0.329,0.986,0.995
2.088,6,4056.515,1390.14,6791.193,30.689,30.689,528.131,288,562.771,1.247,0.998,6.721,1.02,0,0.158,0.981,0.984
3.144,9,8378.788,1386.756,7117.017,60.353,60.353,581.889,288,580.608,1.389,0.998,7.445,1.02,12.124,0.24,0.969,0.994
6.175,18,29793.122,2307.34,8827.117,246.237,246.237,763.135,288,665.695,2.503,0.998,13.087,1.031,33.514,0.664,0.973,0.998
4.161,12,14724.031,1547.465,7791.042,113.771,113.771,654.619,288,611.92,1.658,0.998,8.966,1.022,17.802,0.352,0.955,0.98
9.3,27,72766.604,3560.39,9747.422,645.044,645.044,1068.283,288,775.374,4.528,0.998,22.76,1.051,88.836,1.759,0.984,0.985
5.14,15,21634.237,1924.32,8490.508,175.278,175.278,720.14,288,642.012,2.08,0.998,11.143,1.026,25.792,0.511,0.96,0.981
5.14,15,21622.207,1924.312,8454.973,175.2,175.2,700.458,288,632.774,2.092,0.998,11.201,1.027,24.895,0.493,0.998,0.981
8.206,24,50993.674,3087.485,9308.979,438.028,438.028,911.076,288,728.954,3.582,0.998,18.32,1.042,59.318,1.174,0.98,0.995
3.144,9,8378.665,1386.755,7115.025,60.347,60.347,580.214,288,580.034,1.389,0.998,7.438,1.02,12.057,0.239,0.971,0.995
3.144,9,8374.655,1386.732,7033.643,60.302,60.302,579.599,288,576.913,1.393,0.998,7.536,1.02,12.078,0.239,0.994,0.983
4.161,12,14718.779,1547.447,7717.535,113.745,113.745,643.521,288,605.892,1.664,0.998,9.022,1.023,17.383,0.344,0.985,0.977
7.148,21,38996.646,2678.056,9122.164,332.24,332.24,831.919,288,690.931,2.978,0.998,15.679,1.035,44.542,0.882,0.976,0.98
1.138,3,1622.26,1317.923,6636.289,5.745,5.745,508.354,288,551.386,1.144,0.998,6.177,1.019,26.588,0.155,0.975,0.988
1.138,3,2187.349,1403.624,6681.412,10.625,10.625,502.399,288,555.242,1.177,0.998,6.346,1.019,0,0.127,0.976,0.984
1.138,3,933.706,1377.037,6743.566,9.096,9.096,463.185,288,549.839,1.124,0.998,5.97,1.019,0,0.083,0.956,0.999
4.161,12,14720.519,1547.459,7756.965,113.764,113.764,627.543,288,603.08,1.66,0.998,8.85,1.023,16.601,0.329,0.984,0.996
3.144,9,8374.249,1386.73,7027.873,60.297,60.297,575.865,288,575.591,1.393,0.998,7.523,1.021,11.93,0.236,0.999,0.985
3.144,9,8379.68,1386.76,7129.44,60.36,60.36,590.826,288,583.728,1.388,0.998,7.475,1.02,12.475,0.247,0.958,0.989
6.175,18,29761.257,2306.833,8795.328,245.965,245.965,781.241,288,668.103,2.512,0.998,13.385,1.03,34.771,0.688,0.982,0.977
9.3,27,72772.187,3560.422,9769.041,644.966,644.966,1084.5,288,780.967,4.503,0.998,22.567,1.05,89.842,1.778,0.967,0.988
1.138,3,4037.789,1388.779,6640.207,9.763,9.763,560.615,288,562.15,1.242,0.998,6.744,1.019,4.434,0.199,0.987,0.979
3.144,9,8377.72,1386.749,7085.15,60.342,60.342,596.553,288,583.824,1.39,0.998,7.559,1.02,12.728,0.252,0.965,0.978
2.088,6,3877.118,1388.215,6817.736,30.326,30.326,522.539,288,562.711,1.239,0.998,6.655,1.02,0,0.152,0.974,0.989
9.3,27,72773.777,3560.403,9756.528,644.775,644.775,1063.554,288,774.878,4.516,0.998,22.532,1.051,88.154,1.745,0.982,0.993
3.144,9,8375.7,1386.738,7057.739,60.315,60.315,575.392,288,576.534,1.392,0.998,7.483,1.021,11.894,0.235,0.991,0.99
4.161,12,14725.086,1547.474,7817.293,113.807,113.807,643.211,288,609.835,1.655,0.998,8.85,1.022,17.254,0.342,0.955,0.993
3.144,9,8374.201,1386.722,7022.918,60.298,60.298,585.253,288,578.194,1.393,0.998,7.579,1.02,12.312,0.244,0.992,0.977
9.3,27,72761.654,3560.372,9729.673,645.059,645.059,1053.14,288,770.419,4.548,0.998,22.886,1.052,87.804,1.738,0.999,0.984
3.144,9,8377.07,1386.746,7077.639,60.331,60.331,588.419,288,581.14,1.391,0.998,7.526,1.02,12.408,0.246,0.974,0.983
2.088,6,2942.924,1354.933,6724.64,24.147,24.147,501.04,288,554.161,1.202,0.998,6.501,1.019,14.343,0.139,0.999,0.982
8.206,24,50997.075,3087.576,9318.315,437.997,437.997,950.392,288,741.278,3.576,0.998,18.614,1.041,62.303,1.233,0.951,0.976
1.138,3,2265.325,1407.183,6689.854,10.904,10.904,514.955,288,559.276,1.181,0.998,6.412,1.019,0,0.137,0.964,0.976
4.161,12,14726.138,1547.479,7836.614,113.809,113.809,639.453,288,609.555,1.653,0.998,8.794,1.022,17.061,0.338,0.952,0.999
9.3,27,72777.066,3560.424,9777.473,644.947,644.947,1084.73,288,781.737,4.492,0.998,22.407,1.05,89.637,1.774,0.963,0.993
2.088,6,4119.143,1344.283,6789.033,22.322,22.322,557.37,288,566.888,1.238,0.998,6.735,1.019,22.881,0.205,0.963,0.979
2.088,6,5179.159,1345.805,6858.196,22.643,22.643,579.983,288,571.677,1.269,0.998,6.824,1.019,23.23,0.235,0.95,0.994
1.138,3,3574.767,1348.986,6607.938,7.406,7.406,547.99,288,556.129,1.218,0.998,6.582,1.019,17.981,0.199,0.999,0.987
2.088,6,6944.782,1377.168,6764.392,28.336,28.336,604.456,288,570.714,1.334,0.998,7.211,1.02,8.666,0.264,0.993,0.987
7.148,21,38993.632,2678.06,9123.506,332.209,332.209,840.761,288,693.778,2.976,0.998,15.724,1.035,45.119,0.893,0.969,0.976
1.138,3,1746.506,1388.679,6661.271,9.664,9.664,479.617,288,548.87,1.159,0.998,6.197,1.019,1.067,0.106,0.99,0.992
5.14,15,21633.439,1924.339,8493.589,175.284,175.284,701.425,288,637.018,2.079,0.998,11,1.026,24.777,0.49,0.97,0.995
4.161,12,14725.82,1547.477,7830.157,113.809,113.809,640.699,288,609.647,1.654,0.998,8.813,1.022,17.125,0.339,0.953,0.997
2.088,6,6715.846,1360.653,6771.351,25.295,25.295,597.424,288,568.582,1.322,0.998,7.107,1.02,16.962,0.263,0.993,0.994
3.144,9,8381.311,1386.769,7167.251,60.38,60.38,583.878,288,582.983,1.386,0.998,7.395,1.02,12.177,0.241,0.954,1
4.161,12,14721.121,1547.455,7750.515,113.759,113.759,648.981,288,608.734,1.661,0.998,9,1.022,17.593,0.348,0.971,0.978
9.3,27,72774.751,3560.415,9761.74,645.089,645.089,1067.079,288,776.153,4.51,0.998,22.479,1.051,88.359,1.749,0.978,0.994
8.206,24,50996.889,3087.602,9315.729,437.98,437.98,936.008,288,737.042,3.576,0.998,18.474,1.041,61.176,1.211,0.96,0.984
8.206,24,50997.234,3087.583,9318.935,438.098,438.098,951.073,288,741.605,3.575,0.998,18.611,1.04,62.342,1.234,0.95,0.976
5.14,15,21633.058,1924.328,8489.215,175.289,175.289,710.603,288,639.183,2.08,0.998,11.085,1.026,25.289,0.501,0.967,0.987
9.3,27,72764.009,3560.383,9737.323,644.733,644.733,1058.607,288,772.282,4.539,0.998,22.819,1.051,88.15,1.745,0.993,0.985
6.175,18,29775.055,2307.276,8813.668,246.032,246.032,786.783,288,671.279,2.506,0.998,13.331,1.03,35.011,0.693,0.967,0.979
4.161,12,14718.328,1547.446,7714.625,113.742,113.742,639.092,288,604.561,1.664,0.998,8.998,1.023,17.183,0.34,0.989,0.98
5.14,15,21633.315,1924.332,8490.977,175.283,175.283,707.205,288,638.399,2.08,0.998,11.053,1.026,25.099,0.497,0.968,0.99
6.175,18,29793.306,2307.368,8830.302,246.296,246.296,794.836,288,674.995,2.501,0.998,13.305,1.03,35.415,0.701,0.952,0.979
1.138,3,6891.732,1383.274,6684.227,9.548,9.548,656.23,288,578.746,1.327,0.998,7.259,1.019,0.754,0.305,0.961,0.976
3.144,9,8380.032,1386.762,7140.55,60.37,60.37,583.884,288,582.044,1.388,0.998,7.427,1.02,12.191,0.241,0.961,0.996
5.14,15,21634.344,1924.345,8497.274,175.289,175.289,699.13,288,636.736,2.078,0.998,10.966,1.026,24.637,0.488,0.969,0.998
4.161,12,14724.421,1547.469,7802.806,113.798,113.798,647.965,288,610.57,1.656,0.998,8.904,1.022,17.486,0.346,0.956,0.987
8.206,24,50994.352,3087.526,9317.841,437.969,437.969,921.898,288,734.018,3.569,0.998,18.261,1.041,59.955,1.187,0.964,0.995
7.148,21,38985.249,2678.088,9134.164,332.112,332.112,814.41,288,688.802,2.963,0.998,15.329,1.036,43.083,0.853,0.972,1
5.14,15,21626.051,1924.324,8468.497,175.262,175.262,697.806,288,633.419,2.087,0.998,11.109,1.027,24.691,0.489,0.99,0.988
7.148,21,38987.489,2678.081,9130.614,332.225,332.225,824.68,288,690.907,2.967,0.998,15.472,1.035,43.865,0.869,0.97,0.991
8.206,24,50992.892,3087.443,9299.249,437.935,437.935,899.308,288,723.444,3.596,0.998,18.386,1.042,58.618,1.16,0.998,0.995
9.3,27,72768.956,3560.42,9782.41,644.767,644.767,1106.255,288,787.213,4.49,0.998,22.605,1.049,91.547,1.812,0.952,0.983
5.14,15,21636.777,1924.313,8495.697,175.314,175.314,730.495,288,645.457,2.078,0.998,11.185,1.026,26.316,0.521,0.95,0.976
7.148,21,38993.298,2678.062,9124.038,332.248,332.248,837.996,288,693.121,2.975,0.998,15.693,1.035,44.919,0.889,0.97,0.978
8.206,24,50994.846,3087.556,9322.514,438.005,438.005,929.158,288,737.089,3.563,0.998,18.248,1.041,60.414,1.196,0.955,0.994
4.161,12,14721.506,1547.463,7772.136,113.769,113.769,628.067,288,603.83,1.659,0.998,8.828,1.023,16.609,0.329,0.979,0.998
5.14,15,21634.599,1924.317,8490.572,175.274,175.274,721.659,288,642.445,2.08,0.998,11.153,1.026,25.872,0.512,0.959,0.98
6.175,18,29760.871,2306.784,8803.7,245.983,245.983,788.633,288,670.941,2.509,0.998,13.393,1.03,35.169,0.696,0.972,0.975
9.3,27,72759.26,3560.376,9750.018,644.693,644.693,1088.17,288,780.423,4.527,0.998,22.968,1.05,90.682,1.795,0.974,0.975
8.206,24,50995.214,3087.567,9321.71,438.103,438.103,931.202,288,737.394,3.565,0.998,18.289,1.041,60.604,1.2,0.955,0.992
3.144,9,8381.511,1386.77,7169.133,60.386,60.386,586.822,288,583.937,1.386,0.998,7.408,1.02,12.294,0.243,0.951,0.998
8.206,24,50994.174,3087.511,9313.119,437.998,437.998,919.164,288,732.096,3.577,0.998,18.328,1.041,59.865,1.185,0.971,0.993
5.14,15,21637.914,1924.346,8507.173,175.299,175.299,708.765,288,640.497,2.075,0.998,10.979,1.026,25.111,0.497,0.956,0.995
7.148,21,39005.705,2678.037,9118.828,332.47,332.47,803.577,288,681.969,2.984,0.998,15.514,1.036,42.646,0.844,0.998,0.994
5.14,15,21623.377,1924.306,8456.893,175.238,175.238,708.843,288,635.341,2.091,0.998,11.248,1.026,25.339,0.502,0.991,0.976
6.175,18,29761.763,2306.764,8801.356,245.983,245.983,771.361,288,665.833,2.51,0.998,13.278,1.03,34.137,0.676,0.984,0.985
3.144,9,8375.694,1386.738,7058.402,60.307,60.307,572.973,288,575.833,1.392,0.998,7.47,1.021,11.795,0.233,0.993,0.992
1.138,3,3996.402,1334.127,6621.059,6.649,6.649,577.346,288,561.983,1.228,0.998,6.679,1.019,24.496,0.233,0.981,0.981
6.175,18,29762.289,2306.772,8799.223,246.024,246.024,762.425,288,663.088,2.511,0.998,13.224,1.031,33.603,0.665,0.991,0.99
6.175,18,29761.382,2306.775,8803.531,245.938,245.938,778.82,288,668.148,2.509,0.998,13.321,1.03,34.577,0.685,0.978,0.981
1.138,3,424.936,1349.464,6661.227,7.481,7.481,453.253,288,545.513,1.101,0.998,5.914,1.019,6.968,0.076,0.971,0.987
3.144,9,8378.137,1386.752,7106.841,60.349,60.349,574.796,288,578.113,1.389,0.998,7.42,1.021,11.843,0.234,0.978,0.998
7.148,21,39016.191,2677.937,9110.766,332.537,332.537,821.374,288,685.156,2.994,0.998,15.8,1.036,44.058,0.872,0.997,0.977
8.206,24,50992.698,3087.441,9301.869,437.995,437.995,894.872,288,722.935,3.591,0.998,18.282,1.042,58.18,1.152,0.997,1
5.14,15,21636.788,1924.333,8500.779,175.317,175.317,715.466,288,641.748,2.077,0.998,11.057,1.026,25.497,0.505,0.956,0.988
1.138,3,4885.929,1411.548,6731.175,11.204,11.204,584.817,288,569.581,1.272,0.998,6.843,1.019,0,0.223,0.962,0.989
9.3,27,72772.25,3560.416,9763.961,645.112,645.112,1076.036,288,778.514,4.508,0.998,22.553,1.05,89.161,1.765,0.973,0.99
8.206,24,50996.795,3087.615,9324.072,438.121,438.121,933.993,288,738.712,3.562,0.998,18.275,1.041,60.767,1.203,0.951,0.992
5.14,15,21635.515,1924.347,8501.131,175.326,175.326,701.206,288,637.722,2.077,0.998,10.959,1.026,24.732,0.49,0.965,0.998
1.138,3,2064.119,1396.229,6666.988,10.108,10.108,487.516,288,550.302,1.172,0.998,6.265,1.019,0.6,0.115,0.991,0.993
9.3,27,72779.195,3560.417,9768.74,645.148,645.148,1064.214,288,776.033,4.5,0.998,22.308,1.051,87.898,1.74,0.976,1
6.175,18,29761.776,2306.834,8788.082,245.946,245.946,766.449,288,663.25,2.516,0.998,13.315,1.031,33.912,0.671,0.996,0.984
2.088,6,2836.802,1365.996,6804.292,26.184,26.184,502.817,288,559.238,1.199,0.998,6.46,1.019,8.595,0.132,0.969,0.985
1.138,3,2050.495,1315.174,6634.802,5.607,5.607,524.133,288,553.789,1.159,0.998,6.267,1.019,28.916,0.174,0.974,0.987
6.175,18,29769.927,2307.117,8812.319,245.981,245.981,782.971,288,670.09,2.507,0.998,13.308,1.03,34.785,0.689,0.97,0.981
9.3,27,72778.944,3560.457,9793.593,644.866,644.866,1098.146,288,786.367,4.473,0.998,22.27,1.049,90.461,1.791,0.95,0.995
7.148,21,38985.325,2678.083,9133.113,332.214,332.214,821.34,288,690.551,2.964,0.998,15.402,1.035,43.583,0.863,0.969,0.995
3.144,9,8375.127,1386.735,7042.657,60.311,60.311,580.112,288,577.395,1.392,0.998,7.527,1.02,12.094,0.239,0.991,0.984
9.3,27,72767.837,3560.391,9743.377,644.991,644.991,1059.205,288,772.839,4.532,0.998,22.719,1.051,88.063,1.743,0.99,0.988
1.138,3,713.51,1368.849,6687.413,8.655,8.655,468.951,288,551.457,1.115,0.998,6.029,1.019,0,0.084,0.956,0.979
8.206,24,50997.726,3087.63,9321.227,438.122,438.122,942.099,288,739.977,3.569,0.998,18.443,1.041,61.528,1.218,0.951,0.984
4.161,12,14723.455,1547.462,7780.707,113.779,113.779,657.733,288,612.35,1.659,0.998,9.004,1.022,17.954,0.355,0.956,0.976
5.14,15,21624.853,1924.315,8463.146,175.212,175.212,703.535,288,634.493,2.089,0.998,11.177,1.026,25.025,0.495,0.99,0.982
9.3,27,72772.419,3560.404,9753.225,645.05,645.05,1060.29,288,773.822,4.52,0.998,22.552,1.051,87.923,1.74,0.985,0.993
7.148,21,38987.795,2678.083,9127.889,332.141,332.141,848.594,288,697.08,2.969,0.998,15.708,1.035,45.559,0.902,0.959,0.975
3.144,9,8374.673,1386.732,7029.766,60.3,60.3,585.331,288,578.47,1.393,0.998,7.57,1.02,12.312,0.244,0.99,0.978
5.14,15,21631.976,1924.334,8488.007,175.271,175.271,702.703,288,636.814,2.081,0.998,11.038,1.026,24.87,0.492,0.973,0.992
2.088,6,3925.685,1389.231,6757.942,30.505,30.505,527.676,288,562.205,1.243,0.998,6.751,1.02,0,0.156,0.987,0.976
9.3,27,72770.078,3560.39,9742.492,644.786,644.786,1051.497,288,770.852,4.532,0.998,22.637,1.052,87.342,1.729,0.994,0.992
8.206,24,50993.464,3087.482,9310.214,438.081,438.081,908.029,288,728.481,3.58,0.998,18.26,1.042,59.033,1.169,0.98,0.998
6.175,18,29761.962,2306.841,8793.161,245.944,245.944,767.347,288,663.958,2.514,0.998,13.294,1.031,33.938,0.672,0.992,0.985
3.144,9,8377.614,1386.749,7090.071,60.342,60.342,585.662,288,580.77,1.39,0.998,7.497,1.02,12.291,0.243,0.973,0.987
3.144,9,8380.131,1386.763,7143.393,60.372,60.372,581.858,288,581.535,1.388,0.998,7.413,1.02,12.108,0.24,0.962,0.998
4.161,12,14724.277,1547.471,7807.326,113.796,113.796,638.728,288,608.196,1.656,0.998,8.838,1.022,17.06,0.338,0.961,0.995
9.3,27,72771.755,3560.4,9745.333,644.944,644.944,1050.854,288,770.893,4.529,0.998,22.578,1.051,87.21,1.726,0.993,0.994
3.144,9,8375.525,1386.736,7057.896,60.31,60.31,566.564,288,573.887,1.392,0.998,7.437,1.021,11.533,0.228,0.999,0.997
5.14,15,21631.414,1924.317,8481.919,175.273,175.273,716.869,288,640.202,2.083,0.998,11.167,1.026,25.656,0.508,0.968,0.98
3.144,9,8374.439,1386.731,7027.939,60.292,60.292,583.651,288,577.906,1.393,0.998,7.564,1.02,12.245,0.242,0.992,0.979
3.144,9,8381.186,1386.769,7161.089,60.378,60.378,590.47,288,584.749,1.387,0.998,7.436,1.02,12.444,0.246,0.95,0.994
