VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR121,VAR122,VAR123,VAR128,target
10069,2.39,0.34,95.51,2.06,2.53,12.55,24.42,11.38,14.52,0,0,24325,72.76,0.78,41.65,30.51,7.12,18.5,30017,12320,12421,8926,6157,12188,3753,4009,1618,16.46,6.58,18,16.36,6.09,58.39,20.05,20.5,20.52,22.35,13.62,27.19,16.25,14.98,2.95,68.16,66.93,77.5,76.41,54.69,65.48,138,1.79,479,4.18,7.31,8.14,9.39,0.2,0.35,0.39,0.45,90.03,1.62,4.43,2.78,2.35,2.46,2.23,53.38,3.15,55.45,2,415,91.04,50.9,4.58,36.39,1939,8.56,1.08,40400,54400,72800,32400,200,261,346,146,297,23.7,17.2,13.4,15,0,4.76,46.01,47.61,70.32,78.91,6,1691.7,0.81,0,298.97
17199,2.71,1.72,94.97,3.05,1.92,10.1,20.83,8.73,10.59,15616,90.8,70000,87.4,0.54,71.9,17.4,1.51,13.47,80572,33458,34046,17546,20100,24908,7926,31761,246,1.52,3.34,6.81,54.86,2.86,66.47,14.99,26.07,3.88,51.15,7.68,28.01,8.1,7.89,3.02,91.41,90.17,98.13,89.08,50.05,59.82,28,0.27,1259,10.88,13.34,22.72,29.23,0.8,0.98,1.66,2.14,89.65,1,2.65,1.92,2.54,2.65,2.04,86.58,0.3,36.44,3,313,95.3,83.23,0.64,28.75,1977,0.93,0.23,218600,287500,388300,169700,376,943,1001,625,999,25.1,25.2,12.7,0,0,7.32,50.87,47.92,56.66,83.18,24.9,691.9,5.87,0,75.72
12324,2.57,5.17,80.38,6.72,10.93,13.53,27.43,13.09,12.4,12324,100,21529,70.31,1.9,30.67,29.99,18.25,19.41,26429,11809,12940,7801,6666,7442,6633,8295,1950,16.38,9.21,23.91,11.56,11.6,51.19,7.83,27.47,14.69,21.07,15.83,30.52,19.78,17.87,3.06,61.21,57.02,67.77,63.6,42.57,57.84,519,4.95,900,16,34.44,40.78,47.56,1.17,2.52,2.98,3.47,87.83,3.22,5.41,3.4,2.43,2.47,2.4,44.29,5.92,61.64,2,284,94.41,43.59,7.04,25.35,1962,6.67,0,57300,71700,90700,33400,257,315,396,139,379,28.3,18.4,11.1,240,20,7.3,55.92,43.88,67.57,89.27,3.6,3393.2,0.22,0,1230.84
18828,2.83,0.14,99.16,0.29,0.91,14.73,28.34,13.54,7.71,18828,100,34179,84.66,0.84,38.22,21.61,2.87,14.1,36222,12689,12721,6000,8977,19400,7032,9363,1001,5.38,13.23,28.19,9.17,5.69,67.52,19.36,19.13,17.15,19.51,9.44,25.33,12.8,11.17,3.17,77.99,74.84,86.9,77.08,67.35,74.27,102,0.72,107,6.54,6.54,6.54,6.54,0.04,0.04,0.04,0.04,97.73,0.38,4.39,3.48,2.81,2.85,2.66,79.68,2.34,37.47,3,322,95.39,78.54,0.31,29.19,1968,2.57,0.34,54800,65700,76500,21700,305,369,428,123,465,25.2,17.4,11.9,0,0,0.57,79.93,58.72,75.47,94.05,11.7,1615.9,0.79,0,399.86
17655,2.65,0.99,98.06,0.62,0.48,13.57,26.76,11.61,8.83,0,0,36652,83.53,1.5,45.42,20.73,3.8,12.08,44967,17445,17455,16835,4789,21055,34000,17965,1308,7.5,6.92,18.89,29.14,2.82,70.06,19.38,20.67,10.91,30.58,9.71,22.66,13.17,11.53,3.1,80.65,80.09,86.27,84.29,68.75,71.97,190,1.44,240,34.17,37.5,37.5,42.08,0.46,0.51,0.51,0.57,97.94,0.55,2.73,2.06,2.63,2.89,2.16,70.25,1.22,44.11,3,478,93.29,63.86,0.21,25.94,1975,5.08,0.32,57300,94900,140700,83400,284,390,459,175,474,24.2,19.9,12.6,14,0,1.36,66.21,41.81,64.06,86.43,9,1972.2,0.06,0,682.12
23138,2.73,1.12,94.03,1.13,8.52,13.29,24.41,10.87,10.08,0,0,35140,76.74,0.96,44.19,23.2,7.91,17.81,39344,14639,14826,8884,12189,14610,11370,11983,1805,7.84,3.49,13.72,20.63,4.02,67.09,8.06,29.17,9.81,25.94,10.89,24.52,14.39,12.7,3.12,76,74.14,82.98,75.04,61.68,71.63,204,1.27,818,5.5,11,19.32,21.27,0.19,0.39,0.68,0.75,94.97,0.92,5.17,3.81,2.7,2.82,2.48,66.2,4.77,46.2,3,391,95.59,63.3,1.02,23.79,1976,2.11,0.43,154800,199600,267300,112500,408,477,575,167,533,28.6,27.3,11.4,0,0,3.5,63.57,41.31,74.92,94.45,26.2,884.5,0.21,0,332.61
24146,2.6,1.06,94.78,3.74,1.37,11.73,24.26,11.14,12.62,22191,91.9,44248,79.86,1.21,49.23,26.41,2.51,16.61,53208,20508,20501,18232,14667,23263,11015,14550,902,3.76,3.94,12.83,36.63,4.95,66.24,20.7,24.86,7.45,38.4,7.11,29.34,8.75,7.96,3.12,86.54,85.93,91.91,85.65,57.08,67.89,126,0.74,1478,9.13,16.91,28.62,32.95,0.56,1.04,1.75,2.02,91.46,0.65,3.78,2.67,2.57,2.84,1.93,77.78,0.9,43.98,3,753,92.51,70.39,0.93,47.41,1963,0.42,0.4,135600,166000,215200,79600,477,599,682,205,658,25.9,23.2,14.2,0,0,6.12,72.44,61.93,83.29,90.75,21.5,1124.1,0.54,0,421.34
16367,2.81,0.56,96.62,1.88,1.87,13.8,21.98,9.82,6.76,16367,100,45474,86.98,0.89,55.82,15.39,2.44,12.71,49811,20168,20442,19028,7130,11941,8667,18503,637,3.92,1.96,7.91,36.54,2.64,72.24,13.21,25.25,6.88,40.36,7.94,21.14,11.74,9.89,3.14,83.66,83.31,90.55,83.8,62.12,73.11,58,0.57,624,10.74,11.38,12.34,14.9,0.41,0.43,0.47,0.57,96.12,0.42,3.55,2.87,2.8,2.89,2.49,80.71,1.34,24.74,3,131,97.8,78.28,3.82,18.32,1974,2.13,0.2,75600,102500,149700,74100,360,422,549,189,511,24.3,21.8,14.3,0,0,3.81,48.96,44.8,64.88,82.56,6.9,2383.1,2.33,0,280.44
46109,2.54,17.13,72.81,0.92,13.71,12.89,25.97,12.27,14.32,46109,100,23194,73.63,1.53,34.61,29.75,8.19,15.93,29872,12914,15046,6892,11118,16177,6754,6807,8544,19.16,11.05,26.22,20.37,6.66,57.09,16.23,33.19,16.52,27.51,13.01,24.53,15.23,14.19,3.05,69.37,64.78,75.73,68.84,62.13,68.7,1347,3.77,1299,9.7,12.39,22.4,35.41,0.27,0.35,0.63,1,87.17,1.45,4.71,3.19,2.45,2.57,2.32,55.45,4.85,55.35,2,2565,87.62,52.91,1.6,32.9,1970,12.31,0.32,36500,55800,79100,42600,211,283,350,139,354,25.2,19.1,13.2,54,0,2.82,72.14,45.27,78.02,92.63,44.5,1035.9,0.09,0,1164.57
11452,2.75,0.39,98.63,0.71,0.47,12.5,25.72,10.99,8.02,11460,100,39738,85.48,0.55,49.45,19.45,3.39,15.86,43523,15866,15943,0,847,10621,7300,11359,301,2.66,5.43,16.17,20.29,2.84,71.79,26.42,18.73,15.25,27.17,7.98,22.52,11.58,9.86,3.16,85.12,83.58,93.38,84.97,72.12,75.18,48,0.61,139,0,0,14.39,39.57,0,0,0.17,0.48,97.02,0.08,3.07,2.35,2.71,2.85,2.3,78.53,0.91,32.07,3,105,97.54,74.67,0,33.33,1974,2.23,0,65500,81600,98700,33200,319,378,439,120,455,23.4,20.2,11.3,0,0,1.21,70.58,51.5,71.58,92.61,12.7,904.6,0.19,0,134.91
15614,3.11,18.53,78.72,1.5,2.89,23.11,39.34,26.05,9.77,15614,100,34218,79.25,0,34.66,26.38,7.6,19.59,39852,12684,13844,8091,37500,7793,9456,8773,1959,14.31,8.39,24,21.74,8.11,59.52,15.83,28.93,12.93,27.4,7.51,44.46,9.84,8.77,3.2,69.11,63.76,82.39,65.72,53.79,67.14,609,6.2,612,10.62,29.9,33.17,35.29,0.42,1.17,1.3,1.38,92.58,0.87,6.32,4.72,2.72,2.93,2.42,63.84,2.87,41.25,3,421,92.26,59.25,2.38,23.28,1962,3.51,0.39,80800,97600,122500,41700,287,428,491,204,474,26.3,21.6,13.8,7,0,3.92,57.29,45.91,65.48,88.61,9.5,1635.9,2.53,0,412.04
40674,2.86,9.59,73.08,3.67,23,13.21,27.91,12.4,10.76,40706,99.87,28698,76.06,0.3,30.3,26.99,11.75,20.34,31796,11474,12219,10522,9202,10296,8300,8090,5947,14.82,8.42,25.02,10.5,9.95,53.26,11.16,17.45,15.6,20.13,10.68,25.48,14.97,12.88,3.27,72.99,68.82,81.88,71.79,45.69,53.44,1203,3.75,4628,18.99,29.19,35.98,46.43,2.16,3.32,4.09,5.28,80.14,3.9,8.02,5.99,2.83,2.83,2.82,60.79,8.58,47.58,3,1386,91.13,60.76,2.09,23.81,1983,4.54,0.2,82800,102800,125000,42200,367,443,537,170,508,29.8,26.2,12.1,20,104,11.35,47.75,28.85,56.09,84.71,43.3,938.5,0.18,0,867.49
50323,2.76,1.72,83.17,5.48,16.31,14.74,29.59,13.43,7.21,50323,100,31699,83.28,1.15,31.89,17.57,11.05,11.27,36981,13160,13899,9777,8634,9758,9376,9023,5173,10.34,6.78,18.17,20.13,5.79,68.5,9.08,25.54,11.52,26.75,10.45,28.22,15.61,13.18,3.25,73.51,72.49,81.26,76.86,59.21,70.44,886,2.63,3533,19.33,29.55,38.72,49.45,1.36,2.07,2.72,3.47,85.24,2.28,5.66,4.07,2.75,2.92,2.54,56.64,5.66,45.79,3,629,96.67,53.18,1.27,18.76,1976,1.57,0.13,75700,92300,116000,40300,350,405,480,130,474,26.6,22.9,12.1,40,0,7.02,64.52,34.79,77.6,91.16,14.8,3393.8,0.95,0,402.75
23146,2.53,37.7,61.68,0.32,0.48,13.35,23.9,11.11,16.62,0,0,19205,67.87,1.06,32.97,34.84,10.45,16.75,24357,11408,15249,5147,4971,13996,24600,5886,5581,24.83,10.86,32.44,16.25,7.53,51.51,21.73,22.81,17.68,23.44,11.15,25.2,13.99,12.73,3.05,62.36,55.34,68.6,65.37,60.25,68.27,1338,6.64,181,11.05,11.05,28.18,34.81,0.09,0.09,0.22,0.27,97.87,0.44,5.22,3.56,2.45,2.43,2.5,63.43,4.23,49.87,3,1111,89.18,64.14,3.6,55.27,1957,14.49,0.43,28600,42300,63700,35100,135,197,275,140,310,28.1,18.1,14,0,0,0.78,74.38,60.45,85.9,92.2,16.2,1429.8,0.2,0,516.96
395934,2.49,31.78,65.61,1.82,1.41,13.02,28.82,13.38,8.89,396003,100,31873,84.82,0.51,37.52,19.77,5.19,10.93,38553,16793,20639,9286,10462,12525,9673,14363,42312,10.83,6.02,19.02,28.35,4.16,70.05,14.3,20.58,13.19,28.73,11.21,33.07,15.05,13.26,3.05,67.14,62.84,77.44,68.57,64.88,72.7,18018,6.75,15119,20.9,31.52,43.48,51.66,0.8,1.2,1.66,1.97,93.7,1.09,4.26,2.8,2.45,2.62,2.25,58.65,3.33,48.98,3,11439,93.29,54.98,3.16,25.91,1970,4.28,0.4,59600,81300,121300,61700,277,377,467,190,462,24.3,20.1,12.6,534,104,3.82,54.84,45.81,75.14,81.25,180.5,2193.2,4.44,6.88,1787.2
25792,2.74,6.18,84.05,8.85,3.69,10.69,25.06,10.15,6.07,22081,85.61,54305,90.79,1.35,56.12,14.24,1.48,10.35,59264,21881,22559,20205,23996,17351,12932,16986,757,2.94,4.08,10.22,40.03,3.5,76.13,17.6,24.28,6.93,40.41,6.74,26.99,9.69,8.25,3.18,87.36,86.51,94.38,83.18,55.34,66.87,189,1.27,2966,11.73,20.33,27.48,37.09,1.35,2.34,3.16,4.26,82.81,1.68,3.85,2.89,2.74,2.9,2.25,79.17,1.57,36.7,3,554,94.44,74.64,1.44,34.3,1979,0.36,0.17,151900,182600,237100,85200,602,727,887,285,849,24.3,24.2,14,0,0,11.5,49.64,48.98,70.86,82.33,42.4,607.7,6.38,0,141.42
97291,2.96,7.41,79.38,3.72,15.23,13.9,29.54,12.94,7.21,96687,99.38,38388,82.88,0.47,35.83,18.73,10.18,16.21,41339,14842,16005,10072,9788,14989,8807,9296,9128,9.9,5.84,19.72,16.2,6.94,61.3,18.97,20.77,11.5,28.05,11.35,29.16,16.06,13.73,3.27,74.48,69.97,82.44,75.3,51.46,62.08,3214,4.7,8899,19.79,27.97,36.57,46.02,1.81,2.56,3.34,4.21,85.62,2.71,7.29,5.43,2.83,2.89,2.72,64.36,6.6,40.64,3,3316,90.84,62.94,1.72,18.06,1980,2.46,0.48,107100,133700,163700,56600,448,542,649,201,610,27.6,24.4,11.7,49,0,9.15,50.43,32.03,74.4,86.2,92,1057.6,1.04,0,1218.85
21652,2.73,11.91,83.95,3.03,3.6,10.98,21.64,10.3,13.3,21659,100,57568,82.53,0.48,63.1,28.15,2.38,17.07,65102,25448,26746,20019,49200,12139,19090,17549,690,3.21,5.33,12.26,47.87,3.45,68.82,12.75,30.39,4.76,46.1,5.08,29.52,8.07,6.66,3.15,85.06,84.16,95.21,82.73,58.6,68.57,225,1.57,2869,14.08,21.89,24.99,31.4,1.87,2.9,3.31,4.16,82.91,1.75,4.35,3.32,2.72,2.86,2.17,83.84,1.17,23.6,3,214,97.37,79.78,0,42.06,1939,0.45,0,160200,199300,249200,89000,466,623,825,359,746,26.9,23.8,14.7,0,0,13.25,53.71,64.77,78.53,85.93,4,5423.3,17.63,0,450.45
28880,2.71,1.06,96.63,1.81,1.04,11.14,19.25,9.09,17.05,26209,90.75,41450,77.48,1.44,64.29,29.92,2.79,19.62,46682,19703,19965,11252,10654,13279,7150,9682,656,2.42,7.27,17.21,32.56,2.34,62.04,24.13,26.49,11.39,35.92,5.69,20.84,7.68,6.78,2.97,86.51,85.53,93.27,86.04,56.35,68.51,166,0.75,980,7.65,11.53,27.76,32.96,0.26,0.39,0.94,1.12,93.05,0.68,2.75,2.08,2.55,2.7,2.14,77.84,0.7,26.11,3,353,96.79,73.57,0,32.58,1966,0.47,0.17,86300,112900,156700,70400,357,487,560,203,555,22.2,20.7,11.7,0,0,3.39,72.61,56.23,82.27,89.2,24.9,1162.1,1.29,0,125.96
13116,2.44,0.99,93.95,2.62,4.93,17.19,32.43,18.85,9.06,13138,100,29099,81.58,1.8,48.61,18.68,3.47,14.13,35602,14969,15402,10175,8665,6601,9579,9799,1390,11.52,3.3,11.94,33.41,5.14,64.64,15.14,27.85,11.19,34.92,11.24,42.9,15.55,13.2,2.82,72.4,69.9,86.26,75.61,67.6,74.22,67,0.86,693,33.33,44.44,48.48,50.51,1.76,2.35,2.56,2.67,92.18,0.4,2.34,1.49,2.22,2.37,2.03,60.59,1.9,55.18,2,443,92.39,56.93,1.35,28.44,1970,3.22,0.31,77800,94700,121600,43800,307,374,451,144,416,27.4,23.4,12.9,0,0,5.27,37.81,37.97,63.5,80.73,7.8,1685,2.86,0,286.09
29101,2.95,16.99,79.42,2.3,2.3,15.64,34.53,16.69,5.38,29101,100,25009,86.23,0.64,32.39,16.43,4.62,18.15,28163,10337,11182,6917,7566,7128,7998,7963,3218,11.59,5.7,17.14,12.18,6.17,68.58,13.12,19.49,15.87,21.85,9.11,25.01,13.02,11.06,3.21,78.48,75.82,85.44,77.83,63.64,71.6,564,2.95,939,20.34,29.5,33.44,38.76,0.66,0.95,1.08,1.25,94.63,0.44,4.05,3.23,2.81,2.77,2.85,46.4,4.1,41.19,3,1036,90.49,47.11,0.97,30.02,1971,7.83,0.43,43100,55100,71200,28100,234,294,366,132,389,24.9,20.6,12.3,0,0,3.23,43.18,35.25,62.97,69.32,20.4,1429.9,0.6,0,824.52
203056,2.38,55.22,43.35,0.88,0.93,13.35,29.11,15.34,13.66,203056,100,23551,74.21,0.46,31.91,28.24,10.18,15.96,29021,13993,20876,8676,16087,9641,12168,11581,40103,20.89,12.2,31.91,24.24,6.43,58.44,12.18,27.61,14.02,27.35,14.48,42.45,16.82,15.77,2.97,45.21,38.54,54.76,49.69,63.65,70.49,18852,13.21,3720,15.08,25.16,34.33,42.9,0.28,0.46,0.63,0.79,96,0.4,5.14,2.88,2.25,2.39,2.12,49.25,3.06,57.24,2,8804,90.65,46.3,10.89,40.3,1953,8.45,0.6,47700,66600,98200,50500,232,333,424,192,413,27.5,21.4,14.5,287,3,1.83,70.47,49.59,77.75,89.86,62.3,3259.7,12.86,4.64,1617.17
13842,2.35,0.41,94.65,1.98,7.95,8.23,18.3,6.98,13.57,13842,100,45892,80.46,1.07,65.77,25.19,0.73,15.55,53342,24462,24669,12941,16625,36559,10485,12650,460,3.33,2.73,7.59,48.93,2.69,70.55,8.73,31.56,3.65,48.83,9.63,23.77,15.57,12.8,2.86,78.29,77.07,91.35,86.93,69.26,74.41,27,0.32,703,0.85,5.26,15.08,30.16,0.04,0.27,0.77,1.53,89.62,1.21,2.69,1.82,2.35,2.36,2.33,75.61,1.36,30.49,3,319,94.85,75.35,1.25,32.6,1953,0.87,0.24,83600,108900,146700,63100,445,529,632,187,675,20.2,18.5,12.1,0,0,5.08,60.71,57.14,86.99,94.36,3.7,3697.1,1.11,0,347.97
25651,2.45,1.14,97.54,0.78,1.65,10.2,20.19,9.78,20.09,25651,100,43888,72.61,0.59,63.59,40.45,2.9,27.88,53111,22246,22300,13950,7308,24309,35625,16493,684,2.7,9.52,19.99,28.27,3.46,59.41,11.98,25.88,7.8,35.86,5.37,27.71,8.27,6.95,2.94,82.44,80.92,92.58,85.78,63.79,74.07,150,0.76,3166,1.64,2.4,5.43,9.41,0.2,0.3,0.67,1.16,81.39,2.31,2.53,1.81,2.42,2.56,1.88,84.09,0.47,37.93,3,320,97.03,79.48,0.31,26.56,1958,0.52,0.06,154500,185400,240200,85700,285,558,655,370,606,27.3,21.7,13,23,0,12.34,67.3,71.43,93.86,95.63,12.8,1997.9,3.82,0,210.28
15791,3.42,0.39,59.45,6.07,58.24,17.55,32.3,17,10.11,0,0,24128,77.29,2.29,29.86,26.87,14.48,12.15,25588,8791,10570,3073,3594,11856,5231,5512,3443,22.42,31.51,46.11,10.39,15.46,54.83,10.78,20.62,15.6,16.62,5.78,34.22,10.18,7.91,3.66,72.71,66.94,74.16,75.17,59.6,66.27,722,5.6,4484,24.82,38.38,45.56,52.79,7.05,10.9,12.94,14.99,48.3,18.35,16.1,13.39,3.35,3.21,3.53,55.12,20.6,53.37,2,147,96.91,57.43,2.04,32.65,1970,6.82,0.59,61300,74500,95500,34200,269,357,421,152,431,29.1,22.1,11,0,0,28.4,50.62,45.21,79.38,90.01,4,3912.5,0.91,0,724.94
11727,2,3.33,95.17,0.52,2.24,7.23,16.79,7.78,31.15,11727,100,21397,54.78,0.8,51.16,50.86,4.5,26.89,27824,13842,14181,6628,12743,8807,6605,11181,1152,10,8.91,27.71,15.37,5.79,45.05,11.43,22.77,14.59,21.18,13.4,22.88,14.62,14.08,2.56,63.41,59.6,74.95,72.23,77.18,81.36,82,0.81,1121,4.46,7.85,12.76,16.06,0.43,0.75,1.22,1.53,88.26,1.88,1.65,0.95,1.96,1.96,1.96,71.28,1.65,77.25,2,1204,82.99,71.28,0.58,27.41,1960,3.85,0.1,40800,50200,64900,24100,281,345,407,126,427,30,22.7,12.2,0,0,9.56,17.99,52.35,76.22,80.9,2.9,3988.8,1.51,0,1305.64
27134,2.47,0.53,96.09,0.84,0.52,14.51,26.47,13.78,15.12,27134,100,20905,69.17,0.2,41.01,35.36,12.76,15.19,26552,10769,10964,8655,7206,2089,3583,7807,4450,17.1,8.04,22.68,15.93,9.73,54.86,10.52,29.31,15.07,21.55,10.51,32.75,13.37,12.05,2.98,64.68,64.84,71.73,65.8,57.44,67.47,606,2.57,453,8.61,12.14,23.18,26.93,0.14,0.2,0.39,0.45,96.73,0.52,3.17,2.05,2.36,2.55,2.07,66.06,1.1,48.92,3,683,94.15,61.19,9.08,38.36,1939,3.59,0.47,26700,37300,51700,25000,168,238,302,134,295,27.5,18.4,13.4,13,0,1.67,59.59,58.23,85.26,89.4,38.3,709,1.77,0,273.7
21211,3.15,0.37,98.68,0.59,2.18,14.15,25.13,10.33,5.24,0,0,50987,89.62,0.69,48.49,15.49,2.24,11.99,52606,17509,17318,23989,0,34439,30377,17382,621,2.93,3.3,10.12,22.91,4.96,70.64,17.2,20.58,10.9,30.74,5.88,23.35,6.95,6.42,3.45,90.14,88.77,97.47,86.38,47.17,60.96,82,0.66,901,2.77,4,4.55,7.44,0.12,0.17,0.19,0.32,93.76,0.16,5.45,4.64,3.15,3.2,2.67,91.4,1.28,31.2,3,1840,78.53,89.85,0.71,78.59,1973,0.16,0.36,129600,153200,185200,55600,544,675,826,282,812,24.1,25.6,14.3,1,0,4.25,66.1,60.41,73.07,94.68,70.8,299.6,1.32,0,115.14
19208,2.49,3.14,95.48,1.06,0.53,13.88,24.42,13.06,16.87,19208,100,25223,67.62,1.1,44.11,35.57,8.89,20.4,32442,13420,13668,7089,27800,3396,6772,3408,2512,13.87,14.3,28.26,23.72,6.43,51.66,14.74,29.13,13.25,29.87,9.78,23.93,13.93,12.11,2.9,72.29,70.54,77.01,81.97,55.45,63.79,191,1.13,240,27.92,35,37.08,55.42,0.35,0.44,0.46,0.69,97.18,0.26,2.17,1.49,2.35,2.46,2.16,67.19,1.09,44.84,3,562,93.21,64.23,0.89,37.19,1964,6.72,0.81,45300,64900,89900,44600,145,230,305,160,305,25.6,18.2,12.1,0,0,1.25,67.34,48.93,76.94,85.44,14,1375.9,0.18,0,604.73
12520,2.51,24.53,74.92,0.16,0.33,14.14,24.62,11.95,15.67,0,0,19950,66.19,1.01,28.19,36.92,9.76,14.93,26675,10760,12455,5695,7511,0,0,11972,2436,19.6,13.95,34.23,17.7,4.75,55.95,30.99,23.16,24.02,27.5,8.91,24.15,13.89,11.68,3.07,69.4,63.69,81.36,74.24,62.52,68.52,279,2.43,81,0,0,0,32.1,0,0,0,0.21,97.93,0.45,4.86,3.41,2.5,2.6,2.33,64.91,3.82,46.9,3,442,91.85,62.41,2.49,54.98,1961,10.36,0.94,34000,51600,73800,39800,112,162,249,137,251,27,18.3,12.1,0,0,0.65,83.16,56.48,85.34,93.85,18.5,677.8,0,0,759.91
21877,3.32,0.17,79.44,0.48,79.69,17.95,29.1,14.43,14.2,21877,100,17645,65.06,2.02,24.94,35.6,17.97,13.55,19575,7597,8112,1421,8367,49293,4825,5711,7628,35.49,38.98,48.47,12.46,17.59,43.95,11.11,33.91,14.55,24.04,5.3,29.52,10.34,8.04,3.79,74.52,67.32,83.15,80.93,54.71,60.66,403,1.8,4354,7.79,11.78,18.67,26.85,1.55,2.34,3.72,5.34,23.83,19.62,16.52,13.11,3.26,3.28,3.23,62.9,23.68,68.17,2,2260,74.47,62.59,18.5,17.04,1973,13.37,1.49,22600,35700,55700,33100,124,199,299,175,248,24.1,21,13.2,0,0,19.9,62.36,63.25,88.34,93.6,8.7,2515.8,0.4,0,487.18
18630,2.7,1.2,93.59,4.94,1.67,11.8,20.64,9.94,15.09,18630,100,83275,80.91,0.5,76.81,29.27,2.17,15.57,102529,52621,54572,17442,0,26403,27611,38134,359,1.94,3.17,7.27,60.94,2.25,62.44,8.72,33.93,2.04,56.1,3.8,25.54,6.26,5.1,3.06,89.7,89.53,98.86,87.22,45.55,55.46,72,0.53,2477,11.51,17.12,20.79,27.49,1.53,2.28,2.76,3.66,83.99,1.23,3.16,2.48,2.68,2.85,1.92,86.96,0.54,20.15,3,199,97.2,81.76,1.51,37.69,1947,0.17,0.24,264600,382300,500001,235401,639,792,979,340,849,27.1,19.8,12.8,9,0,13.3,44.14,66.9,80.27,85.71,9.7,1915.8,17.53,0,116.35
10701,2.54,3.88,94.36,0.28,2.26,12.74,26.88,12.67,15.18,10701,100,23534,73.82,0,37.85,36,8.83,17.47,29790,11723,11858,10197,6174,8013,6880,5206,1125,10.77,12.14,38.35,7.55,5.25,61.9,43.49,15.41,35.97,12.23,11.62,29.76,13.3,12.52,3.05,68.38,64.24,65.75,75.96,77.72,78.17,404,4.7,64,51.56,51.56,51.56,57.81,0.31,0.31,0.31,0.35,96.46,0.64,4.16,2.77,2.47,2.68,2.12,68.11,1.64,43.06,3,232,94.79,62.77,12.07,56.47,1939,5.07,1.91,42400,55000,71000,28600,207,288,361,154,357,27.3,20.9,13.5,87,0,0.6,91.15,55.75,90.57,96.91,2.5,4299,1.71,0,519.3
66462,2.55,1.05,92.6,3.27,3.96,13.12,25.05,11.86,13,66462,100,25828,71.05,0.84,34.66,28.7,14.66,18.31,31575,13040,13488,7204,10277,5694,7031,10361,9343,14.31,5.96,19.01,16.64,8.74,55.53,9.42,26.47,11.87,27.55,13.16,24.74,17.96,15.71,2.97,67.38,64.95,72.97,74.45,52.26,62.15,1178,2.26,2543,6.8,21.67,32.72,51.16,0.26,0.83,1.25,1.96,93.75,1.45,4.41,3.17,2.48,2.49,2.47,53.69,4.49,48.58,3,1133,95.84,53.47,2.38,24.36,1974,3.06,0.45,74900,95300,124300,49400,304,373,465,161,439,29.3,21.9,11.3,302,282,3.83,59.04,34.92,68.14,88.76,53.1,1252.4,0.86,0,631.89
26989,3.19,2.42,96.42,0.95,0.7,17.76,25.22,11.56,4.81,26989,100,47346,91.74,1.29,47.98,13.08,1.55,11.47,49013,16080,16278,10216,10841,12906,10518,10733,620,2.33,1.84,9.08,23.51,2.41,74.51,12.97,22.7,8.55,30.98,4.69,22.12,8.2,6.5,3.34,88.51,85.69,98.36,87.67,65.11,74.14,33,0.2,419,7.88,7.88,21,31.26,0.12,0.12,0.33,0.49,96.22,0.49,2.74,2.48,3.15,3.16,3.02,91.27,0.77,6.2,3,351,96.01,90.88,0.28,26.78,1977,0.38,0.41,78300,91200,110500,32200,369,469,616,247,607,23.9,21.4,11.7,0,0,1.55,57.97,47.99,82.2,84.94,14.9,1808.4,0.05,0,204.32
10988,2.65,0.14,99.53,0.27,0.26,10.95,20.52,9.77,21.11,10791,98.21,25344,70.8,0.37,44.12,37.85,5.9,22.83,32101,11602,11617,3500,0,0,0,10000,936,9.05,15.15,30.9,12.48,6.44,53.19,20.46,23.82,19.01,22.72,7.18,29.72,7.34,7.27,3.04,81.85,79.19,96.74,81.49,54.56,64.95,79,0.94,148,11.49,11.49,17.57,17.57,0.15,0.15,0.24,0.24,91.75,0.52,3.19,2.29,2.49,2.61,2.13,78.87,0.72,34.51,3,238,94.56,75.3,5.88,67.65,1939,1.38,0.39,40400,57000,84200,43800,174,238,322,148,318,25.7,18.5,13.6,0,0,1.35,91.43,73.23,93.79,96.62,13.5,814.9,2.17,0,178.97
