ID,TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
85357,15,5,15,5,10,16,13.6,10.73,17,64,13,32,53,6,17,23,47600,31,43797
185024,8,6,68,3,15,5,7.67,23.85,11,129,34,53,144,7,17,37,47600,31,43797
85476,5,4,21,2,15,25,4.25,5,18,126,13,34,70,6,16,31,19800,27,35060
5733,10,5,30,1,8,7,6.8,8.57,16,104,18,36,75,8,16,27,56900,45,36897
85517,3,8,32,6,15,5,3.63,3.81,17,80,12,30,63,6,17,25,47300,34,0
190647,10,4,6,2,3,12,8.25,7.17,18,49,13,29,36,6,13,14,46000,40,0
85579,20,1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,52200,44,43944
85617,9,3,7,2,5,11,9.67,8,16,52,14,33,42,6,15,16,48600,27,44444
85619,5,4,6,4,6,5,8,8,19,44,12,33,38,6,16,16,43500,36,39267
189880,10,3,3,3,3,5,8.33,8.33,19,32,10,24,23,5,11,10,52800,35,47005
83497,15,2,2,1,1,20,15,15,18,24,12,23,20,6,11,9,37500,28,39773
85716,25,2,2,1,1,25,25,25,19,30,13,28,24,6,13,11,35700,38,38047
85890,20,6,17,4,11,20,16.83,14.41,15,127,9,23,52,4,11,19,16700,32,34792
85922,10,1,17,1,11,10,10,10.76,18,130,11,28,74,4,11,30,43200,35,43279
85920,20,2,9,2,4,10,12.5,9.78,18,81,13,31,56,6,15,23,27800,0,0
85931,6,7,18,5,11,6,6.29,6.11,17,74,13,34,58,6,17,24,24600,28,43750
86017,10,2,16,2,13,10,10,7.13,17,127,5,20,68,2,9,24,59500,39,53133
86073,10,4,16,2,7,10,6.75,5.94,18,74,13,32,57,6,16,23,21600,31,39583
86089,12,3,18,0,7,12,10.67,6.22,18,75,12,33,58,5,5,23,42200,26,0
86205,25,1,11,0,8,20,20,12.91,18,124,13,32,67,6,6,31,52700,23,51969
86225,10,1,4,1,3,20,20,13.5,22,77,10,27,40,4,11,15,49900,39,38844
129846,11,2,2,1,1,20,12.5,12.5,18,24,12,23,20,6,11,9,86700,31,55201
86311,6,5,6,4,4,7,6,5.5,16,28,12,24,24,5,11,9,53000,26,36445
2159,9,3,15,2,11,10,12.33,9.27,5,105,27,46,81,11,21,34,19800,22,27500
86436,5,9,35,7,21,5,5,5.63,23,130,12,31,74,6,17,34,85700,33,50505
86528,3,5,24,3,16,3,3.6,3.08,17,130,12,30,74,5,13,28,67500,41,42349
86580,5,8,38,8,28,5,5,3.82,17,129,12,32,82,6,17,33,26300,24,39276
86587,2,6,31,3,15,3,3.67,2.71,19,130,10,31,66,5,15,30,15000,26,29583
86626,6,4,15,0,6,6,4.5,3.4,18,116,9,26,58,4,4,24,79900,33,54528
86640,13,7,29,4,19,6,7.57,6.86,17,119,11,30,81,5,16,33,55300,29,0
86692,19,2,5,0,2,19,16,12.2,18,53,13,33,43,6,6,17,34900,26,42467
189882,10,1,2,1,2,15,15,10,23,37,10,24,23,4,9,9,83200,19,42599
86926,15,1,10,1,5,15,15,8.8,17,119,13,31,67,6,14,30,58500,31,33923
11195,10,5,20,2,12,10,10,11.8,18,119,23,42,100,6,15,29,58900,30,49190
87016,23,3,6,1,3,23,24,22.83,26,45,10,32,43,5,16,17,42500,35,34792
7676,35,2,23,0,7,35,32.5,13.78,25,113,25,47,110,6,6,29,46600,25,41329
87067,15,1,11,0,7,20,20,13,26,76,10,31,59,5,5,23,40300,37,39456
87071,15,3,16,1,8,15,10.33,6.5,25,126,11,32,67,6,16,30,53500,36,39456
87121,20,1,1,1,1,20,20,20,17,17,10,16,15,4,7,6,47800,48,34410
87127,10,2,3,0,0,15,10,10,19,28,10,23,22,5,5,10,86200,36,38976
87210,20,2,5,0,2,15,15,11,24,113,9,24,49,4,4,19,42300,27,38889
87217,20,2,5,1,4,15,14.5,12.6,20,52,12,32,41,6,15,18,35000,32,34583
87324,7,5,20,2,5,5,5.8,5.65,15,99,8,25,41,4,13,15,34700,41,0
87395,20,5,10,3,6,21,19.4,15.1,18,91,13,31,62,6,15,23,84200,30,48958
87538,10,1,3,1,2,5,5,8.33,15,24,13,23,21,5,9,8,56100,40,0
87471,15,4,9,3,5,15,7.75,6.33,15,52,11,30,39,4,13,15,52200,25,37694
2950,2,2,20,0,5,5,8,4.85,5,76,32,51,78,6,6,21,71700,31,48045
87508,9,5,19,2,10,8,8.6,6.26,19,129,14,35,72,6,16,32,62100,39,40341
87706,12,4,5,1,1,13,12,11.4,18,38,12,29,29,6,13,11,43400,44,33016
87771,20,2,6,0,1,20,16.5,13.33,19,57,13,34,47,6,6,17,166700,30,83754
87939,30,1,7,0,3,25,25,13,18,75,13,35,55,6,6,22,529400,29,0
188721,20,1,11,0,3,20,20,12.45,5,113,17,38,71,8,8,33,115900,27,76293
88153,13,4,16,3,9,5,7.75,8.06,24,122,6,26,60,3,14,27,138000,32,56828
8669,10,3,18,1,8,10,10,8.39,18,128,15,35,81,7,16,33,175700,23,87665
88213,20,1,4,0,2,15,15,16.25,26,65,10,28,46,4,4,16,315700,19,87665
88535,26,1,10,0,5,21,21,8.4,17,130,12,24,58,5,5,26,236000,19,66090
31953,12,2,9,2,6,15,15,12.22,25,86,14,34,54,6,16,24,121000,26,76594
12454,15,2,7,1,2,10,12.5,9,17,45,27,47,62,6,15,16,301700,41,106020
88709,15,2,9,1,6,15,15.5,9.56,26,81,10,30,54,5,16,23,156900,29,0
89030,11,6,8,4,5,10,5.33,5.63,17,40,13,32,31,6,15,14,53900,26,42613
31893,20,1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,37500,22,40014
89174,20,2,4,1,2,27,27,22.25,24,81,12,32,47,6,16,19,532400,39,122794
88868,8,6,7,4,4,8,7.67,7.43,17,28,13,24,24,6,12,10,231300,56,122794
89209,6,5,20,3,14,7,6.4,6.25,16,116,13,31,75,5,12,28,100300,38,70182
89288,15,2,5,0,2,17,16,10.4,24,75,10,29,49,4,4,18,124300,23,59456
1064,5,7,25,2,15,5,8.57,9.36,7,121,30,52,108,11,22,41,143700,24,0
92814,25,2,2,2,2,15,10,10,16,31,12,25,23,4,9,8,74700,15,56686
89768,11,2,18,1,9,5,6,5.11,15,113,13,32,71,5,13,27,96200,26,60152
89528,11,5,11,2,6,8,8.6,7.64,18,75,13,33,54,6,15,20,63300,27,55094
89653,3,7,33,6,20,7,5.57,4.82,17,124,12,30,74,6,17,32,131500,38,66661
89642,15,1,6,0,4,15,15,8.67,25,87,9,29,50,4,4,21,85400,26,0
89680,15,2,2,1,1,15,10,10,17,32,10,23,21,4,9,8,129000,34,81018
89677,15,0,1,0,0,15,0,15,23,23,8,8,13,3,3,5,171600,33,81018
5511,21,1,22,0,7,20,15,22.18,17,126,33,44,102,3,3,18,149300,34,88668
89863,23,4,13,2,8,25,22.5,14.38,15,102,14,36,69,6,17,28,111800,18,64856
89873,11,1,12,0,5,10,10,13.25,18,86,13,35,65,6,6,26,186500,20,68375
90031,3,4,18,3,13,5,4.75,3.72,17,128,12,27,67,5,13,28,121900,33,70339
90350,10,3,6,2,3,20,16.67,13.33,26,65,10,32,44,5,16,17,168900,36,91382
90371,15,2,6,1,2,15,11,7.17,16,96,12,27,51,5,11,20,163300,23,91382
28003,15,1,5,0,2,15,15,9.2,18,92,10,27,39,4,4,15,167100,36,0
89367,3,9,16,7,10,3,3.17,3.22,18,53,14,33,45,6,17,19,120900,17,0
90499,10,8,47,7,25,8,8.63,7.62,20,130,10,32,83,5,16,32,148000,24,72339
10384,10,2,12,1,7,18,17,9.67,17,128,16,37,83,6,16,31,126600,25,0
397,16,1,7,0,2,16,16,15.86,20,84,15,30,60,4,4,18,185700,25,93770
8460,5,8,52,5,19,5,5,5,6,57,34,54,88,13,22,23,208300,14,0
90765,20,1,6,1,2,20,25,26.67,18,44,15,35,40,6,17,17,87000,20,0
90775,17,1,7,0,4,15,15,10.71,24,73,11,30,51,5,5,20,109700,30,51904
90816,20,13,35,8,18,27,22.69,17.8,18,91,14,35,72,6,17,27,77700,31,0
90947,25,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,56000,30,52613
91879,20,2,3,0,1,20,15,12,18,56,14,27,35,6,6,12,103000,33,0
6292,20,2,25,0,8,14,19,13.24,5,126,32,51,114,8,8,33,107900,34,70936
91194,7,4,19,3,17,9,8,7.89,17,130,11,25,77,5,11,28,53900,38,44714
190799,4,4,17,2,9,5,4,3.06,17,67,11,28,44,5,13,19,84100,37,80172
91467,8,5,17,3,9,8,8.2,6.59,18,77,11,30,57,5,14,22,69300,32,61831
91507,14,4,4,2,2,10,8.75,8.75,16,29,13,26,23,6,12,10,105800,28,69121
91627,7,4,18,3,11,8,6.5,5.44,16,129,13,29,59,5,11,22,109800,35,53341
91779,20,1,1,1,1,20,20,20,17,17,11,16,14,5,7,6,106300,49,61655
91787,25,1,2,1,1,15,15,12.5,20,44,10,24,28,4,9,10,170500,25,61655
11704,10,3,13,2,9,11,11,8.62,19,88,21,41,80,6,15,23,12800,19,56942
12330,100,2,12,0,5,100,100,41.83,4,125,27,49,87,6,6,31,132600,0,0
91707,10,1,1,1,1,25,25,25,19,19,9,14,10,4,7,5,185200,26,86282
90894,4,9,19,5,9,5,4.22,4.47,18,81,13,32,58,6,17,23,82700,29,0
91861,12,3,16,1,6,12,12,10.38,15,80,12,32,60,5,14,23,138000,24,67201
11064,10,6,19,5,9,10,10.33,10.32,17,57,32,51,85,6,17,22,107500,32,71014
92021,20,1,1,0,0,20,20,20,20,20,10,17,15,4,4,6,96000,33,43191
92052,10,3,20,1,13,10,6.67,5.55,18,124,12,31,74,5,13,30,58700,33,43191
92079,15,4,13,2,6,20,15.25,12.31,18,81,13,35,64,6,17,25,100800,30,59014
92183,5,7,16,5,9,5,5.71,5.38,15,57,13,34,50,6,17,20,124000,27,79730
92241,20,2,21,1,13,15,15,7.62,26,130,9,26,70,4,12,29,125000,28,81739
92244,5,5,16,4,11,5,4.6,4.5,18,125,12,32,65,6,17,31,161400,32,81739
92272,20,6,7,4,5,20,17.5,16.43,16,41,15,35,40,6,16,15,54900,32,0
92293,5,4,5,3,3,6,4.75,5.8,16,24,15,25,24,6,11,9,335900,19,114584
92355,25,2,8,2,4,15,8.5,8,18,45,13,35,41,6,17,18,141300,38,81042
92348,10,5,5,2,2,10,8.6,8.6,18,32,11,28,29,5,13,12,201600,32,81042
187755,10,4,5,2,2,10,10,10,17,52,6,14,21,1,5,8,197700,16,0
93184,10,2,16,1,7,10,10,5.44,19,103,11,30,66,4,12,26,0,54,98951
93065,10,4,16,2,8,10,9.75,9.56,18,88,6,22,60,3,12,22,137500,18,0
92802,10,2,6,2,4,20,17.5,11.33,17,53,13,34,45,6,17,18,0,15,0
92963,20,1,1,1,1,20,20,20,16,16,11,16,13,5,7,6,90000,17,122735
93218,10,4,4,3,3,25,11.25,11.25,16,33,14,30,30,6,13,11,30200,17,0
93334,30,2,2,1,1,30,27.5,27.5,18,24,13,25,21,6,11,9,61900,27,40131
93397,20,1,1,1,1,20,20,20,17,17,11,16,14,5,7,6,58200,39,0
93356,25,2,6,0,3,20,17.5,11.83,18,64,14,33,50,6,6,20,61300,23,41449
93432,11,3,11,0,5,10,9.33,6,18,92,13,31,58,6,6,22,61300,23,0
93496,10,4,22,4,12,4,6.5,4.45,15,122,7,18,36,4,12,18,81900,17,0
94804,30,1,1,1,1,15,15,15,21,21,8,15,13,3,6,5,225000,12,0
93538,36,1,3,0,2,26,26,20.67,26,67,10,27,46,5,5,17,43800,11,25265
93681,16,1,6,1,4,16,16,12.33,17,79,11,26,47,4,10,17,68200,35,42011
93684,11,4,8,2,4,11,11.25,8.88,15,104,12,30,57,6,14,23,59500,23,42011
93713,20,2,2,2,2,16,13,13,23,30,10,24,22,4,10,9,70400,18,44965
93809,10,2,12,1,5,10,10,7.58,18,93,12,32,60,6,15,25,105900,32,0
93824,10,5,26,4,16,10,8.4,4.58,16,126,12,32,68,5,15,31,110500,25,59493
93883,4,7,9,3,4,5,3.86,3.56,18,41,14,31,33,6,14,13,57400,17,40935
93894,11,8,16,3,8,5,5.25,5.44,15,75,13,34,58,6,17,23,54000,18,40935
93880,5,2,3,0,0,20,15,12,18,32,12,31,28,6,6,13,58300,17,40935
94177,11,4,16,3,9,10,8.5,5.56,16,130,17,37,74,6,15,29,90400,33,54425
94239,15,4,4,2,2,10,10,10,15,28,12,24,25,5,11,10,475000,13,37766
441,10,11,28,4,7,5,5,5.5,8,80,25,47,90,11,22,34,55000,19,19203
94757,12,4,12,3,7,10,13,11.25,18,65,13,33,55,6,17,23,127900,22,58656
94915,15,1,6,1,3,15,15,12.17,15,92,10,25,47,2,8,17,146300,23,48209
94902,30,1,1,1,1,30,30,30,24,24,11,21,22,5,9,8,103100,19,0
94920,15,1,6,0,5,20,20,21.17,17,88,13,31,58,6,6,22,134900,19,48209
94021,10,1,1,0,0,20,20,20,20,20,10,16,15,4,4,5,116400,22,56544
3933,20,1,16,1,9,11,11,8.56,21,139,18,36,72,6,14,27,91200,23,0
1249,32,5,13,3,7,11,11.4,9.38,7,69,23,44,88,11,21,35,143500,43,0
189508,7,7,24,3,12,6,5,4.67,15,124,12,30,70,5,13,27,68000,0,0
95097,10,3,9,3,8,15,13,9.33,17,114,13,33,67,6,15,29,61100,31,55548
95132,25,2,5,0,2,20,17.5,14,17,75,13,29,48,6,6,18,51200,16,43714
95208,10,5,10,3,5,10,8,8.9,18,54,13,35,46,6,17,19,44500,41,41535
95351,12,2,28,1,11,10,13.5,8.07,26,124,5,21,58,2,10,24,81800,42,46887
95341,10,2,11,2,8,30,27.5,21.09,16,76,8,17,33,4,11,17,102800,24,0
95450,11,6,6,3,3,9,10.17,10.17,20,32,12,26,25,6,13,11,37700,35,44777
95536,20,1,3,1,1,20,20,16.67,16,23,15,22,20,6,10,8,88600,26,0
95654,20,2,6,0,2,20,16,10.67,17,76,14,32,48,6,6,18,67700,24,59774
95728,15,2,12,1,5,25,25,12.83,25,87,13,35,64,6,17,25,68700,33,49558
95879,30,3,5,1,2,20,21.67,23,16,45,15,37,42,6,17,17,36300,35,45055
6076,10,2,23,0,10,8,9.5,5.43,25,121,22,40,100,4,4,27,32800,49,45055
95943,13,4,6,2,3,15,10,10,18,41,13,33,37,6,15,14,43500,30,48341
96000,10,2,24,0,12,10,7.5,3.58,25,130,9,28,72,4,4,28,35900,22,41240
96003,6,3,10,3,4,5,7,4.8,17,98,9,25,47,5,12,18,45000,35,44375
96008,5,8,31,5,18,5,5,4.84,16,118,11,31,73,5,15,32,30000,37,45333
96344,10,3,19,1,11,10,9,6.16,15,129,7,22,62,3,10,25,29300,17,41210
96441,25,2,10,1,8,25,25,14.7,24,86,13,35,60,6,17,27,91500,28,63159
96348,6,3,3,3,3,10,6.67,6.67,17,24,13,23,22,6,11,9,77300,34,63159
96448,8,4,11,1,5,10,8.5,6.91,16,122,9,20,44,4,8,17,76000,39,63159
185149,5,1,17,1,11,0,10,8.65,4,113,14,32,77,5,13,28,39600,44,52294
96679,5,7,14,3,5,5,5.71,6.43,15,64,14,36,52,6,17,21,87000,30,60977
187472,15,6,7,4,5,14,13.17,12.57,16,32,7,14,14,2,6,6,75300,21,0
96923,10,4,4,4,4,10,7.5,7.5,17,29,14,27,26,6,12,10,65000,29,0
96960,8,3,17,1,10,15,15,6.65,18,122,14,35,75,6,16,31,92700,28,44755
3109,25,1,37,0,11,25,25,21.27,4,129,39,56,110,9,9,35,100200,23,42375
190651,10,1,1,0,0,25,25,25,16,16,13,18,15,5,5,6,75300,17,55540
97020,17,2,4,1,2,17,16,14.25,21,67,10,26,45,4,11,17,63600,43,55540
97210,20,3,9,3,5,27,27,26.44,24,67,8,28,49,4,15,21,51800,22,47500
98191,10,3,9,2,8,10,14,12.78,19,119,13,32,67,6,15,29,41600,34,0
97315,14,5,10,2,4,11,9.4,7.6,17,57,13,34,46,6,17,20,87500,30,41148
97552,50,2,2,0,0,20,14,14,18,28,10,22,20,4,4,8,22600,29,27438
97652,10,5,9,5,6,15,13.2,13.11,24,40,12,34,37,6,17,16,71400,48,54752
250,15,7,24,4,10,12,12.86,10.88,17,87,23,43,94,11,22,39,46900,46,47256
97689,10,3,4,3,3,10,10,10,18,29,12,25,24,6,13,11,82100,32,54684
97829,10,5,17,4,12,9,7.6,4.72,16,116,11,29,67,5,13,29,81900,33,71191
98033,20,1,3,1,1,20,20,14.67,17,56,12,29,38,6,13,15,15200,31,40402
98085,10,4,10,4,7,10,10,10.2,17,80,8,27,55,4,15,23,46400,29,0
98099,21,3,3,2,2,15,13.33,13.33,15,32,11,28,26,5,12,11,58800,21,48441
8195,6,6,15,4,7,5,6.67,7.73,19,67,13,34,61,6,17,24,35400,30,0
98220,10,2,4,1,2,3,11,7.5,19,41,11,28,31,5,12,12,33100,36,35861
98249,10,3,3,3,3,10,6.67,6.67,18,26,12,25,21,6,12,10,60900,23,55144
98275,9,6,14,6,11,9,14.17,9.07,21,88,15,36,58,8,18,25,28400,29,35469
10001,16,2,9,1,4,14,12,11.22,18,52,33,52,70,6,14,17,67500,34,0
220,8,7,22,4,11,7,6.14,5.55,5,87,25,41,79,9,16,29,55000,49,43927
98335,21,2,11,2,9,21,20,13.09,21,105,13,30,63,6,15,27,38500,36,43927
98374,15,5,23,3,11,10,9.4,6.22,23,125,13,33,72,6,15,30,37600,43,41155
98437,10,4,11,0,6,8,8.5,5.73,15,116,13,31,66,6,6,28,44300,38,53750
98470,14,3,16,3,14,14,12.67,8.75,17,105,8,18,42,4,11,21,49200,32,46608
6695,6,7,34,3,17,8,6.14,5.65,15,127,14,35,86,5,15,34,47100,43,38770
98793,10,5,7,3,5,10,8.4,8.14,19,49,12,32,41,6,15,16,33200,28,40389
10554,20,2,6,0,1,20,17.5,13.33,16,86,13,31,63,5,5,20,31400,31,36529
98901,25,2,2,0,0,15,12.5,12.5,19,27,11,25,21,5,5,10,29100,32,39231
98941,9,6,6,3,3,10,8.17,8.17,18,35,13,31,30,6,15,13,42300,31,40622
99066,5,8,23,5,11,5,5.5,4.43,15,88,11,27,57,5,14,24,20600,29,28409
99136,12,3,5,0,1,10,12.33,11.4,17,40,13,33,35,6,6,14,32600,44,37659
99268,15,1,10,1,6,15,15,9.8,16,113,15,34,68,6,15,27,37700,33,39750
99276,15,2,9,2,5,21,19.5,13.56,19,64,13,34,56,6,17,22,294100,27,140286
99298,32,3,8,2,5,25,23.33,16.5,24,53,12,32,44,6,17,19,70300,34,55923
100430,25,3,5,3,3,25,33.33,40,16,57,15,37,52,6,17,21,208300,28,0
14386,10,2,18,1,4,25,25,24.78,18,143,27,44,104,6,15,26,252800,25,101095
99501,10,2,2,1,1,15,10,10,19,24,12,23,21,6,11,9,98800,31,62944
99543,15,6,14,1,6,9,7.83,5.79,17,90,13,33,59,6,16,25,67500,29,49642
6050,32,13,89,9,41,19,13.38,10.63,4,125,47,67,157,11,22,43,69100,0,0
99602,10,2,17,1,9,10,10,7.94,24,130,10,29,69,4,12,27,64900,37,0
99567,15,4,4,2,2,10,11.25,11.25,15,29,14,28,25,6,13,11,73400,38,56843
99813,20,4,4,0,0,17,11,11,15,32,11,26,26,5,5,10,46000,44,55918
99849,6,9,35,4,17,3,4.78,3.57,15,109,13,35,73,6,17,30,56600,57,41382
99890,15,1,8,1,7,15,15,9.63,17,125,11,29,65,4,12,29,57400,35,47489
99898,16,2,16,1,10,10,18,10.13,23,127,11,32,71,5,15,32,67500,29,60176
100146,25,2,14,0,6,20,22.5,19.29,19,119,8,24,56,4,4,20,46400,34,42580
100218,8,3,15,2,11,5,6.33,5.47,16,126,12,25,59,5,10,26,66500,14,37080
100369,28,4,4,3,3,32,28,28,15,26,14,27,26,6,13,11,98700,33,52582
100447,3,5,10,4,7,3,5.2,4,17,56,12,30,42,6,15,18,80600,34,46353
12819,20,2,9,2,7,15,20.5,13.44,10,105,28,49,84,5,15,25,128400,31,0
100691,5,7,24,4,16,5,4.86,4,17,122,13,32,70,6,17,32,55300,25,34587
100924,10,2,2,2,2,25,15,15,17,21,13,21,19,6,10,8,257400,22,72040
101033,21,1,5,1,4,17,17,13.8,18,78,10,24,45,4,10,18,69600,17,62117
101058,10,4,13,2,8,10,8.75,8.23,17,92,13,34,67,6,16,25,112300,33,84201
101109,10,2,15,1,9,10,12.5,13.8,18,128,13,33,79,5,14,31,88300,38,65037
101201,7,5,27,1,10,6,6.8,6.3,15,130,15,36,84,6,17,32,33600,33,40976
101263,10,4,6,1,3,8,7.5,6.33,16,57,14,29,42,6,12,15,15000,28,30673
101290,3,5,12,1,2,3,4,3.25,15,81,7,21,33,4,10,9,15200,21,36406
101388,10,8,10,6,7,8,6.13,5.8,21,41,12,30,34,6,16,15,52600,23,37100
101390,2,6,7,3,3,5,2.67,2.57,17,30,13,26,24,6,12,10,59400,39,49122
101432,8,10,11,6,6,9,8.2,7.91,18,33,14,31,30,6,15,13,24000,34,31750
101674,5,3,14,1,5,15,10.33,6.71,18,57,13,35,69,6,17,25,112500,32,63034
101774,8,9,18,4,7,9,9.44,8.22,18,52,13,33,46,6,17,19,46400,24,40212
101803,25,2,3,2,2,10,6.5,11,21,28,12,25,23,6,12,10,54400,56,40540
101855,10,6,7,5,5,10,8.17,7.86,17,33,14,31,32,6,15,13,87100,33,51335
101889,16,3,8,2,6,16,17,13.5,24,122,12,31,63,6,16,29,66200,30,47076
4150,14,3,16,0,8,12,16.33,10.75,17,126,20,41,97,6,6,32,58000,29,47076
101989,5,5,32,1,15,5,5.4,3.06,15,114,11,31,78,5,14,32,52300,32,45069
2757,10,4,17,3,6,5,9,8.35,17,76,24,45,71,11,21,28,77000,11,31563
6932,10,6,34,2,11,10,7.5,7.26,8,105,35,56,111,8,19,33,111000,31,56722
102372,23,3,3,2,2,17,13,13,18,33,11,29,28,5,13,12,55700,33,0
102398,12,5,24,3,8,13,11.8,5.17,18,128,7,22,58,4,14,27,44200,14,29691
102434,10,2,17,0,7,5,7.5,4,15,129,12,30,63,5,5,25,68300,52,52041
102510,25,4,4,3,3,15,15,15,22,32,13,32,30,6,15,13,60300,30,67553
102589,100,4,15,2,9,10,10,7.73,21,90,13,29,61,6,13,24,46500,33,57019
102630,5,8,19,6,9,3,4.38,3.58,18,74,13,30,50,6,16,21,65100,35,47727
102665,20,4,4,3,3,10,8.75,8.75,16,28,14,28,25,6,13,11,42400,47,41487
102772,10,2,17,1,11,10,7.5,5,21,128,11,29,73,4,12,28,23000,31,33875
102795,10,1,1,1,1,15,15,15,24,24,7,17,15,3,7,6,19800,31,20000
103260,10,3,18,1,7,10,10,8.78,25,89,10,29,64,5,14,24,58900,25,0
103330,50,2,6,2,4,20,20,10.33,21,75,12,31,46,6,15,19,91500,22,61313
103416,15,2,2,0,0,16,13,13,18,27,11,25,21,5,5,10,40600,53,42595
103488,10,7,23,3,13,2.5,7.5,5.43,15,126,11,26,50,4,11,19,47600,36,37876
103468,15,2,10,0,5,15,11.5,7.1,18,91,13,34,42,6,6,20,47600,36,37876
103527,4,10,15,8,10,4,4.5,4.27,21,45,11,30,36,6,17,17,39200,40,46750
103613,15,2,4,2,3,15,15,9.25,25,41,10,27,32,5,14,14,27500,29,24464
103920,5,4,7,2,2,5,6.25,5.71,15,28,8,20,19,4,10,8,32500,32,29081
114820,10,5,17,4,9,10,8.4,6.29,19,118,9,26,47,4,13,17,45900,35,0
104108,11,5,19,4,12,5,15.2,11.79,19,123,13,34,74,6,17,32,60900,15,33947
104177,15,3,7,0,2,5,8.33,6.43,15,103,10,26,55,4,4,25,98500,39,49134
104214,11,2,36,2,19,11,10,8.19,16,127,13,31,82,5,13,30,61800,31,42043
104234,18,3,14,1,6,12,11.33,9.14,19,119,12,33,65,5,15,27,91500,30,62413
104236,10,3,3,1,1,10,10,10,15,23,11,21,19,5,9,8,30000,39,40400
104259,15,3,10,2,7,15,15,9.1,22,91,12,34,60,6,17,26,47700,49,57169
104401,15,2,14,2,10,15,15,10.36,22,105,8,20,56,5,13,25,85000,19,68359
104442,35,2,6,1,3,35,32.5,23.33,19,74,13,35,54,6,17,23,217200,25,60858
104427,15,1,1,0,0,20,20,20,20,20,10,16,15,4,4,5,85700,34,60858
185525,21,2,6,2,5,0,18,12.33,8,52,12,31,43,6,16,18,107600,22,60858
104467,3,10,11,5,5,3,3.6,3.55,17,39,13,31,31,6,16,14,64000,29,74245
104606,10,6,15,5,8,10,8.67,8.27,17,57,11,25,45,6,16,21,54700,32,37239
104732,10,5,14,2,7,8,6.6,6.29,18,114,13,31,69,6,14,29,60500,25,51738
14898,15,3,14,1,5,12,11.33,9.86,26,93,10,29,71,4,13,22,393900,40,74381
104891,23,2,10,1,6,20,15,12.6,17,86,13,33,54,6,17,25,74000,24,0
282,20,1,9,1,1,20,20,8.44,20,87,14,27,39,5,10,13,111700,27,89077
105144,3,5,8,4,5,3,4.2,4,16,40,12,30,32,5,14,14,42400,54,44626
105180,14,3,17,1,12,14,14.33,10,22,114,11,32,75,5,15,29,58600,16,79189
190560,5,6,22,2,12,3,4.17,3.73,8,125,17,38,74,7,17,33,22000,33,45776
105325,6,10,37,6,20,5,3.2,2.45,17,126,10,31,67,6,17,31,22700,29,38997
105331,20,2,2,0,0,20,12.5,12.5,18,30,11,24,21,4,4,8,23700,56,40250
105371,20,3,17,1,11,20,16.67,17.18,20,105,13,35,77,6,17,29,20800,32,0
105393,10,8,16,5,10,15,18.63,17.31,16,102,15,37,70,6,17,28,34500,21,42901
105431,25,2,5,2,3,25,18.5,11.4,24,41,13,31,34,6,15,14,33200,37,0
189199,25,3,3,1,1,20,16.67,16.67,18,33,4,11,11,2,6,6,63600,44,0
188304,10,7,20,5,10,25,10.57,10.55,6,89,21,41,74,8,19,28,37600,34,55212
105650,10,2,12,1,7,10,10,4.33,21,117,12,28,58,6,12,23,49100,43,47321
105660,5,2,7,1,3,10,12.5,9,24,80,12,33,51,6,16,22,43000,29,0
105484,15,3,3,3,3,10,7.33,7.33,17,24,13,23,23,6,11,9,40300,40,0
105709,5,13,46,9,25,6,5.77,4.22,15,128,13,33,83,5,16,33,38600,43,46344
160716,7,8,26,5,14,5,5.63,4.89,17,121,14,33,73,6,17,30,31700,15,0
2320,6,8,31,6,17,3,4.63,3.84,16,88,22,43,81,10,21,31,63400,32,41642
105741,20,2,10,2,6,20,20,17,22,76,12,33,61,6,16,23,58100,34,48976
105827,20,6,19,3,8,25,16.17,12.89,6,69,29,48,77,12,21,28,35100,38,35700
105815,20,5,5,3,3,20,14.8,14.8,18,35,13,31,29,6,15,13,45200,21,40830
105930,5,4,23,3,13,5,6.25,5.52,19,130,6,24,58,3,12,23,67200,28,0
105923,7,5,21,4,14,9,7.4,5.86,17,111,13,28,56,6,13,24,48100,33,44472
5822,11,3,40,1,12,5,9.67,6.08,20,125,19,39,111,5,14,31,51300,47,44472
105984,10,3,6,2,4,20,16,12.17,21,74,7,26,41,4,13,17,169900,27,77756
106161,4,8,29,7,19,6,4.75,4.97,16,130,8,24,69,4,13,31,17200,40,39375
106190,20,1,13,0,9,10,10,7.31,26,130,9,26,70,4,4,30,40400,32,35625
106235,5,4,18,1,8,5,5,5,18,125,7,22,53,4,11,24,49800,27,53283
106384,8,11,55,8,25,9,9.45,8.78,17,129,12,32,89,5,16,33,57900,27,46556
106583,5,6,21,5,16,10,8.33,5.55,20,123,13,32,74,6,17,34,33700,28,42554
10031,10,2,14,1,4,10,10,7.29,10,63,31,51,75,6,15,20,45600,35,46615
106649,26,1,5,0,1,26,26,19.6,26,65,10,31,51,5,5,20,82700,37,72781
