AT,V,AP,RH,TARGET
4.15,39.9,1007.62,95.69,489.8
11.7,41.16,1017.98,95.71,462.94
10.04,41.62,1013.36,95.17,463.87
19.89,50.78,1008.85,92.97,446.35
9.27,36.3,1026.93,72.13,479.66
13.11,38.73,1005.89,89.02,473.38
29.89,71.29,1009,55.72,431.45
6.29,40.78,1024.75,96.37,478.29
10.57,36.71,1022.11,82.39,472.62
17.59,65.48,1018.96,81.34,454.51
25.75,71.14,1008.33,77.12,433.64
23.41,54.42,1012.86,70.12,454.68
8.79,40.67,1019.5,66.3,489.02
33.58,77.54,1010.19,53.49,433.75
28.66,50.05,1006.08,47.74,435.94
22.44,63.86,1020,64.83,447.3
32.29,64.96,1002.13,42.61,430.58
10.14,42.02,1003.19,96.51,472.17
27.44,66.56,1005.51,69.28,428
14.47,42.86,1031.55,66.73,466.64
24.94,62.96,1019.76,58.44,443.48
24.41,56.9,1006.58,77.94,439.51
13.21,45.87,1008.58,85.66,463.1
18.93,44.06,1017.58,68.23,454.75
19.64,56.53,1019.6,76.19,447.66
20.86,51.3,1012.03,92.46,449.67
24.66,48.78,1018.39,71.79,449.11
17.33,42.28,1007.97,50.33,462.26
12.38,48.04,1012.78,100.13,465.99
20.87,63.31,1012.27,79.51,446.7
19.3,65.59,1014.07,81.98,452.76
17.29,44.06,1016.24,77.56,461.38
11.57,44.63,1020.7,91.11,469.64
24.57,72.24,1011.44,79.19,434.93
7,36.24,1013.15,89.64,483.06
28.19,71.97,1008.85,84.67,438.8
23.62,67.45,1014.63,59.8,439.45
28.29,69.13,1009.29,58.18,429.28
19.72,46.21,1010.54,77.74,449.33
13.92,44.47,1029.36,70.86,467.29
31.11,72.25,1012.34,44.45,434.22
17.57,46.21,1014.09,80.81,453.29
20.08,54.42,1011.79,89.35,457.14
27.63,64.96,1006.3,75.38,434.22
25.24,66.54,1002.07,81.22,433.86
27.54,68.27,1008.12,56.42,433
22.1,65.06,1014.56,71.5,442.18
10.11,44.85,1014.2,84.81,478.71
10.37,39.04,1023.95,81.93,479.35
19.11,60.29,1017.1,76.62,454.16
13.74,38.73,1004.34,82.82,470.06
7.61,43.22,1014.8,86.92,478.55
23.72,58.62,1016.32,71.17,447.13
24.19,58.95,1017.78,58.78,441.91
20.21,60.84,1018.5,82.73,447.73
24.35,59.21,1018.21,54.46,444.35
17.9,58.33,1013.6,85.81,452.28
16.17,41.79,1005.78,78.8,454.72
14.4,41.26,1021.41,73.11,462.78
22.39,48.14,1014.56,64.31,448.58
10.61,37.5,1008.8,100.13,472.9
22.26,44.89,1009.51,78.93,447.07
10.59,39.96,1025.87,97.05,468.96
13.61,42.34,1017.78,88.84,466.17
21.55,44.58,1017.2,46.64,464.44
29.23,69.59,1009,71.41,437.95
24.79,67.83,1009.32,61.46,438.36
20.94,68.12,1012.43,78.2,446.41
23.96,65.34,1015.52,56.82,449.23
14.38,40.71,1023.46,66.12,473.41
32.5,71.37,1003.75,43.8,433.7
21.19,50.16,1005.81,84.27,450.33
27.01,65.06,1013.16,53.02,439.81
28.14,76.86,1000.7,70.17,434.68
10.74,44.85,1014.25,71.61,476.83
17.1,43.52,1020.3,70.51,461.51
9.18,42.18,1017.4,87.3,475.57
21.5,59.87,1019.05,76.56,444.05
11.68,39.22,1017.9,57.95,471.8
13.69,43.22,1009.94,74.64,466.72
17.95,49.21,1012.05,59.44,455.1
10.2,41.46,1020.23,84.54,481.46
5.71,45.87,1012.04,93.42,482.49
23.46,47.01,1014.41,69.19,457.76
15.19,42.03,1017.38,71.66,462.64
25.28,72.39,1002.28,89.43,432.52
27.16,71.32,1007.81,89.07,430.53
11.99,38.28,1013.65,91.31,469.23
20.25,44.78,1007.93,40.16,462.44
5.71,40.77,1022.51,89.58,485.75
25.95,59.27,1010.9,70.42,444.19
13.64,34.03,1018.32,62.2,469.61
25.54,48.41,1010.51,55.34,437.58
26.31,63.77,1014.15,69.36,440.1
14.22,42.32,1015.54,77.23,465
14.43,39.82,1012.56,78.52,470.17
18.8,44.78,1009.65,46,462.79
23.92,71.98,1006.22,92.96,433.23
24.44,73.5,1011.49,87.39,437.73
26.24,49.82,1014.9,55.58,452.41
18.48,52.05,1012.41,68.2,458.62
10.9,39.64,1010.58,64.88,477.04
29.52,77.24,1008.55,76.24,433.82
12.03,40.1,1015.32,85.39,474.94
13.53,42.86,1014,90.63,471.73
5.66,39.42,1024.7,78.52,482.11
30.53,65.18,1012.69,41.85,437.89
27.58,66.48,1004.82,51.23,435.34
17.4,63.09,1020.84,92.58,453
25.41,77.54,1009.68,89.09,434.09
13.41,40.89,1010.85,89.61,472.4
6.8,41.16,1023.17,95.4,477.8
26.96,72.86,1004.86,59.17,441.12
6.53,42.85,1012.65,91.6,480.98
12.11,41.17,1019.46,62.59,475.53
24.91,71.29,1008.29,69.06,437.03
27.16,59.87,1011.78,58.84,446.38
7.69,43.02,1014.51,85.23,486.46
10.11,41.62,1017.17,97.82,463.57
10.86,37.5,1013.36,75.56,473.75
19.08,46.93,1010.6,75.21,454.45
29.41,59.27,1011.36,52.37,441.99
21.53,58.05,1012.9,87.57,447.93
28.18,67.17,1006.84,75.55,438.49
14.05,40.35,1011.52,66.21,475.54
12.02,43.69,1016.12,74.07,477.74
11.04,45.51,1017.53,83.42,474.45
19.41,67.32,1012.34,78.8,446.71
20.76,51.19,1009,87.23,445
23.14,60.27,1018.51,80.54,442.59
23.58,58.82,1009.68,81.38,445.01
9.68,38.16,1015.54,79.67,475.51
19.49,46.63,1013.11,88.01,451.31
27.02,72.58,1009.21,89.13,437.8
12.71,43.02,1012.25,62.68,475.38
20.67,70.02,1010.42,94.09,448.75
27.4,66.48,1004.71,51.5,439.66
15.34,36.99,1007.87,94.59,464.58
22.2,57.17,1009.82,78.43,447.75
12.8,42.18,1016.27,83.9,467.69
7.4,40.72,1022.56,87.67,484.29
12.19,41.06,1021.35,74.98,474.63
33.82,77.17,1008.96,58.91,435.58
26.22,69.89,1015.46,76.63,433.61
13.25,43.7,1013.61,76.05,472.22
23.25,59.87,1018.69,66.4,444.23
19.48,63.09,1019.28,78.04,449.6
20.01,68.63,1012.34,69.49,454.5
16.69,46.18,1010.8,96.8,466.03
18.28,41.1,1002,65.69,460.03
24.81,60.95,1014.72,54.71,446.09
32.35,77.95,1014.76,60.88,432.72
12.7,39.72,1017.89,62.97,467.77
18.96,50.16,1010.72,100.09,451.2
13.97,38.47,1015.15,55.28,464.3
26.55,69.45,1013.92,52.22,434.55
3.69,38.44,1016.74,82.87,490.78
15.33,43.13,1015.41,53.17,466.86
17.81,37.2,1011.98,67.27,470.97
23.49,42.8,1013.96,65.31,459.9
12.19,44.63,1018.96,80.91,468.91
20.2,64.45,1009.03,61.77,452.33
13.83,42.86,1030.77,75.09,470.21
7.64,39.85,1012.78,88.09,481.53
22.85,60.29,1017.29,61.92,448.58
30.71,68.27,1007.76,68.04,428.27
29.22,73.18,1012.22,64.91,430.57
12.84,50.59,1020.08,88.08,470.96
23.04,74.99,1005.44,92.86,437.65
26.85,63.56,1013.25,52.84,444.39
29.63,69.71,1009.04,67.26,435.27
13.63,43.5,1022.12,84.32,468.28
18.4,44.92,1024.88,64.89,458.36
29.85,68.24,1007.01,30.99,433.43
18.19,66.54,1012.9,86.05,449.22
30.27,64.05,1011.93,65.72,438.68
13.58,49.83,1008.9,86.8,465.82
27.82,76.09,1007.83,76.07,434.52
24.44,69.84,1005.34,80.37,430.3
20.79,50.59,1017.75,73.35,456.01
30.24,66.75,1017.95,55.66,435.02
28.79,68.51,1013.02,62.84,432.51
24.65,52.36,1014.76,66.63,455.68
13.33,40.64,1020.92,91.47,474.07
13.74,42.74,1029.54,70,465.92
26.91,70.47,1007.55,72.59,434.24
21.83,63.07,1011.57,87.02,443.1
9.49,40.69,1015.09,91.31,476.67
25.59,62.39,1006.37,74.06,435.84
15.3,43.67,1011.75,95.31,468.14
18.63,48.92,1011.37,71.72,450.29
23.76,70.32,1012.13,78.84,434.64
31.25,73.5,1010.81,45.2,432.25
5.89,35.77,1019.78,79.58,479.86
18.58,64.45,1009.68,67.57,444.28
29.49,69.71,1009.34,56.35,440.99
31.41,74.16,1011.1,57.05,434.88
18.53,63.91,1010.26,97.8,440.64
12.24,40.96,1023.22,78.74,475.32
13.94,41.26,1021.67,74.4,467.9
27.97,66.17,1010.81,63.73,441.7
21.14,58.98,1009.05,94.36,448.31
26.75,58.33,1013.55,45.47,444.09
14.4,40.2,1013.04,90.5,464.5
32.05,77.24,1008.06,67.09,432.49
27.01,63.78,1016.72,47.89,442.6
13.55,42.99,1007.58,97.55,470.82
18.23,60.95,1016.74,78.85,455.53
25.87,47.01,1014.67,61.87,452.32
16.13,53.82,1015.63,63.08,459.16
19.72,66.51,1015.07,74.7,458.07
15.42,37.85,1009.89,85.8,467.33
11.03,44.78,1013.16,83.85,470.17
29.23,77.3,1002.71,65.24,438.05
26.6,61.02,1010.26,66.16,436.19
9.06,41.92,1029.9,90.88,473.37
11.92,38.25,1013.13,84.92,472.5
27.06,70.47,1007,72.37,430.82
29.09,70.98,1007.86,80.35,439.34
25.86,59.07,1008.59,81.28,440.9
22.79,44.57,1007.31,69.36,448.91
32.25,77.54,1010.46,54.57,430.86
9.65,44.68,1022.9,98.08,476.71
20.96,61.27,1019.99,67.32,448.77
23.64,60.95,1014.92,64.91,447.86
11.37,41.5,1013.57,88.82,475.94
27.07,66.93,1017.32,55.38,446.48
14.66,42.77,1019.37,79.79,463.6
23.76,51.19,1009.69,70.87,442.9
22.03,59.43,1006.88,82.05,442.9
34.11,73.56,1006.77,45.92,432.78
24.06,71.25,1002.39,92.18,438.85
13.15,41.14,1026.72,80.31,461.49
11.8,41.54,1020,65.85,476.12
9.72,41.44,1015.17,84.41,481.85
25.53,59.57,1010.65,82.04,445.59
14.08,41.93,1023.02,59.41,475.15
25.86,59.92,1009.92,73.95,436.06
23.69,58.05,1012.08,74.26,444.46
14.38,45.09,1012.95,86.1,464.27
16,44.9,1020.5,80.89,461.5
25.61,60.32,1015.77,56.48,443.96
25.04,63.86,1018.92,52.79,441.6
21.31,69.05,1002.46,73.42,440.97
14.48,40.83,1009.42,81.74,469.64
30.63,74.22,1007.47,46.52,430.38
18.13,39.72,1002.75,58.85,455.81
19.83,63.94,1019.81,75.05,448.03
17.46,39.54,1008.21,74.24,462.52
32.02,67.83,1007.77,53.31,426.55
31.81,69.88,1007.94,55.91,432.6
23.57,67.9,1006.08,70.12,446.72
14.65,35.4,1016.16,60.26,469.61
18.77,39.54,1009.39,63.35,458.58
9.45,36.71,1024.24,83.28,476.02
13.12,48.04,1011.93,100.07,463.46
24.47,48.6,1002.49,75.04,442.08
19.68,51.19,1008.64,94.88,452.04
21.31,46.97,1014.08,62.57,455.76
14.42,48.92,1011.76,76.03,461.14
29.44,65.51,1014.82,56.49,445.67
13.92,43.41,1015.12,61.64,464.76
13.5,54.3,1016.2,77.46,468.92
10.07,40.46,1018.65,69.2,470.99
12.22,41.2,1016.81,81.22,474.96
14.62,44.84,1023.41,85.17,464.51
29.24,64.33,1011.49,65.08,440.12
21.43,60.95,1015.27,75.49,449.12
23.38,65.06,1014.12,59.36,443.8
30.7,71.58,1010,48.96,429.27
27.24,68.08,1013.23,51.96,445.25
15.31,41.35,1005.09,95.25,466.5
19.66,58.79,1017.17,84.16,447.93
8.07,41.17,1019.4,86.43,484.54
19.95,58.46,1017.45,89.46,447.1
13.05,34.03,1018.31,64.99,472.69
24.19,50.23,1015.73,59.77,458.31
28.5,71.32,1002.54,69.35,435.7
30.85,70.94,1007.47,54.79,431.77
30.36,74.87,1008.96,61.87,435.31
30.81,71.97,1008.36,75,430.53
14.09,44.84,1023.65,94.29,466.12
11.35,40.66,1016.86,96.4,466.55
25.86,76.2,1005.73,69.35,438.75
14.79,44.06,1018.53,74.79,465.77
23.23,64.69,1008.12,76.6,444.01
7.05,43.65,1018.41,72.36,480.47
24.88,63.31,1014.23,55.76,441.54
25.42,67.25,1017.92,68.61,439.43
6.89,43.65,1019.87,72.77,484
20.82,63.77,1014.28,86.37,448.9
20.74,58.12,1015.43,77.88,449.91
16.21,41.23,995.88,80,463.09
32.31,62.04,1010.41,39.39,450.13
23.89,65.18,1012.46,78.29,438.97
26.45,64.27,1013.23,60.92,444.9
21.24,41.67,1012.6,49.27,459.81
14.57,41.79,1007.61,82.85,457.21
23.56,67.79,1010.14,89.72,441.29
17.98,53.29,1018.29,83.46,455.71
6.16,39.48,1004.85,59.68,484.55
28.32,47.93,1003.26,54.5,439.5
11.15,41.26,1022.67,81.83,473.57
21.88,69.71,1010.28,97.64,444.39
31.98,73.42,1010.66,60.06,432.2
8.69,41.04,1026.87,80.28,477.2
15.97,52.72,1024.72,65.97,462.64
15.07,43.48,1015.22,57.74,459.96
13.11,41.44,1015.55,74.45,471.61
23.84,63.47,1012.54,76.33,444.48
22.27,50.05,1007.1,89.34,442.24
20,39.53,1007.59,62.09,456.28
30.38,71.58,1010.17,50.45,433.75
18.87,62.96,1020.55,82.87,455.22
13.84,41.26,1020.92,74.74,462.46
15.46,42.07,1017.9,81.12,459.15
22.45,63.77,1014.57,87.44,444.26
14.51,49.83,1006.27,91.65,460.45
18.87,60.07,1015.15,70.91,453.27
19.3,46.93,1014.83,66.71,456.62
12.24,41.2,1012.48,89.85,473.22
22.68,58.82,1010.11,82.8,443.86
17.99,43.79,1016.13,75.63,462.4
11.7,41.16,1019.58,87.49,464.12
9.32,36.3,1027.67,73.25,479.52
30.12,74.16,1013.13,63.56,433.08
15.63,40.56,1018.68,59.44,472.15
16.78,37.2,1011.97,68.94,471.24
17.19,43.14,1014.34,68.62,464.72
13.32,38.73,1005.37,88.48,472.33
17.36,44.63,1020.49,54.21,456.98
22.11,59.44,1012.82,84.67,448.15
26.98,72.58,1008.55,78.5,431.12
11.91,44.45,1021.39,84.49,466.52
16.74,41.16,1006.87,74.24,463
20.66,51.19,1008.81,88.93,447.14
23.26,59.21,1017.71,67.16,442.38
25.96,68.08,1011.34,71.57,432.82
25.16,77.3,1000.73,86.4,439.37
15.79,50.88,1014.58,99.9,460.19
28.41,75.6,1018.48,56.07,440.28
15.43,39.64,1008.58,87.99,464.05
31.63,69.59,1008.66,61.81,436.89
13.57,42.99,1007.51,88.95,472.04
22.31,43.43,1010.64,56.44,449.67
13.65,41.58,1020.56,72.17,460.8
25.72,49.82,1016.19,60.1,452.33
6.5,38.5,1013.92,90.1,486.78
5.74,45.87,1011.44,95.94,482
26.71,66.25,1008.11,79.28,435.41
22.32,47.93,1004.07,86.95,440.21
18.79,49.15,1021.69,70.16,458.75
15.66,41.35,1001.68,86.26,463.57
13.35,41.16,1011.32,89.12,474.57
21.35,58.16,1017.21,67.66,452.83
11.2,41.38,1021.65,61.89,476.87
21.43,63.94,1012.68,99.68,445.29
28.69,73.18,1012.23,68.57,431.36
9.75,43.69,1016.81,82.42,481.34
32.27,71.85,1008.06,59.28,429.72
13.82,44.84,1023.72,95.24,467.95
31.91,69.89,1014.59,54.51,429.29
20.3,59.8,1015.24,78.75,453.29
21.5,50.32,1008.65,81.68,442.71
12.15,71.14,1019.56,86.06,462.51
21.71,58.05,1013.07,85.75,449.38
30.62,64.69,1006.23,52.06,435.84
15.54,41.96,1011.78,97.46,467.1
25.92,73.77,1001.27,94.28,432
9.6,37.73,1021.87,77.75,481.03
22.89,80.25,1006.38,80.25,446.15
15.85,42.28,1007.4,82.12,467.3
24.54,65.46,1014.27,40.77,446.26
25.95,73.77,1001.35,92.67,432.21
22.95,67.79,1009.89,91.69,442.19
20.21,69.94,1009.33,83.96,447.06
21.4,74.93,1014.58,80.85,434.09
24.19,47.45,1008.26,64.25,446.3
27.75,70.4,1006.65,90.21,436.53
13.78,40,1018.38,68.67,458.74
14.93,43.02,1012.11,45.56,468.19
7.4,41.04,1024.44,90.9,477.69
24.43,59.87,1019.08,60.57,441.61
30.51,59.57,1011.08,61.94,436.92
27.28,72.58,1009.21,89.96,431.27
21.01,60.1,1010.93,78.6,450.99
17.85,53.16,1013.05,82.72,456.49
14.87,54.3,1017.17,71.57,462.87
23.15,66.48,1003.71,76,435.62
26.41,65.59,1010.69,73.78,441.49
31.12,69.13,1009.61,56.54,429.41
18.32,47.83,1005.06,87.21,454.11
3.82,35.47,1016.62,84.34,489.04
13.23,52.72,1026.4,75.78,465.26
23.49,73.18,1012.4,90.05,437.01
18.66,56.53,1020.13,80.04,459.45
24.01,60.84,1018.83,63.82,436.32
5.19,40.78,1025.24,95.07,482.46
21.09,67.07,1004.38,89.01,444.75
31.95,70.8,1008.38,66.26,432.79
26.98,74.78,1009.77,69.54,442.28
5.62,41.31,1001.37,89.16,485.6
26.05,56.85,1012.78,59.09,438.59
31.35,71.97,1008.29,72.26,430.16
19.09,56.51,1015.58,92.56,449.24
19.55,39.39,1013.55,57.82,464.36
6.02,41.38,1021.2,88.71,490.57
9.3,40.56,1022.64,76.14,479.87
14.85,38.91,1014.48,60.98,467.42
16.56,42.99,1007.48,74.45,464.62
21.14,48.78,1020.39,86.2,450.35
7.64,40.02,1031.58,71.19,479.43
12.36,37.73,1021.36,65.45,470.39
27.56,66.93,1016.81,55.59,444.1
17.83,66.86,1011.65,77.31,456.56
27.59,71.97,1008.64,88.22,437.33
31.1,68.51,1012.99,54.3,428.68
23.48,60.23,1011.91,79.48,437.44
9.87,42.74,1024.61,87.74,470.9
12.12,40,1018.72,84.42,462.1
22.84,59.39,1014.61,80.36,443.71
11.67,42.74,1025.92,79.57,474.75
30.69,71.98,1004.53,65.86,430.33
9.47,41.4,1026.21,89.08,480.79
8.66,40.11,1032.86,75.31,479.76
24.14,69.23,1012.4,73.26,433.92
26.38,71.58,1011.02,80.9,434.26
21.05,63.09,1016.49,91.23,447.45
13.88,39.16,1010.8,75.69,464.37
25.7,69.45,1013.86,56.91,437.04
5.76,45.87,1010.83,95.79,481.4
16.27,56.89,1013.74,84.36,454.88
15.07,39.3,1019,63.62,464.7
24.64,72.24,1011.37,80.61,434.54
9.72,43.41,1016.25,76.39,474.1
17.55,43.14,1018.86,76,461.58
18.67,44.06,1017.13,77.18,454.51
15.85,46.18,1013.14,97.8,462.88
10.25,41.46,1020.65,87.07,481.94
25.89,48.41,1008.49,68.58,440.92
21.71,76.86,1006.71,76.86,438.41
10.65,41.78,1013.66,70.04,474.27
19.09,39.39,1013.36,59.14,466.13
7.8,39.04,1018.46,66.5,482.31
10.15,41.46,1019.78,83.56,481.31
31.87,71.22,1006.16,45.66,437
17.08,58.86,1016.04,87.46,449.98
13.46,39.85,1012.76,72.94,472.5
3.95,38.44,1016.75,79.65,492.46
13.32,41.7,1020.22,88.3,451.93
30.93,71.85,1008.63,58.47,427.82
13.44,37.85,1009.78,99.13,469.89
14.73,39.82,1012.67,80.82,470.41
31.73,73.42,1010.8,61.81,430.46
18.51,48.06,1015.14,79.83,455.44
26.07,69.23,1013.32,54.03,436.94
15.11,45.01,1017.01,84.39,462.21
19.62,62.96,1020.76,76.53,456.02
8.51,39.96,1026.34,96.1,475.96
17.82,56.89,1014.24,77.73,453.83
21.9,63.13,1011.54,81.83,447.4
6.1,39.33,1010.4,95.34,491.37
9.88,40.71,1015.34,84.32,471.8
23.37,63.87,1016.67,60.44,446.42
26.16,63.76,1010.03,68.77,437.24
33.96,68.94,1006.93,47.39,427.06
15.52,58.59,1014.12,91.22,457.74
3.38,41.31,998.79,97.76,489.11
14.44,40.1,1015.51,79.78,468.19
30.04,68.08,1011.04,51.01,429.52
29.01,66.56,1006.44,57.62,428.32
26.92,73.17,1011.42,76.94,431.29
24.96,60.27,1018.68,69.97,442.67
26.04,68.08,1010.82,75.58,430.32
24.49,68.61,1010.56,64.03,447.57
21.55,44.05,1005.69,84.05,443.48
29.17,72.99,1006.86,64.92,430.59
20.19,44.57,1009.2,72.13,454.36
16.55,41.66,1011.45,55.53,465.14
10.33,44.92,1025.34,85.67,476.99
18.23,45.01,1012.24,73.86,454.06
10.02,38.18,1017.43,68.4,476.83
22.04,58.05,1013.11,85.22,447.28
26.95,72.24,1011.16,73.14,435.65
15.25,41.17,1016,62.05,468.76
18.92,62.26,1012.05,85.99,451.51
11.39,43.72,1010.91,98.83,467.8
25.8,65.38,1009.3,52.28,450.5
16.49,41.93,1022.92,44.98,467.48
11.31,39.61,1018.74,68.9,471.92
24.91,64.45,1013.02,42.34,450.84
25.14,67.32,1013.96,41.78,435.39
17.83,43.72,1008.64,78.72,453.86
29.91,70.02,1010.18,64.1,437.63
27.37,63.73,1009.79,65.25,437.24
21.01,58.96,1014.33,61.8,453.88
9.48,40.8,1023.82,78.98,485.36
9.82,36.18,1019.18,65.8,475.21
13.89,44.84,1023.66,92.97,466.74
26.12,49.02,1008.63,72.04,438.52
13.89,41.49,1020.02,86.47,469.6
17.11,49.78,1007.25,100.09,453.22
21.08,70.32,1011.39,88.79,440.59
18.64,43.79,1016.01,51.17,465.13
13.09,54.3,1017.61,82.38,471
10.8,39.28,1010.7,82.62,478.8
23.03,65.12,1016.29,69.8,447.84
20.86,57.32,1010.24,76.64,446.48
8.09,43.02,1014.79,81.06,484.35
15.8,41.1,1003,77.36,465.87
13.46,41.4,1019.46,71.73,467.4
31.87,68.67,1005.64,48.85,435.66
27.99,69.89,1013.94,51.25,435.79
15,41.35,1006.6,86.95,467.71
20.57,60.1,1011.16,83.45,451.88
17.34,44.78,1007.81,56.38,454.97
24.97,59.87,1018.7,59.94,443.7
31.25,68.94,1005.99,49.61,434.51
18.22,44.34,1019.35,56.78,469.27
20.27,63.09,1016.6,90.7,446.75
13.9,42.86,1030.82,71.89,473.76
25.42,66.05,1016.74,68.92,442.6
29.96,67.83,1008,44.05,433.13
20.46,66.05,1014.93,78.51,454.06
13.58,44.47,1029.91,70.41,467.15
16.15,41.85,1016.54,81.58,466.56
10.42,39.96,1025.21,95.69,470.81
10.03,41.62,1014.55,95.61,462.73
14.72,39,1016.42,76.42,464.93
13.68,45.08,1024.91,85.26,467.02
30.15,72.51,1009.37,50.64,443.72
8.34,40.77,1010.84,90.01,480.48
24.54,44.89,1010.05,59.13,445.11
16.07,44.58,1019.52,67.95,471.36
8.81,43.14,1012.46,73.99,481.56
31.76,66.54,1003.02,49.64,430.18
19.27,43.14,1013.17,39.85,463.14
14.44,41.2,1015.96,81.97,469.85
22.2,59.21,1017.87,73.34,445.29
25.34,71.06,1007.74,92.52,434.86
9.51,40.46,1018.84,70.12,471.32
33.82,73.03,1013.49,42.17,439.3
15.45,61.27,1019.87,79.21,456.59
22.49,71.29,1008.24,75.8,442.58
27.14,75.23,1011.47,63.14,439.33
6.4,39.9,1007.75,86.55,486.03
14.56,41.76,1023.82,85.36,464.3
21.58,63.87,1015.27,63.15,451.88
27.52,66.25,1008.21,78.8,438.51
17.7,49.21,1015.16,67.91,455.97
10.54,42.02,997.5,99.77,472.64
24.77,69.71,1009.86,85.56,441.29
17.76,42.42,1009.09,66.26,468.27
13.25,49.83,1008.76,88.21,453.8
13.26,41.78,1009.77,61.69,467.78
16.31,68.28,1003.98,98.62,450.33
29.04,70.72,1009.55,66.58,437.95
10.29,40.56,1017.28,69.13,481.7
29.23,72.99,1007.04,63.47,431
28.03,60.23,1010.23,66.04,438.88
7.7,40.72,1022.81,81.97,482.79
24.9,71.77,1006.24,85.25,427.77
19.48,58.66,1013.32,73.16,454.4
16.63,53.82,1015.18,66.09,458.29
26.1,62.91,1012.44,60.91,446.05
11.54,40.77,1022.13,83.5,465.61
18.1,45,1023.05,48.41,465.46
17.49,63.94,1020.02,82.6,452.71
33.3,68.14,1003.02,53.43,426.88
3.63,38.44,1016.16,87.38,487.87
21.34,51.61,1010.11,80.7,452
26.23,59.87,1012.93,66.62,447.16
24.8,64.63,1020.69,55.74,447.82
20.58,49.15,1021.42,56.15,453.87
20.79,50.66,1013.39,77.93,454.78
13.18,40.24,1016.81,86.71,469.35
28.98,73.42,1011.25,72.9,432.2
8.23,41.01,1022.89,98.03,474.52
6.22,39.33,1012.31,93.23,491.77
11.7,43.41,1016.08,62.27,467.51
33.15,68.51,1012.9,51.91,428.89
15.55,42.03,1017.41,74.58,460.84
24.56,60.27,1017.63,74.5,440.31
21.41,54.2,1011.37,82.28,448.11
23.6,65.48,1017.44,61.26,444.38
12.27,41.17,1019.39,52.18,473.84
27.2,78.05,1010.15,90.2,430.55
21.11,74.78,1009.71,84.35,442.68
14.07,42.99,1007.57,96.05,468.87
25.63,48.92,1009.99,34.64,439.87
23.49,49.3,1003.35,77.96,442.76
17.32,44.34,1019.52,56.24,468.8
9.75,36.66,1026.21,70.12,479.45
11.94,44.2,1017.97,82.93,474.02
22.47,59.43,1006.02,85.21,444.5
8.72,40.02,1031.32,78.09,477.86
23.73,59.15,1014.08,62.65,444.07
34.97,73.56,1006.57,44.69,435.15
25.32,71.94,1009.94,62.93,435.06
22.58,59.14,1017.2,80.91,439.78
17.82,65.94,1013.44,88.13,452.82
19.47,50.9,1012.77,77.33,457.08
25.58,64.45,1011.07,61.47,447.16
29.58,76.2,1008.37,60.73,433.91
27.01,69.75,1009.78,81.29,442.57
21.9,55.5,1018.85,60.27,456.52
19.09,65.94,1012.53,81.06,446.34
23.46,51.19,1009.6,73.22,444.82
13.2,40.83,1007.75,94.98,472.41
22.77,70.32,1012.04,82.43,440.67
21.87,66.86,1013.01,57.39,453.62
28.62,68.24,1010.15,69.31,428.08
14.33,45.51,1015.42,71.55,468.92
23.56,60.77,1017.93,76.34,443.13
21.7,49.02,1008.74,82.8,446.46
30.09,76.2,1006.64,61.02,434.68
27.39,66.93,1017.16,53.75,441.04
11.68,40.55,1006.48,96.16,474.8
19.77,54.42,1011.73,89.26,458.21
29.2,64.84,1009.94,55.37,441.9
21.04,74.87,1009.09,88.25,443.44
18.8,44.71,1016.56,31.29,459.85
22.36,64.15,1021.05,68.43,453.94
34.6,64.96,1003.3,34.32,427.65
32.89,66.44,1009.94,60.55,431.54
19.11,50.16,1010.88,100.09,450.38
11.77,42.03,1017.63,79.35,472.22
18,53.16,1013.02,82.47,455.69
26.75,60.96,1012.05,56.77,447.93
17.53,50.66,1012.74,91.51,457.28
15.23,37.87,1020.17,85.02,464.02
24.88,52.36,1014.45,68.39,452.31
23.99,50.32,1008.41,67.4,444.23
31.25,74.34,999.06,69.85,432.22
13.12,44.21,1019.57,89.29,469.09
12.04,43.69,1016.58,80.16,474.97
18.39,67.71,1003.77,92.48,444.63
31.27,73.91,1003.72,68.92,430.59
24.2,59.43,1009.69,62.3,440.66
12.52,42.34,1018.67,95.29,464.71
12.76,42.32,1015.35,78.18,466.15
14.34,42.86,1031.75,66.81,466.17
23.81,57.5,1015.53,70.66,448.72
21.4,44.57,1005.7,73.09,445.09
30.56,69.04,1009.29,55.73,442.24
28.84,74.9,1004.38,66.86,436.42
4.49,38.44,1015.47,76.96,485.78
24.2,63.21,1012.25,79.86,449.03
27.43,56.85,1011.86,36.76,436.64
8.7,36.24,1013.34,89.5,478.69
32.51,69.98,1011.92,49.45,428.37
10.38,41.01,1020.8,94.26,465.9
12.73,44.34,1015.11,93.55,472.94
17.65,62.1,1019.63,84.3,452.2
13.74,45.08,1024.97,84.79,466.79
4.87,42.85,1012.69,94.72,482.05
21.97,58.95,1017.78,76.95,443.61
25.89,48.41,1008.59,65.38,442.12
22.81,58.96,1013.5,55.66,452.89
17.29,42.86,1014.38,72.3,464.27
12.53,44.03,1007.21,84.2,470.04
23.69,65.59,1010.85,88.92,439.66
16.74,39.16,1005.68,71.17,460.47
14.86,44.71,1018.3,49.46,466.38
13.56,39.18,1023.4,63.82,470.38
13.8,44.34,1019.43,66.74,468.8
18.91,43.14,1013.56,58.34,460.19
24.31,63.86,1019.47,58.54,442.69
31.24,71.98,1004.66,57.17,426.93
25.16,58.82,1009.63,72.62,442
