ID,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,TARGET
6119,-246,-17,-0.08,0.13,0.91,1,-15,2,0,-0.9,22,22,22,22,22,22,22,22,22,22,22,23,23,24,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0.7,24,-0.0012
6120,-202,-20,-0.05,-0.1,0.8,0.9,-15,13,5,2.2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0014
6121,170,-20,-0.26,0.03,0.47,0.6,-15,8,-10,-0.1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0009
6122,343,5,0.11,0.2,0.37,-0.4,-16,-9,13,-0.9,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,25,-0.0012
6124,-501,-37,-0.31,0.02,1.09,0.3,-16,10,-5,-0.6,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0012
6125,-285,-49,-0.35,-0.2,0.83,-0.4,-16,17,-1,2.8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,19,-0.0009
6126,625,-26,0.36,0.04,0.01,-0.8,-17,9,13,0.1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0011
6127,755,-7,0.53,0.13,-0.11,0,-16,7,5,-0.7,25,25,25,25,25,25,25,25,25,25,25,23,23,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6,23,-0.0014
6129,-180,25,-0.08,0.16,0.87,1.5,-15,-20,-2,2.2,22,22,22,22,22,22,22,25,25,25,25,25,25,25,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0.7,25,-0.0008
6130,-260,23,-0.08,0.24,0.93,1.5,-15,-13,-2,-0.4,20,20,20,21,21,22,22,22,22,22,22,22,22,25,0,0,-2,0,-2,0,0,0,0,0,0,0,-4,0,0.7,25,-0.0007
6132,303,17,0.37,0.05,0.25,1.8,-14,22,-3,-1.3,22,22,22,22,22,22,22,22,22,22,22,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,21,-0.0014
6134,254,36,-0.51,0.16,0.41,1.5,-15,-9,-20,0.6,26,26,26,26,26,26,26,24,24,24,24,24,24,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.7,24,-0.0011
6135,163,40,-0.69,0.4,0.55,0.9,-15,-16,-18,-3.4,24,24,24,24,24,24,24,25,25,26,26,26,26,26,0,0,0,0,-1,0,-1,0,-2,0,0,0,0,0,0.7,26,-0.0009
6138,241,41,0.46,0.36,0.38,-1,-17,8,20,-3.3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,25,-0.001
6139,78,44,0.67,0.2,0.59,-0.3,-16,-13,16,1.4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,25,-0.0011
6142,-431,19,-0.23,0.13,1.03,2.3,-14,-6,-25,0,22,23,23,23,23,23,23,23,23,23,23,23,23,23,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0013
6143,-503,8,-0.53,0.12,1.1,1.8,-14,-6,-16,0.1,20,20,20,20,20,20,20,20,20,20,20,20,20,22,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0.6,22,-0.001
6145,65,-14,-0.22,-0.09,0.46,-0.7,-17,20,22,-0.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0007
6146,417,-7,0.19,0.32,0.21,-0.7,-17,8,24,-6.1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0012
6147,281,10,0.42,0.17,0.38,0.5,-16,-11,-10,0.6,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,23,-0.0014
6151,120,-8,0.18,-0.05,0.42,-0.8,-17,14,26,0.6,22,22,22,22,22,21,21,19,19,19,19,19,19,19,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.5,19,-0.0011
6152,90,2,0.45,0.2,0.55,0.5,-15,-11,-7,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0015
6153,-37,3,0.37,0.2,0.67,1,-15,-12,-8,-0.2,23,24,24,24,24,24,24,24,24,24,24,23,23,23,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,23,-0.0016
6154,-387,-10,-0.52,-0.03,0.94,0.9,-15,-1,-28,3.2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.001
6155,-344,-19,-0.85,0.08,0.9,-0.2,-16,2,-22,0.4,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0.6,21,-0.0007
6156,-304,-26,-0.72,0.1,0.86,-1.3,-17,4,12,-0.1,18,18,18,18,18,18,18,18,18,19,19,19,19,21,0,0,0,0,0,0,0,0,-2,0,-1,0,-2,0,0.6,21,-0.0005
6157,-6,-32,-0.13,0.03,0.53,-2.1,-18,17,39,-1.4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0009
6158,209,-23,0.6,0.15,0.43,-1.1,-17,-11,9,1.5,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0019
6159,-32,-19,0.41,0.32,0.69,0.5,-16,-20,-47,-1.3,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,24,-0.0016
6160,-375,-25,-0.37,-0.07,0.96,0.5,-16,-15,-33,3.2,18,18,18,18,18,18,18,18,18,18,18,19,19,20,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0.7,20,-0.0006
6161,-7,-33,-0.58,-0.14,0.49,-1,-17,24,32,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0008
6162,286,-30,-0.22,-0.11,0.22,-1.4,-17,24,30,0.1,21,21,21,21,21,21,21,21,21,18,18,17,17,17,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0.5,17,-0.001
6164,296,-3,0.37,0.12,0.31,-0.8,-17,-3,17,0.6,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0011
6165,250,6,0.57,0.2,0.37,0.2,-16,-6,-7,-0.9,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0014
6166,-65,12,0.04,0.2,0.68,1.4,-15,-13,-26,-0.1,22,23,23,23,23,23,23,23,23,23,23,23,23,23,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0012
6167,-230,3,-0.38,0.1,0.77,0.7,-15,3,-6,-1.2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0011
6168,-196,-6,-0.42,0.12,0.76,-0.4,-16,-4,2,0.3,19,21,21,21,21,21,21,21,21,21,21,21,21,21,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0007
6169,-20,-14,-0.1,-0.02,0.53,-1.3,-17,16,25,-0.3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0012
6170,438,1,0.29,0.04,0.13,-0.5,-16,9,-5,-0.1,22,21,21,21,21,21,21,19,19,19,19,19,19,19,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,19,-0.0011
6171,245,23,0.14,0.26,0.4,0.3,-16,-16,-6,-0.2,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0012
6173,-457,-12,-0.09,0.07,0.96,-0.4,-16,5,8,0.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0009
6174,-447,-14,-0.07,0.07,0.95,-0.5,-16,5,8,-0.1,18,20,20,20,20,20,20,20,20,20,20,20,20,20,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.001
6175,-399,-21,0.02,0.07,0.91,-0.5,-16,5,8,0,18,18,18,18,18,18,18,19,19,18,18,20,20,20,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0.6,20,-0.0011
6176,392,-23,-0.06,-0.02,0.15,-0.3,-16,13,-4,-0.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0012
6178,53,32,0.03,0.26,0.57,-1.1,-17,-16,8,0.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0012
6179,-413,22,0.04,0.12,0.94,-0.9,-17,-3,-5,1.9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0008
6180,-45,-11,0.57,0.01,0.56,0.5,-16,10,9,-0.2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0012
6183,81,-7,0.41,0.21,0.52,2.4,-14,-9,-22,-1.8,22,22,22,22,22,22,22,22,22,22,22,21,21,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,21,-0.002
6185,-252,-10,-0.78,0.22,0.85,2.1,-14,-18,-58,0.2,16,16,16,16,16,16,16,19,19,20,20,22,22,23,0,0,0,0,-2,0,-3,0,-2,0,-3,0,-2,0,0.6,23,-0.0005
6189,465,-4,0.27,0.39,0.25,0.2,-16,-29,27,-4.9,24,24,24,24,24,24,24,24,24,23,23,23,23,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,23,-0.0012
6190,256,3,0.43,0.35,0.4,0.5,-15,-19,7,-1.7,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,24,-0.0013
6191,-454,-10,-0.11,0.17,1,1.4,-15,-10,-16,-0.3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.001
6192,-590,-25,-0.31,0.04,1.11,0.9,-15,-7,5,1.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0009
6193,-561,-35,-0.26,0.1,1.06,0.7,-15,3,6,-1,18,18,18,18,18,18,18,18,18,20,20,20,20,20,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0.5,20,-0.0006
6194,-222,-59,0.32,-0.03,0.7,0.5,-15,13,23,0.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0012
6195,-64,-62,0.58,-0.03,0.56,1.1,-15,13,19,-0.2,20,20,20,20,20,20,20,20,20,18,18,18,18,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,18,-0.0015
6196,-8,-62,0.37,0.13,0.57,2.1,-14,-4,-35,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0013
6198,97,-63,-0.27,-0.05,0.42,1.9,-14,10,7,-0.5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0012
6199,291,-59,-0.17,-0.05,0.23,1.6,-14,14,7,-0.2,19,19,19,19,19,19,19,19,19,19,19,18,18,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,17,-0.001
6201,476,-16,-0.14,0.08,0.11,0.1,-16,4,10,0,20,19,19,19,19,19,19,19,19,19,19,19,19,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.001
6202,-155,11,0.15,0.26,0.76,0.4,-16,-18,2,0,20,20,20,20,20,20,20,21,21,23,23,23,23,23,0,0,0,0,0,0,-2,0,-3,0,0,0,0,0,0.6,23,-0.0012
6203,-248,-11,-0.21,0.07,0.76,0.6,-15,6,-11,-0.4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0008
6204,-68,-18,-0.14,0.02,0.57,-0.2,-16,12,18,-0.4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0012
6205,283,7,-0.2,0.12,0.3,-0.5,-16,-1,-5,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0008
6208,-395,24,-0.47,0.09,0.92,-0.7,-17,-3,-12,1.6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0005
6210,-83,-4,0.66,0.04,0.59,-1.5,-17,10,33,-0.2,21,21,21,21,21,21,21,21,21,19,19,19,19,18,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.5,18,-0.0011
6211,-58,-4,0.69,0.19,0.65,-0.7,-17,-11,-11,-1,20,20,20,20,20,20,20,20,20,20,20,21,21,21,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0.6,21,-0.0012
6212,-97,-5,0.65,0.03,0.64,-0.3,-16,-2,-6,2.6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0014
6213,-94,-8,0.43,0.15,0.65,0.9,-15,-4,-26,-0.7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0015
6214,-143,-15,-0.41,0.08,0.68,0.9,-15,1,-26,0.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0011
6215,-121,-18,-0.72,0.09,0.66,0.1,-16,2,-21,0.1,19,19,19,19,19,19,19,19,19,19,19,19,19,20,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0.6,20,-0.0007
6221,-199,-4,0.25,0.12,0.74,1.4,-15,-4,11,-0.2,21,21,21,21,21,21,21,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0011
6222,-232,-7,0.29,0.17,0.78,1.7,-14,-6,-6,-0.8,20,20,20,20,20,20,20,20,20,21,21,21,21,21,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0.6,21,-0.0014
6223,-282,-14,0.15,0.13,0.81,2,-14,-2,-19,-0.8,19,20,20,20,20,20,20,20,20,20,20,20,20,20,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0013
6224,-348,-24,-0.3,0.02,0.85,1.9,-14,2,-20,1.5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0008
6227,-24,-46,0.26,-0.12,0.49,0.3,-16,20,24,1.7,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0011
6228,317,-30,0.23,0.1,0.26,1.7,-14,-1,-9,-0.2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0014
6233,-218,-41,-0.04,0.07,1.65,-1.3,-14,5,13,-0.2,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,49,-0.0019
6234,-173,-47,0.16,0.13,1.61,-1.1,-14,1,-2,-0.4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,50,-0.0015
6236,163,-53,0.17,0.12,1.11,0.2,-13,1,-14,-0.9,47,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,47,-0.0018
6237,-40,-42,-0.19,0.14,1.34,-0.5,-13,-5,-2,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,46,-0.0015
6239,-3,-55,0.27,-0.02,1.1,-0.7,-14,15,8,-0.9,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,39,-0.0016
6240,374,-38,0.15,0.02,0.67,0.7,-12,5,-8,-0.2,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,40,-0.0019
6242,-187,-19,-0.37,0.19,1.36,-0.7,-14,-4,5,-0.9,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,41,-0.0011
6243,-124,-31,-0.03,-0.09,1.1,-1.5,-14,21,18,-0.5,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,-0.0015
6244,-95,-12,-0.12,0.17,1.17,-0.3,-13,-8,-5,-0.2,37,38,38,38,38,38,38,38,38,38,38,38,38,38,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,38,-0.0014
6246,-218,-19,-0.17,0.14,1.26,-0.8,-14,-2,1,-0.5,35,35,35,35,35,35,35,37,37,36,36,36,36,36,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,36,-0.0009
6248,62,-31,0.38,0.01,0.86,-0.7,-14,8,12,-0.3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,33,-0.0015
6250,75,-2,-0.34,0.12,0.85,-0.5,-13,-4,1,-0.2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,33,-0.0011
6253,-403,-43,0.17,0.01,1.27,0.7,-12,5,-4,-0.2,28,29,29,29,29,29,29,29,29,29,29,29,29,29,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,29,-0.0015
6254,-124,-57,-0.16,-0.06,0.92,0.9,-12,12,-16,-0.5,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,27,-0.0012
6255,330,-48,-0.31,-0.01,0.44,-0.6,-14,8,3,-0.1,29,28,28,28,28,28,28,28,28,28,28,28,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28,-0.001
6256,471,-33,-0.18,0.06,0.32,-1.2,-14,2,10,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,29,-0.0011
6257,153,-6,0.16,0.28,0.75,-1.1,-14,-18,6,-0.4,32,33,33,33,33,33,33,33,33,33,33,33,33,33,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,33,-0.001
6259,-203,-15,0.04,0.13,1.03,0.5,-12,-7,-9,-0.2,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,29,-0.0014
6260,-274,-20,-0.07,0.14,1.1,0.5,-13,-7,-9,-0.1,29,30,30,30,30,30,30,30,30,29,29,29,29,29,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,29,-0.001
6261,-149,-48,-0.02,0.03,0.9,-0.4,-13,6,5,-0.1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,26,-0.0012
6263,185,-36,0.19,0.05,0.52,-0.6,-13,4,3,-0.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,25,-0.0012
6264,-53,-22,-0.11,0.14,0.79,0.1,-13,-8,-7,-0.1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,27,-0.0011
6265,-67,-29,-0.17,0.03,0.75,-0.6,-13,5,1,0.2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,24,-0.0009
6266,237,-20,0.21,0.04,0.44,-0.6,-13,4,5,-0.2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,24,-0.0011
6268,-96,1,-0.13,0.15,0.8,0.5,-12,-9,-9,-0.1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,25,-0.0009
6269,-245,-21,-0.04,0.08,0.91,-0.5,-13,-1,5,-0.1,22,23,23,24,24,24,24,24,24,24,24,24,24,24,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0.7,24,-0.001
6272,174,4,0.04,0.12,0.5,0.5,-13,-6,-3,-0.1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,24,-0.0011
6275,-326,-7,-0.26,0.03,0.94,-0.9,-14,1,7,1.5,22,23,23,23,23,23,23,23,23,23,23,23,23,23,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0008
6276,-26,-27,0.3,0.03,0.63,-0.8,-14,6,7,-0.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.001
6277,106,-24,0.25,0.05,0.51,0.5,-12,2,-8,-0.2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0011
6279,171,-22,-0.17,-0.16,0.35,0.2,-13,22,14,0.5,20,19,19,18,18,18,18,18,18,18,18,18,18,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0008
6280,436,4,0.21,0.16,0.25,0.3,-13,-13,9,-0.3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,23,-0.0011
6282,-307,-9,0.06,0.11,0.89,0.5,-12,-6,-2,-0.1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.001
6283,-294,-28,-0.1,0.01,0.83,0.5,-12,5,-8,0.3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0008
6285,-204,-24,-0.36,-0.15,0.77,0.7,-12,-10,-15,4.4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,19,-0.0009
6287,340,-18,-0.22,0.16,0.25,-1.6,-14,3,13,-2.7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0007
6288,300,-4,0.16,0.12,0.31,-1.7,-15,-6,15,0.5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.6,21,-0.001
6289,125,8,0.35,0.16,0.48,-0.8,-14,-10,-4,0.3,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0013
6290,-183,7,0.01,0.19,0.78,-0.1,-13,-15,-22,0.2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0008
6291,-459,-7,-0.27,0.04,0.98,-0.6,-13,-1,7,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0007
6292,-475,-28,0,0.09,1,-1,-14,0,13,-0.2,17,18,18,19,19,20,20,20,20,20,20,20,20,20,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0.6,20,-0.0006
6293,-318,-43,0.3,-0.19,0.73,-0.7,-14,29,19,1.2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,16,-0.0011
6294,782,-1,-0.32,0.39,-0.09,0.5,-12,-17,-15,-4.7,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0009
6295,294,21,-0.43,0.23,0.35,-0.6,-13,-17,6,0.1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0006
6296,-135,17,0.32,0.04,0.63,-1.1,-14,11,18,-2.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0007
6297,-60,15,0.46,-0.05,0.56,-0.8,-14,11,16,0.5,21,20,20,19,19,19,19,18,18,18,18,18,18,18,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,18,-0.0009
6298,-78,16,0.6,0.25,0.7,0.5,-12,-22,-5,-0.9,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0011
6299,-429,8,0.45,0.29,1.02,1.5,-11,-23,-23,-1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0013
6303,444,-49,0.07,0.23,0.14,-1,-14,6,21,-4.7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20,-0.0007
6304,407,-41,0.31,0.09,0.17,-0.8,-14,0,19,0.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20,-0.001
6305,378,-34,0.42,0.12,0.22,-0.4,-13,-6,8,-0.3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0.6,20,-0.0011
6306,199,-15,-0.01,0.1,0.37,0.8,-12,-6,-16,-0.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0008
